favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
KAN,LAA,KAN,LAA,616,655,0.11805289382905328,0.12630158118010026,277,207,0.05308547336144116,0.03991515618974161,22,17,0.004216174779609045,0.003278056305437717,153,217,0.02932157914909927,0.04184342460470498,1049,1571,0.20103487926408586,0.3029309679907443,414,468,0.07934074357991568,0.09024296182028538,1287,1174,0.247,0.226,5218,5186,0.308,0.299,0.396,0.398,0.704,0.697,105,86,2067,2066,606,633,0.1161364507474128,0.12205939066718087
CHC,NYM,CHC,NYM,750,739,0.14166981488477523,0.14065473924628855,257,255,0.04854552323384964,0.04853444994290065,27,19,0.005100113335851908,0.003616292348686715,209,215,0.03947865508122403,0.04092120289303388,1222,1274,0.2308273517189271,0.24248191853825657,536,542,0.10124669437098602,0.10315949752569471,1316,1315,0.249,0.25,5294,5254,0.32,0.327,0.426,0.429,0.746,0.756,155,140,2254,2253,731,720,0.13808084624102757,0.13703844689760183
LAD,ARI,LAD,ARI,794,773,0.1507213363705391,0.14640151515151514,249,268,0.04726651480637813,0.05075757575757576,19,37,0.00360668185269552,0.007007575757575758,232,209,0.04403948367501898,0.03958333333333333,1294,1252,0.24563401670463175,0.23712121212121212,565,520,0.10725132877752468,0.09848484848484848,1336,1330,0.254,0.252,5268,5280,0.329,0.325,0.44,0.435,0.769,0.76,86,117,2319,2299,761,752,0.144457099468489,0.14242424242424243
TOR,BOS,BOS,TOR,768,765,0.14444235471130337,0.14264404251351856,284,309,0.05341357908595072,0.05761700540742122,11,23,0.0020688358096671057,0.00428864441543912,182,182,0.034229828850855744,0.033936229722170426,1054,1364,0.1982320857626481,0.2543352601156069,500,504,0.0940379913485048,0.09397725153831811,1418,1365,0.267,0.255,5317,5363,0.334,0.325,0.427,0.423,0.761,0.748,74,137,2270,2266,742,727,0.13955237916118113,0.13555845608801045
ATL,WAS,WAS,ATL,710,666,0.13268547934965427,0.1266882252235115,238,254,0.044477667725658754,0.04831653034049838,18,28,0.0033638572229489814,0.005326231691078562,181,148,0.03382545318632031,0.028152938938558112,1325,1296,0.24761726780041113,0.24652843827277915,557,433,0.10409269295458792,0.08236636865132205,1318,1275,0.246,0.243,5351,5257,0.321,0.305,0.399,0.386,0.72,0.691,80,129,2135,2029,688,636,0.1285740982993833,0.12098154841164162
OAK,HOU,HOU,OAK,709,659,0.13259771834673648,0.12464535653489692,281,237,0.05255283336450346,0.0448269339890297,16,12,0.0029923321488685246,0.0022697181766597315,214,172,0.040022442491116514,0.032532627198789486,1350,1248,0.25247802506078176,0.23605069037261206,483,454,0.09033102674396858,0.08587100435029317,1353,1328,0.253,0.251,5347,5287,0.318,0.316,0.432,0.398,0.75,0.714,79,78,2308,2105,686,629,0.12829624088273797,0.1189710610932476
CIN,PIT,PIT,CIN,697,561,0.1329391569711997,0.10857364041029612,243,233,0.046347510967003624,0.045093864911941166,23,21,0.004386801449551783,0.004064253919101994,161,112,0.030707610146862484,0.0216760209018773,1353,1364,0.2580583635323288,0.26398296884072,508,515,0.09689109288575243,0.09967098896845365,1284,1195,0.245,0.231,5243,5167,0.315,0.305,0.392,0.35,0.707,0.655,104,112,2056,1806,659,540,0.12569139805454893,0.10450938649119412
SF,STL,SF,STL,679,673,0.13022631377061758,0.1278252611585945,230,253,0.04411200613732259,0.048053181386514716,26,8,0.004986574606827772,0.0015194681861348527,166,144,0.031837360951285004,0.02735042735042735,1344,1266,0.25776754890678943,0.24045584045584045,538,466,0.1031837360951285,0.08850902184235518,1221,1291,0.234,0.245,5214,5265,0.311,0.315,0.384,0.378,0.695,0.693,66,86,2001,1992,649,638,0.12447257383966245,0.12117758784425452
DET,CLE,DET,CLE,743,616,0.14133536237397756,0.12033600312561048,239,231,0.04546319193456344,0.04512600117210393,36,17,0.0068480121742438655,0.0033209611252197693,193,163,0.03671295415636294,0.03184215667122485,1384,1289,0.2632680235875975,0.2518069935534284,491,477,0.0933992771542705,0.09318226216057823,1302,1157,0.248,0.226,5257,5119,0.317,0.297,0.417,0.373,0.734,0.67,60,122,2192,1911,709,595,0.134867795320525,0.11623363938269193
TB,BAL,TB,BAL,696,656,0.13221884498480244,0.1254302103250478,235,247,0.044642857142857144,0.04722753346080306,16,18,0.00303951367781155,0.0034416826003824093,177,182,0.033624620060790276,0.03479923518164436,1340,1399,0.25455927051671734,0.26749521988527725,451,461,0.08567629179331307,0.08814531548757171,1324,1239,0.252,0.237,5264,5230,0.314,0.305,0.403,0.395,0.717,0.7,188,117,2122,2068,663,623,0.1259498480243161,0.11912045889101339
