favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CHC,LAA,CHC,LAA,644,561,0.14543812104787715,0.13025307638727654,214,177,0.04832881662149955,0.0410958904109589,23,14,0.005194218608852755,0.00325052240538658,178,182,0.04019873532068654,0.04225679127002554,1009,1264,0.22786811201445348,0.2934757371720455,439,393,0.09914182475158084,0.09124680752263757,1104,996,0.249,0.231,4428,4307,0.319,0.305,0.429,0.406,0.748,0.711,133,61,1898,1747,628,543,0.14182475158084915,0.12607383329463664
DET,KAN,KAN,DET,633,496,0.1438309475119291,0.11415420023014959,202,227,0.04589865939559191,0.0522439585730725,30,19,0.006816632583503749,0.004372842347525892,167,124,0.037945921381504204,0.028538550057537398,1147,891,0.26062258577596004,0.20506329113924052,408,341,0.09270620313565099,0.07848101265822785,1102,1071,0.25,0.246,4401,4345,0.319,0.307,0.424,0.393,0.743,0.7,57,99,1865,1708,608,488,0.13815042035900932,0.11231300345224396
SEA,OAK,OAK,SEA,586,588,0.13251922207146088,0.13116216819094356,177,234,0.04002713704206241,0.052197189382110196,7,16,0.001582994120307553,0.003569038590229757,184,179,0.041610131162369966,0.039928619228195406,1170,1119,0.2645861601085482,0.24960963640419362,434,417,0.09814563545906829,0.09301806825786303,1066,1133,0.241,0.253,4422,4483,0.317,0.319,0.409,0.432,0.726,0.751,131,67,1809,1936,562,571,0.12709181365897784,0.12737006468882445
MIL,SF,SF,MIL,663,526,0.1504424778761062,0.12212677037381008,206,195,0.04674381665532108,0.04527513350359879,14,24,0.0031767642387111415,0.0055723241235198515,137,127,0.031086907193101882,0.02948688182029255,1023,1118,0.23213070115724982,0.2595774320872997,453,441,0.10279101429543908,0.10239145576967727,1133,996,0.257,0.231,4407,4307,0.332,0.308,0.403,0.376,0.735,0.684,138,59,1778,1620,615,500,0.13955071477195372,0.11609008590666357
NYY,BOS,NYY,BOS,659,651,0.15062857142857142,0.14583333333333334,205,265,0.046857142857142854,0.05936379928315412,19,21,0.004342857142857143,0.004704301075268817,211,155,0.048228571428571426,0.034722222222222224,1132,1145,0.25874285714285716,0.25649641577060933,496,431,0.11337142857142857,0.09655017921146954,1093,1131,0.25,0.253,4375,4464,0.329,0.325,0.45,0.426,0.779,0.751,102,112,1969,1903,634,621,0.14491428571428572,0.13911290322580644
NYM,ATL,NYM,ATL,590,566,0.1364477335800185,0.1289587605377079,211,196,0.04879740980573543,0.044657097288676235,17,14,0.00393154486586494,0.003189792663476874,174,144,0.04024051803885292,0.032809295967190705,1033,1114,0.23889916743755782,0.253816359079517,449,461,0.10383903792784459,0.10503531556163136,1066,1072,0.247,0.244,4324,4389,0.324,0.32,0.424,0.394,0.748,0.714,106,64,1833,1728,575,546,0.13297872340425532,0.12440191387559808
BAL,HOU,HOU,BAL,564,558,0.1301038062283737,0.1265019270006801,208,200,0.04798154555940023,0.045341192473362046,16,11,0.003690888119953864,0.0024937655860349127,156,145,0.035986159169550176,0.03287236454318749,1118,1026,0.25790080738177623,0.23260031738834733,364,378,0.0839677047289504,0.08569485377465427,1046,1119,0.241,0.254,4335,4411,0.307,0.318,0.405,0.403,0.712,0.721,89,62,1754,1776,533,533,0.1229527104959631,0.12083427794150986
PHI,WAS,WAS,PHI,614,555,0.1398314734684582,0.1283236994219653,215,215,0.04896378956957413,0.04971098265895954,17,21,0.0038715554543384194,0.004855491329479769,160,123,0.036438168982008655,0.028439306358381503,1032,1020,0.23502618993395583,0.23583815028901733,422,369,0.09610567069004783,0.08531791907514451,1131,1056,0.258,0.244,4391,4325,0.327,0.309,0.424,0.389,0.751,0.698,108,108,1860,1682,589,534,0.13413800956501937,0.12346820809248554
TOR,MIA,TOR,MIA,637,557,0.14333933393339335,0.12638983435443613,234,213,0.052655265526552655,0.04833219877467665,9,23,0.0020252025202520253,0.005218969820739733,153,126,0.03442844284428443,0.02859087814840027,871,1019,0.195994599459946,0.23122305423190379,426,390,0.09585958595859587,0.08849557522123894,1187,1100,0.267,0.25,4444,4407,0.337,0.314,0.427,0.394,0.764,0.708,62,106,1898,1737,613,533,0.13793879387938793,0.12094395280235988
MIN,CWS,MIN,CWS,537,504,0.12436313107920334,0.11808809746954077,199,195,0.0460861509958314,0.045688847235238986,16,9,0.0037054191755442334,0.0021087160262417996,150,128,0.03473830477072719,0.02999062792877226,1070,1075,0.24779990736452062,0.25187441424554824,388,413,0.08985641500694766,0.09676663542642924,1027,991,0.238,0.232,4318,4268,0.31,0.303,0.396,0.372,0.706,0.675,66,77,1708,1588,512,487,0.11857341361741547,0.1141049671977507
ARI,CIN,CIN,ARI,644,587,0.14626391096979333,0.13423279213354677,225,209,0.051101521689756985,0.04779327692659501,32,18,0.0072677719736543266,0.004116167390807226,182,127,0.04133545310015898,0.02904184770180654,1036,1116,0.23529411764705882,0.25520237823004804,442,421,0.10038610038610038,0.0962725817516579,1108,1080,0.252,0.247,4403,4373,0.326,0.317,0.441,0.39,0.767,0.707,94,89,1943,1706,629,553,0.14285714285714285,0.12645780928424422
TEX,CLE,CLE,TEX,541,501,0.12340328467153285,0.11917221693625119,199,189,0.045392335766423354,0.044957183634633684,12,14,0.002737226277372263,0.003330161750713606,140,132,0.03193430656934307,0.03139866793529972,1069,1051,0.2438412408759124,0.25,391,397,0.08918795620437957,0.09443387250237868,1025,948,0.234,0.225,4384,4204,0.302,0.297,0.38,0.371,0.682,0.668,109,101,1668,1561,519,482,0.11838503649635036,0.11465271170313987
