favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
NYY,MIN,NYY,MIN,774,639,0.152602523659306,0.12683604605001986,236,231,0.04652996845425868,0.04585152838427948,19,19,0.003746056782334385,0.0037713378324732037,254,179,0.050078864353312304,0.035529972211194916,1347,1244,0.2655757097791798,0.24692338229456134,583,466,0.11494479495268138,0.09249702262802699,1259,1208,0.248,0.24,5072,5038,0.329,0.313,0.452,0.4,0.781,0.713,123,99,2295,2014,747,607,0.14727917981072555,0.1204843191742755
PIT,CHC,CHC,PIT,540,731,0.10804321728691477,0.143614931237721,224,247,0.04481792717086835,0.048526522593320236,20,27,0.004001600640256103,0.005304518664047151,107,202,0.021408563425370147,0.03968565815324165,1319,1171,0.26390556222489,0.23005893909626718,501,516,0.10024009603841537,0.10137524557956779,1152,1267,0.23,0.249,4998,5090,0.305,0.32,0.348,0.427,0.653,0.747,111,153,1737,2174,519,713,0.10384153661464586,0.14007858546168958
DET,CLE,CLE,DET,729,580,0.14418512658227847,0.11909650924024641,232,216,0.04588607594936709,0.04435318275154004,35,15,0.006922468354430379,0.003080082135523614,187,154,0.03698575949367089,0.03162217659137577,1323,1224,0.26166930379746833,0.2513347022587269,473,452,0.09355221518987342,0.09281314168377823,1259,1095,0.249,0.225,5056,4870,0.318,0.296,0.42,0.37,0.738,0.666,58,114,2122,1803,695,560,0.1374604430379747,0.11498973305954825
NYM,SD,NYM,SD,704,641,0.13954410307234885,0.12781655034895315,245,242,0.048562933597621406,0.04825523429710867,19,18,0.0037661050545094153,0.003589232303090728,203,135,0.0402378592666006,0.026919242273180457,1219,1065,0.24162537165510406,0.2123629112662014,525,478,0.10406342913776016,0.09531405782652044,1257,1262,0.249,0.252,5045,5015,0.327,0.321,0.426,0.388,0.753,0.709,134,99,2149,1945,686,604,0.13597621407333993,0.12043868394815553
MIL,LAA,LAA,MIL,762,639,0.14920697082435871,0.12797917083917484,243,202,0.0475817505384766,0.04045663929501302,16,17,0.0031329547679655374,0.00340476667334268,160,207,0.03132954767965537,0.04145804125776086,1170,1496,0.22909731740747993,0.29961946725415584,516,459,0.10103779126688858,0.09192870018025236,1330,1137,0.26,0.228,5107,4993,0.333,0.302,0.408,0.399,0.741,0.701,153,81,2085,1994,707,617,0.13843743880947718,0.12357300220308431
MIA,COL,MIA,COL,655,558,0.1279296875,0.11115537848605578,250,239,0.048828125,0.04760956175298805,26,35,0.005078125,0.0069721115537848604,144,148,0.028125,0.02948207171314741,1166,1416,0.227734375,0.28207171314741036,452,369,0.08828125,0.07350597609561753,1279,1197,0.25,0.238,5120,5020,0.314,0.295,0.393,0.388,0.707,0.683,118,81,2013,1950,624,544,0.121875,0.10836653386454183
CIN,STL,CIN,STL,676,648,0.13367609254498714,0.1277350680070964,236,241,0.046667984971326876,0.04750640646560221,23,8,0.004548151077714059,0.001576976148235758,152,140,0.030057346252719004,0.027597082594125764,1303,1220,0.257662645837453,0.2404888626059531,494,446,0.09768637532133675,0.08791642026414351,1245,1243,0.246,0.245,5057,5073,0.317,0.314,0.392,0.378,0.709,0.692,100,84,1983,1920,639,616,0.12635950168083845,0.12142716341415336
SEA,KAN,SEA,KAN,705,577,0.13826240439301823,0.11542308461692338,215,263,0.042165130417728965,0.05261052210442088,8,21,0.0015689350853108452,0.004200840168033607,216,144,0.04236124730339282,0.028805761152230446,1329,1015,0.26063934104726416,0.20304060812162433,509,397,0.09982349480290253,0.07941588317663532,1242,1218,0.244,0.244,5099,4999,0.32,0.305,0.416,0.391,0.736,0.696,149,104,2121,1955,676,567,0.13257501470876643,0.11342268453690738
TB,TOR,TB,TOR,668,751,0.13188548864758143,0.1465079984393289,224,277,0.04422507403751234,0.05403823644166992,16,10,0.0031589338598223098,0.0019508388607101053,171,178,0.03376110562685094,0.034724931720639875,1291,1018,0.25488647581441265,0.19859539602028872,428,485,0.08450148075024679,0.09461568474444011,1271,1379,0.251,0.269,5065,5126,0.312,0.337,0.403,0.431,0.715,0.768,183,74,2040,2210,636,725,0.12556762092793683,0.14143581740148264
BOS,OAK,OAK,BOS,736,694,0.1429126213592233,0.1349144634525661,302,275,0.058640776699029125,0.053460342146189735,23,16,0.004466019417475728,0.003110419906687403,177,211,0.034368932038834954,0.04101866251944013,1318,1288,0.25592233009708737,0.25038880248833595,478,472,0.09281553398058252,0.09175738724727839,1308,1313,0.254,0.255,5150,5144,0.324,0.321,0.425,0.438,0.749,0.759,126,76,2187,2253,702,673,0.1363106796116505,0.13083203732503887
