favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
TB,WAS,TB,WAS,600,566,0.13233348037053375,0.12611408199643495,203,221,0.04477282752536392,0.04924242424242424,14,21,0.0030877812086457872,0.004679144385026738,151,126,0.03330392589325099,0.02807486631016043,1150,1071,0.25363917071018965,0.23863636363636365,389,386,0.08579620644022938,0.08600713012477719,1137,1096,0.251,0.244,4534,4488,0.314,0.309,0.402,0.387,0.716,0.696,172,110,1821,1737,568,544,0.12527569475077194,0.12121212121212122
BOS,PIT,PIT,BOS,670,488,0.14368432339695475,0.10825199645075421,271,203,0.058117092000857816,0.04503105590062112,21,18,0.004503538494531417,0.003992901508429458,164,98,0.035170491100150116,0.021739130434782608,1201,1180,0.257559511044392,0.26175687666370895,443,437,0.09500321681321038,0.09693877551020408,1176,1053,0.252,0.234,4663,4508,0.323,0.306,0.425,0.352,0.748,0.658,115,102,1981,1586,639,471,0.13703624276217027,0.10448092280390417
NYM,MIA,NYM,MIA,641,583,0.1412827859819264,0.12638196401474094,222,221,0.04893101168172801,0.04790808584435292,17,26,0.0037469693630152083,0.0056362453934532845,184,130,0.04055543310557637,0.02818122696726642,1080,1056,0.23804275953273088,0.22891827444179494,476,402,0.10491514216442584,0.08714502492954693,1135,1155,0.25,0.25,4537,4613,0.328,0.314,0.428,0.394,0.756,0.708,112,110,1943,1818,626,555,0.1379766365439718,0.12031216128332972
CIN,STL,STL,CIN,602,595,0.13245324532453245,0.13002622377622378,213,226,0.04686468646864687,0.04938811188811189,20,5,0.0044004400440044,0.0010926573426573427,133,129,0.029262926292629263,0.02819055944055944,1177,1072,0.25896589658965896,0.23426573426573427,441,409,0.09702970297029703,0.08937937062937062,1119,1132,0.246,0.247,4545,4576,0.317,0.316,0.39,0.384,0.707,0.7,92,77,1771,1755,567,566,0.12475247524752475,0.12368881118881118
NYY,CWS,NYY,CWS,712,530,0.15562841530054644,0.11838284565557293,215,201,0.046994535519125684,0.044896135805226715,19,9,0.004153005464480874,0.0020102747375474648,230,134,0.05027322404371585,0.029930757203484475,1189,1113,0.25989071038251366,0.24860397587670316,528,424,0.11540983606557377,0.09470627652445834,1150,1047,0.251,0.234,4575,4477,0.332,0.303,0.457,0.373,0.789,0.676,109,77,2093,1668,685,511,0.14972677595628414,0.11413893232075051
HOU,LAA,LAA,HOU,571,574,0.125,0.12846911369740377,204,185,0.0446584938704028,0.04140555058191585,11,14,0.0024080560420315237,0.003133393017009848,151,188,0.033056042031523646,0.04207699194270367,1065,1315,0.23314360770577933,0.2943151298119964,399,408,0.08734676007005254,0.09131602506714413,1158,1025,0.254,0.229,4568,4468,0.319,0.303,0.402,0.403,0.721,0.706,66,67,1837,1802,546,555,0.11952714535901926,0.12421665174574754
SEA,CLE,SEA,CLE,620,513,0.13516459559625027,0.11779563719862228,185,191,0.04033137126662307,0.04385763490241102,7,14,0.001526051885764116,0.003214695752009185,192,135,0.041857423152387184,0.030998851894374284,1204,1101,0.26248092435142795,0.252812858783008,454,409,0.09897536516241552,0.0939150401836969,1110,975,0.242,0.224,4587,4355,0.318,0.295,0.411,0.367,0.729,0.662,134,103,1885,1599,595,494,0.12971441028994987,0.11343283582089553
CHC,COL,CHC,COL,667,507,0.14506307090039147,0.11196996466431096,225,220,0.048934319269247496,0.04858657243816254,24,32,0.005219660722053067,0.007067137809187279,185,138,0.040234884732492385,0.030477031802120143,1043,1260,0.22683775554588953,0.2782685512367491,455,337,0.09895606785558939,0.07442579505300354,1148,1080,0.25,0.239,4598,4528,0.32,0.296,0.43,0.393,0.75,0.689,134,71,1976,1778,651,494,0.14158329708568942,0.10909893992932862
LAD,ARI,LAD,ARI,694,670,0.1521596141197106,0.14546244029526703,214,233,0.04691953518965139,0.05058619192357794,17,33,0.0037272527954395965,0.007164567954841511,201,187,0.04406928305196229,0.040599218410768564,1141,1102,0.25016443762332824,0.23925314806773773,499,460,0.10940583205437404,0.09986973512809379,1150,1154,0.252,0.251,4561,4606,0.329,0.324,0.439,0.437,0.768,0.761,78,99,2001,2014,667,655,0.14623985967989475,0.14220581849761182
PHI,ATL,ATL,PHI,646,599,0.1405264302806178,0.130387461906835,223,205,0.04850989775940831,0.04462342185459295,19,14,0.004133130302371111,0.0030474531998258597,168,153,0.03654557319991299,0.03330430996952547,1075,1163,0.23384816184468132,0.25315629081410534,441,488,0.09593212964977159,0.10622551153678711,1186,1123,0.258,0.244,4597,4594,0.328,0.321,0.424,0.395,0.752,0.716,110,68,1951,1815,621,579,0.13508810093539264,0.1260339573356552
