favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CHC,STL,CHC,STL,772,685,0.14304243098017416,0.12837331334332833,264,261,0.048916064480266815,0.04891304347826087,27,8,0.005002779321845469,0.0014992503748125937,214,146,0.03965165832870113,0.027361319340329836,1253,1284,0.23216601815823606,0.24062968515742128,546,472,0.10116731517509728,0.08845577211394302,1343,1313,0.249,0.246,5397,5336,0.32,0.316,0.427,0.38,0.747,0.696,159,87,2303,2028,750,649,0.13896609227348528,0.12162668665667166
TOR,TB,TB,TOR,776,707,0.14341156902605803,0.1316818774445893,287,241,0.05304010349288486,0.044887316073756754,12,16,0.002217704675660691,0.002980070776680946,185,179,0.03418961374976899,0.033339541814118086,1072,1363,0.1981149510256884,0.2538647792885081,510,455,0.09425244871557938,0.0847457627118644,1432,1352,0.265,0.252,5411,5369,0.333,0.313,0.425,0.403,0.758,0.716,74,190,2298,2162,749,673,0.1384217335058215,0.1253492270441423
MIL,CIN,CIN,MIL,797,704,0.1471837488457987,0.13168724279835392,258,245,0.04764542936288089,0.04582865693976805,18,23,0.0033240997229916896,0.004302282080059858,164,164,0.030286241920590953,0.0306771417882529,1238,1385,0.2286241920590951,0.25907220351664795,552,516,0.10193905817174516,0.09652076318742986,1406,1309,0.26,0.245,5415,5346,0.333,0.315,0.405,0.391,0.738,0.706,161,104,2192,2092,741,666,0.1368421052631579,0.12457912457912458
NYM,MIA,NYM,MIA,759,699,0.1416044776119403,0.12825688073394495,258,268,0.04813432835820895,0.049174311926605506,19,27,0.0035447761194029852,0.004954128440366972,222,153,0.04141791044776119,0.028073394495412844,1295,1230,0.2416044776119403,0.22568807339449543,547,475,0.10205223880597016,0.0871559633027523,1340,1368,0.25,0.251,5360,5450,0.326,0.315,0.429,0.394,0.755,0.709,142,133,2302,2149,740,667,0.13805970149253732,0.12238532110091743
CLE,TEX,TEX,CLE,628,667,0.12046806061768656,0.12507031689480594,239,239,0.045846921158641855,0.04481530095630977,17,15,0.003261078074045655,0.002812675792237015,164,172,0.03145981200844044,0.032252015750984436,1316,1297,0.2524458085555342,0.24320270016876055,485,483,0.09303663917130252,0.09056816051003187,1177,1250,0.226,0.234,5213,5333,0.296,0.303,0.373,0.382,0.669,0.685,123,133,1942,2035,606,641,0.11624784193362747,0.12019501218826177
ATL,PIT,PIT,ATL,716,570,0.13224972294052456,0.10817992028847978,238,242,0.043960103435537495,0.04592901878914405,18,21,0.0033247137052087182,0.0039855760106282025,187,113,0.03454008127077946,0.021446194723856518,1343,1397,0.24806058367196157,0.2651356993736952,566,520,0.10454377539711858,0.09869045359650788,1330,1214,0.246,0.23,5414,5269,0.321,0.304,0.4,0.349,0.721,0.653,81,112,2165,1837,694,549,0.12818618396749168,0.10419434427785158
SD,ARI,SD,ARI,678,782,0.1273957158962796,0.1453261475562163,248,272,0.04659902292371289,0.050548225236944806,18,37,0.0033821871476888386,0.006876045344731463,147,210,0.02762119503945885,0.039026203307935325,1137,1283,0.213641488162345,0.23843151830514775,499,529,0.09376174370537392,0.0983088645233228,1339,1353,0.252,0.251,5322,5381,0.32,0.324,0.388,0.433,0.708,0.757,105,120,2064,2329,639,761,0.12006764374295378,0.14142352722542278
PHI,MIN,MIN,PHI,773,671,0.14254102895076526,0.12584396099024756,267,245,0.0492347409183109,0.0459489872468117,24,19,0.0044255946892863725,0.003563390847711928,210,187,0.03872395353125576,0.03507126781695424,1301,1334,0.23990411211506546,0.2501875468867217,524,489,0.09662548404941915,0.09171042760690172,1409,1274,0.26,0.239,5423,5332,0.33,0.311,0.434,0.397,0.764,0.708,124,112,2354,2118,748,636,0.13793103448275862,0.11927981995498875
WAS,CWS,CWS,WAS,672,624,0.1262683201803833,0.11849601215343715,256,237,0.048102217211574594,0.04500569692366122,28,10,0.005261180007515971,0.0018989745537409798,152,158,0.028560691469372415,0.030003797949107482,1315,1334,0.24708756106726795,0.25332320546904674,438,492,0.08229988726042842,0.0934295480440562,1290,1218,0.242,0.231,5322,5266,0.305,0.301,0.387,0.37,0.692,0.671,130,82,2058,1949,642,603,0.12063134160090191,0.11450816559058109
BOS,DET,DET,BOS,777,750,0.14217749313815187,0.1400560224089636,317,242,0.058005489478499546,0.04519140989729225,23,36,0.004208600182982617,0.0067226890756302525,184,197,0.033668801463860934,0.036788048552754436,1389,1422,0.25416285452881976,0.26554621848739496,512,500,0.09368709972552608,0.09337068160597572,1390,1321,0.254,0.247,5465,5355,0.324,0.316,0.422,0.416,0.746,0.732,137,60,2305,2226,739,716,0.13522415370539798,0.13370681605975723
HOU,LAA,HOU,LAA,671,666,0.12460538532961932,0.12608860280196896,243,209,0.04512534818941504,0.039568345323741004,12,17,0.0022284122562674096,0.003218477849299508,173,223,0.03212627669452182,0.042218856493752364,1273,1603,0.23639740018570102,0.30348352896630065,465,474,0.08635097493036212,0.08973873532752745,1348,1192,0.25,0.226,5385,5282,0.316,0.298,0.396,0.398,0.712,0.696,79,87,2134,2104,641,642,0.1190343546889508,0.12154486936766376
SEA,LAD,LAD,SEA,760,811,0.14074074074074075,0.1507154803939788,230,251,0.04259259259259259,0.04664560490615127,9,21,0.0016666666666666668,0.0039026203307935326,237,239,0.04388888888888889,0.04441553614569783,1405,1323,0.2601851851851852,0.24586508083999256,536,572,0.09925925925925926,0.10629994424828099,1324,1363,0.245,0.253,5400,5381,0.321,0.328,0.423,0.441,0.744,0.769,155,87,2283,2373,729,778,0.135,0.14458279130273183
KAN,OAK,KAN,OAK,635,725,0.11927122464312546,0.13305193613507066,286,289,0.05371900826446281,0.05303725454211782,22,16,0.004132231404958678,0.0029363185905670764,155,218,0.029113448534936137,0.040007340796476415,1074,1376,0.20172802404207363,0.25252339878876856,424,492,0.07963936889556725,0.0902917966599376,1315,1382,0.247,0.254,5324,5449,0.309,0.318,0.396,0.433,0.705,0.751,108,79,2110,2357,624,701,0.11720510894064613,0.12864745824922005
SF,COL,SF,COL,691,591,0.13069793833932286,0.11125753012048192,236,250,0.04463779080764139,0.047063253012048195,27,36,0.005106865897484395,0.00677710843373494,168,156,0.03177605447323624,0.029367469879518073,1363,1497,0.2578021562322678,0.28181475903614456,543,390,0.10270474749385285,0.07341867469879518,1243,1264,0.235,0.238,5287,5312,0.311,0.294,0.385,0.387,0.696,0.681,68,86,2037,2054,658,575,0.12445621335350861,0.10824548192771084
NYY,BAL,NYY,BAL,832,670,0.15461810072477233,0.12593984962406016,255,249,0.047388961159635756,0.04680451127819549,20,19,0.003716781267422412,0.0035714285714285713,266,186,0.04943319085671808,0.03496240601503759,1437,1426,0.2670507340643003,0.26804511278195486,628,473,0.11670693179706375,0.08890977443609023,1349,1258,0.251,0.236,5381,5320,0.332,0.305,0.454,0.395,0.786,0.7,133,120,2442,2103,803,636,0.14922876788700984,0.11954887218045113
