favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
BOS,MIA,MIA,BOS,614,525,0.14646946564885496,0.1270878721859114,250,202,0.059637404580152674,0.04889857177438877,20,21,0.004770992366412214,0.005083514887436456,149,117,0.03554389312977099,0.02832244008714597,1087,952,0.2593034351145038,0.23045267489711935,397,372,0.09470419847328244,0.09005083514887437,1065,1040,0.254,0.252,4192,4131,0.325,0.316,0.43,0.396,0.755,0.712,103,99,1802,1635,588,503,0.14026717557251908,0.12176228516097796
BOS,MIA,MIA,BOS,614,525,0.14646946564885496,0.1270878721859114,250,202,0.059637404580152674,0.04889857177438877,20,21,0.004770992366412214,0.005083514887436456,149,117,0.03554389312977099,0.02832244008714597,1087,952,0.2593034351145038,0.23045267489711935,397,372,0.09470419847328244,0.09005083514887437,1065,1040,0.254,0.252,4192,4131,0.325,0.316,0.43,0.396,0.755,0.712,103,99,1802,1635,588,503,0.14026717557251908,0.12176228516097796
HOU,BAL,BAL,HOU,525,514,0.12801755669348938,0.1276384405264465,189,197,0.046086320409656184,0.04891979140799603,11,14,0.0026822726164350157,0.003476533399553017,135,145,0.03291880029261156,0.03600695306679911,942,1042,0.22970007315288954,0.258753414452446,352,331,0.0858327237259205,0.08219518251800348,1057,963,0.258,0.239,4101,4027,0.322,0.304,0.408,0.403,0.73,0.707,60,84,1673,1623,502,485,0.1224091684954889,0.12043704991308667
LAD,SD,LAD,SD,626,509,0.152052465387418,0.12558598568961263,195,190,0.047364585863492834,0.04687885516901061,16,16,0.0038863249939276173,0.003947693066864051,180,103,0.04372115618168569,0.02541327411793733,1027,840,0.24945348554772892,0.20725388601036268,450,399,0.10930289045421424,0.09844559585492228,1048,1022,0.255,0.252,4117,4053,0.332,0.323,0.441,0.383,0.773,0.706,72,81,1815,1553,605,477,0.14695166383288802,0.11769059955588453
LAD,SD,LAD,SD,626,509,0.152052465387418,0.12558598568961263,195,190,0.047364585863492834,0.04687885516901061,16,16,0.0038863249939276173,0.003947693066864051,180,103,0.04372115618168569,0.02541327411793733,1027,840,0.24945348554772892,0.20725388601036268,450,399,0.10930289045421424,0.09844559585492228,1048,1022,0.255,0.252,4117,4053,0.332,0.323,0.441,0.383,0.773,0.706,72,81,1815,1553,605,477,0.14695166383288802,0.11769059955588453
DET,MIN,DET,MIN,588,504,0.14206330031408554,0.12438302073050346,189,189,0.045663203672384634,0.04664363277393879,25,14,0.006040106305870983,0.0034550839091806516,158,141,0.038173471853104615,0.034797630799605135,1085,1000,0.2621406136748007,0.24679170779861798,372,354,0.08987678183136023,0.08736426456071077,1031,967,0.249,0.239,4139,4052,0.316,0.309,0.421,0.397,0.737,0.706,51,60,1744,1607,568,482,0.13723121526938875,0.11895360315893386
DET,MIN,DET,MIN,588,504,0.14206330031408554,0.12438302073050346,189,189,0.045663203672384634,0.04664363277393879,25,14,0.006040106305870983,0.0034550839091806516,158,141,0.038173471853104615,0.034797630799605135,1085,1000,0.2621406136748007,0.24679170779861798,372,354,0.08987678183136023,0.08736426456071077,1031,967,0.249,0.239,4139,4052,0.316,0.309,0.421,0.397,0.737,0.706,51,60,1744,1607,568,482,0.13723121526938875,0.11895360315893386
CLE,ATL,ATL,CLE,483,519,0.12252663622526636,0.12633885102239534,181,179,0.04591577879249112,0.043573515092502436,12,14,0.0030441400304414,0.0034079844206426485,128,136,0.032470826991374935,0.033106134371957155,981,1052,0.24885844748858446,0.2560856864654333,379,438,0.09614408929477422,0.10662122687439143,901,994,0.229,0.242,3942,4108,0.301,0.319,0.378,0.392,0.679,0.711,95,60,1490,1609,464,502,0.11770674784373414,0.12220058422590069
CLE,ATL,ATL,CLE,483,519,0.12252663622526636,0.12633885102239534,181,179,0.04591577879249112,0.043573515092502436,12,14,0.0030441400304414,0.0034079844206426485,128,136,0.032470826991374935,0.033106134371957155,981,1052,0.24885844748858446,0.2560856864654333,379,438,0.09614408929477422,0.10662122687439143,901,994,0.229,0.242,3942,4108,0.301,0.319,0.378,0.392,0.679,0.711,95,60,1490,1609,464,502,0.11770674784373414,0.12220058422590069
MIL,CIN,MIL,CIN,620,554,0.15263417035942886,0.13528693528693528,188,196,0.046282619399310686,0.04786324786324787,13,14,0.003200393894633186,0.003418803418803419,127,122,0.03126538650910882,0.029792429792429794,946,1049,0.2328902018709995,0.25616605616605614,411,398,0.10118168389955687,0.0971916971916972,1052,1012,0.259,0.247,4062,4095,0.332,0.318,0.405,0.391,0.737,0.709,133,87,1647,1602,578,521,0.14229443623830626,0.12722832722832722
