favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
KAN,WAS,WAS,KAN,449,507,0.1115527950310559,0.12675,212,195,0.05267080745341615,0.04875,19,19,0.004720496894409938,0.00475,107,113,0.02658385093167702,0.02825,825,933,0.20496894409937888,0.23325,303,341,0.07527950310559006,0.08525,983,976,0.244,0.244,4025,4000,0.303,0.309,0.386,0.387,0.689,0.696,93,99,1554,1548,442,488,0.10981366459627329,0.122
KAN,WAS,WAS,KAN,449,507,0.1115527950310559,0.12675,212,195,0.05267080745341615,0.04875,19,19,0.004720496894409938,0.00475,107,113,0.02658385093167702,0.02825,825,933,0.20496894409937888,0.23325,303,341,0.07527950310559006,0.08525,983,976,0.244,0.244,4025,4000,0.303,0.309,0.386,0.387,0.689,0.696,93,99,1554,1548,442,488,0.10981366459627329,0.122
TB,OAK,TB,OAK,538,542,0.13195977434388032,0.13000719597025664,181,216,0.0443953887662497,0.051810985847925164,13,16,0.003188619082658818,0.003837850803550012,134,165,0.0328673043904832,0.0395778364116095,1029,1039,0.2523914643119941,0.2492204365555289,355,382,0.0870738287956831,0.09162868793475654,1022,1057,0.251,0.254,4077,4169,0.314,0.319,0.4,0.432,0.714,0.751,151,65,1631,1800,508,525,0.12460142261466765,0.12592947949148478
TB,OAK,TB,OAK,538,542,0.13195977434388032,0.13000719597025664,181,216,0.0443953887662497,0.051810985847925164,13,16,0.003188619082658818,0.003837850803550012,134,165,0.0328673043904832,0.0395778364116095,1029,1039,0.2523914643119941,0.2492204365555289,355,382,0.0870738287956831,0.09162868793475654,1022,1057,0.251,0.254,4077,4169,0.314,0.319,0.4,0.432,0.714,0.751,151,65,1631,1800,508,525,0.12460142261466765,0.12592947949148478
LAD,LAA,LAD,LAA,621,529,0.1520940484937546,0.1317887394120578,195,165,0.04775900073475386,0.04110612855007474,15,13,0.0036737692872887582,0.0032386646736422523,179,172,0.04384031349497918,0.04285002491280518,1016,1164,0.2488366397256919,0.28998505231689087,444,364,0.10874357090374724,0.09068261086198307,1042,935,0.255,0.233,4083,4014,0.332,0.306,0.442,0.409,0.774,0.715,72,59,1804,1642,600,512,0.14695077149155034,0.127553562531141
HOU,BOS,BOS,HOU,521,613,0.12791554136999755,0.14739119980764606,189,249,0.046403142646697766,0.05987016109641741,11,20,0.0027007120058924624,0.004808848280836739,133,149,0.0326540633439725,0.03582591969223371,939,1078,0.23054259759391113,0.2591969223371003,348,394,0.085440707095507,0.09473431113248378,1053,1057,0.259,0.254,4073,4159,0.323,0.325,0.408,0.431,0.731,0.756,60,102,1663,1793,498,587,0.12226859808494966,0.1411396970425583
HOU,BOS,BOS,HOU,521,613,0.12791554136999755,0.14739119980764606,189,249,0.046403142646697766,0.05987016109641741,11,20,0.0027007120058924624,0.004808848280836739,133,149,0.0326540633439725,0.03582591969223371,939,1078,0.23054259759391113,0.2591969223371003,348,394,0.085440707095507,0.09473431113248378,1053,1057,0.259,0.254,4073,4159,0.323,0.325,0.408,0.431,0.731,0.756,60,102,1663,1793,498,587,0.12226859808494966,0.1411396970425583
NYM,ATL,NYM,ATL,526,504,0.13262733232476046,0.12484518206589051,187,176,0.04715078164397378,0.043596730245231606,16,14,0.004034291477559254,0.0034679217240525142,153,133,0.038577912254160365,0.032945256378498884,953,1034,0.24029248613212303,0.2561307901907357,411,429,0.10363086232980333,0.10626702997275204,954,977,0.241,0.242,3966,4037,0.319,0.319,0.411,0.391,0.73,0.71,93,58,1632,1580,511,487,0.12884518406454867,0.12063413425811247
TOR,CHC,CHC,TOR,588,600,0.14296134208606856,0.14803849000740193,220,196,0.05348893751519572,0.04835924006908463,9,22,0.002188183807439825,0.00542807796693807,139,167,0.033795283248237294,0.04120404638539354,800,918,0.19450522732798445,0.22649888971132495,400,399,0.09725261366399222,0.09844559585492228,1111,1024,0.27,0.253,4113,4053,0.34,0.322,0.429,0.435,0.769,0.757,56,125,1766,1765,564,584,0.13712618526622902,0.14409079694053786
TOR,CHC,CHC,TOR,588,600,0.14296134208606856,0.14803849000740193,220,196,0.05348893751519572,0.04835924006908463,9,22,0.002188183807439825,0.00542807796693807,139,167,0.033795283248237294,0.04120404638539354,800,918,0.19450522732798445,0.22649888971132495,400,399,0.09725261366399222,0.09844559585492228,1111,1024,0.27,0.253,4113,4053,0.34,0.322,0.429,0.435,0.769,0.757,56,125,1766,1765,564,584,0.13712618526622902,0.14409079694053786
