favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
HOU,LAA,LAA,HOU,569,574,0.1254132686797443,0.12930840279342193,202,184,0.04452281243112189,0.04145077720207254,11,14,0.00242450958783337,0.0031538634827663887,151,188,0.033281904342076264,0.04235188105429151,1062,1304,0.23407538020718535,0.29375985582338365,393,402,0.08662111527441041,0.09056093714800631,1149,1023,0.253,0.23,4537,4439,0.318,0.303,0.402,0.405,0.72,0.708,66,66,1826,1799,544,555,0.11990301961648667,0.12502815949538185
CIN,STL,STL,CIN,597,588,0.132519422863485,0.12960105796782015,212,223,0.047058823529411764,0.04915142164425832,19,5,0.004217536071032186,0.001102049812651532,130,127,0.02885682574916759,0.02799206524134891,1165,1066,0.2586015538290788,0.2349570200573066,435,407,0.09655937846836848,0.0897068547498347,1107,1123,0.246,0.248,4505,4537,0.316,0.316,0.388,0.383,0.704,0.699,92,77,1747,1737,562,560,0.12475027746947835,0.12342957901697156
LAD,ARI,LAD,ARI,694,667,0.1531332744924978,0.14579234972677596,213,232,0.0469991173874669,0.0507103825136612,17,33,0.0037511032656663726,0.007213114754098361,201,186,0.04435127978817299,0.04065573770491803,1131,1088,0.24955869373345102,0.23781420765027322,495,455,0.10922330097087378,0.0994535519125683,1147,1150,0.253,0.251,4532,4575,0.33,0.325,0.441,0.438,0.771,0.763,78,97,1997,2006,667,652,0.1471756398940865,0.14251366120218578
SEA,CLE,SEA,CLE,616,508,0.13520632133450394,0.11753817677001388,183,189,0.04016681299385426,0.043729754743174455,7,14,0.0015364354697102723,0.003239241092086997,191,133,0.04192273924495171,0.03077279037482647,1198,1093,0.26294995610184374,0.2528921795465062,450,407,0.09877085162423178,0.0941693660342434,1100,966,0.241,0.224,4556,4322,0.317,0.295,0.41,0.366,0.727,0.661,134,102,1870,1582,591,489,0.1297190517998244,0.11314206385932439
KAN,DET,DET,KAN,523,650,0.11650701715304077,0.14323490524460114,238,207,0.05301848964134551,0.045614808285588365,19,31,0.004232568500779683,0.0068312031732040545,128,173,0.028514145689463134,0.038122520934332306,913,1191,0.20338605480062374,0.2624504186866461,351,422,0.07819113388282468,0.09299250771264875,1110,1132,0.247,0.249,4489,4538,0.308,0.318,0.394,0.423,0.702,0.741,99,58,1770,1920,514,625,0.11450211628425039,0.1377258704275011
OAK,TEX,TEX,OAK,614,573,0.13287167279809564,0.12671384343210967,242,206,0.05236961696602467,0.04555506413091552,16,12,0.0034624540142826226,0.0026536930561698365,185,149,0.040034624540142824,0.0329500221141088,1167,1103,0.2525427396667388,0.2439186200796108,430,407,0.09305345163384549,0.09000442282176029,1171,1069,0.253,0.236,4621,4522,0.32,0.305,0.433,0.386,0.753,0.691,67,115,2000,1746,596,551,0.1289764120320277,0.12184873949579832
CHC,COL,CHC,COL,656,500,0.1439227731461167,0.11140819964349376,220,214,0.04826678367705134,0.04768270944741533,23,32,0.005046072838964458,0.0071301247771836,181,136,0.03971039929793769,0.030303030303030304,1041,1250,0.22838964458095656,0.2785204991087344,451,334,0.09894690653795524,0.07442067736185383,1133,1066,0.249,0.238,4558,4488,0.319,0.295,0.426,0.39,0.745,0.685,134,71,1942,1752,640,487,0.14041246160596754,0.10851158645276292
NYM,MIA,NYM,MIA,622,574,0.13834519572953738,0.12560175054704595,219,218,0.04870996441281139,0.04770240700218818,17,25,0.003781138790035587,0.005470459518599562,178,128,0.03959074733096085,0.02800875273522976,1075,1046,0.23910142348754448,0.2288840262582057,469,401,0.10431494661921709,0.08774617067833698,1117,1140,0.248,0.249,4496,4570,0.327,0.313,0.423,0.392,0.75,0.705,110,110,1904,1792,607,547,0.13500889679715303,0.11969365426695842
NYY,CWS,NYY,CWS,702,528,0.154557463672391,0.11891891891891893,215,200,0.047335975341259356,0.04504504504504504,19,9,0.004183179216204315,0.002027027027027027,228,134,0.05019815059445178,0.03018018018018018,1175,1106,0.2586966094231616,0.2490990990990991,519,421,0.1142668428005284,0.09481981981981982,1143,1035,0.252,0.233,4542,4440,0.332,0.302,0.458,0.373,0.79,0.675,106,77,2080,1655,676,509,0.14883311316600617,0.11463963963963963
TOR,MIL,MIL,TOR,664,688,0.14500982747324742,0.15012000872790748,242,218,0.05284996724175584,0.04756709578878464,9,15,0.0019654946494867876,0.0032729653065677504,162,144,0.03537890369076217,0.0314204669430504,900,1052,0.19654946494867875,0.22954396683395156,439,468,0.09587246123607775,0.10211651756491381,1229,1184,0.268,0.258,4579,4583,0.338,0.332,0.431,0.407,0.769,0.739,67,140,1975,1864,640,640,0.13976850840794933,0.13964651974689068
