favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
SF,TB,SF,TB,497,553,0.12295893122216725,0.1331888246628131,184,186,0.045522018802572985,0.044797687861271675,23,13,0.005690252350321623,0.0031310211946050095,114,137,0.028203859475507173,0.032996146435452796,1037,1050,0.2565561603166749,0.25289017341040465,413,359,0.10217714002968828,0.08646435452793834,940,1044,0.233,0.251,4042,4152,0.309,0.314,0.374,0.401,0.683,0.715,54,157,1512,1667,476,522,0.11776348342404751,0.12572254335260116
KAN,CWS,CWS,KAN,459,463,0.11219750672207285,0.11511685728493287,217,184,0.05304326570520655,0.04574838388861263,19,9,0.0046443412368614035,0.0022376926902038788,109,119,0.02664385235883647,0.02958727001491795,837,1022,0.20459545343436814,0.2541024365987071,310,387,0.07577609386458078,0.09622078567876678,1003,918,0.245,0.228,4091,4022,0.304,0.299,0.387,0.367,0.691,0.666,95,74,1585,1477,452,446,0.11048643363480812,0.11089010442565887
NYY,STL,NYY,STL,616,529,0.14929714008725156,0.12814922480620156,198,211,0.047988366456616575,0.05111434108527132,18,4,0.004362578768783325,0.0009689922480620155,192,115,0.0465341735336888,0.027858527131782947,1063,955,0.2576345128453708,0.2313468992248062,467,376,0.11318468250121183,0.09108527131782945,1026,1028,0.249,0.249,4126,4128,0.329,0.318,0.445,0.386,0.774,0.704,91,72,1836,1592,591,504,0.14323800290838584,0.12209302325581395
ARI,COL,ARI,COL,606,453,0.14577820543661293,0.11064973131411822,216,198,0.0519605484724561,0.04836345872007816,27,30,0.006495068559057012,0.0073277967757694185,173,126,0.04161655039692086,0.030776746458231558,972,1146,0.23382246812605245,0.2799218368343918,425,314,0.10223719028145298,0.07669760625305325,1040,974,0.25,0.238,4157,4094,0.325,0.296,0.44,0.393,0.765,0.689,83,65,1829,1610,593,442,0.14265095020447438,0.1079628724963361
DET,MIN,DET,MIN,595,504,0.14254911356013417,0.12355969600392253,191,190,0.045759463344513654,0.04658004412846286,25,14,0.005989458552946814,0.003432213777886737,158,141,0.03785337805462386,0.03456729590585928,1090,1007,0.26114039290848107,0.24687423388085314,375,361,0.0898418782942022,0.08850208384407943,1041,969,0.249,0.238,4174,4079,0.316,0.309,0.421,0.395,0.737,0.704,51,60,1756,1610,575,482,0.1377575467177767,0.11816621721010051
LAD,SD,LAD,SD,629,511,0.15185900531144375,0.12521440823327615,195,191,0.047078705939159825,0.04680225434942416,16,16,0.00386286817962337,0.0039206076941926,181,104,0.04369869628198938,0.0254839500122519,1038,845,0.25060357315306614,0.20705709384954668,454,401,0.10960888459681313,0.09826023033570204,1052,1026,0.254,0.251,4142,4081,0.331,0.322,0.44,0.383,0.771,0.705,74,81,1822,1561,608,479,0.14678899082568808,0.11737319284489096
OAK,LAA,LAA,OAK,554,538,0.13075289119660136,0.13195977434388032,218,169,0.05145149870191173,0.04145204807456463,16,13,0.003776256785461411,0.003188619082658818,169,174,0.03988671229643616,0.042678440029433405,1058,1187,0.24970497993863583,0.2911454500858474,386,372,0.09110219494925655,0.09124356144223694,1075,948,0.254,0.233,4237,4077,0.319,0.305,0.432,0.408,0.751,0.713,65,59,1832,1665,537,521,0.1267406183620486,0.12779004169732647
CHC,PIT,CHC,PIT,607,435,0.14633558341369335,0.10648714810281518,201,170,0.04845708775313404,0.0416156670746634,22,17,0.005303760848601736,0.00416156670746634,170,87,0.040983606557377046,0.021297429620563035,939,1062,0.226374156219865,0.2599755201958384,405,390,0.0976374156219865,0.09547123623011015,1042,948,0.251,0.232,4148,4085,0.32,0.303,0.433,0.346,0.753,0.649,129,93,1797,1413,591,421,0.14247830279652846,0.10305997552019584
CLE,ATL,ATL,CLE,483,521,0.121631830773105,0.12590623489608507,182,180,0.04583228405943087,0.04349927501208313,12,14,0.0030219088390833542,0.0033832769453842437,128,136,0.032233694283555776,0.03286611889801837,990,1060,0.24930747922437674,0.2561623972933784,381,442,0.0959456056408965,0.10681488641855968,903,1002,0.227,0.242,3971,4138,0.3,0.319,0.376,0.391,0.676,0.71,95,60,1493,1618,464,504,0.1168471417778897,0.12179797003383278
MIL,CIN,MIL,CIN,630,562,0.15347137637028013,0.1360774818401937,192,197,0.04677222898903776,0.0476997578692494,13,14,0.003166869671132765,0.003389830508474576,130,122,0.031668696711327646,0.02953995157384988,953,1062,0.23215590742996345,0.2571428571428571,413,401,0.10060901339829477,0.09709443099273608,1069,1021,0.26,0.247,4105,4130,0.333,0.319,0.409,0.39,0.742,0.709,133,87,1677,1612,587,529,0.14299634591961022,0.12808716707021792
