favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
SEA,SD,SD,SEA,597,548,0.13400673400673402,0.12565925246503096,179,212,0.040179573512906845,0.04861270350836964,7,16,0.0015712682379349046,0.0036688832836505388,186,111,0.041750841750841754,0.025452877780325612,1175,911,0.26374859708193044,0.20889704196285255,440,424,0.09876543209876543,0.09722540701673928,1075,1094,0.241,0.251,4455,4361,0.317,0.321,0.41,0.383,0.727,0.704,132,87,1826,1671,573,513,0.1286195286195286,0.11763357028204541
NYY,WAS,NYY,WAS,666,557,0.15122615803814715,0.12786960514233242,206,216,0.04677565849227974,0.049586776859504134,19,21,0.004314259763851045,0.0048209366391184574,215,124,0.048819255222524977,0.028466483011937556,1139,1032,0.2586285195277021,0.2369146005509642,500,371,0.11353315168029064,0.08516988062442608,1100,1061,0.25,0.244,4404,4356,0.33,0.308,0.452,0.388,0.782,0.696,102,108,1989,1691,641,535,0.14554950045413262,0.12281910009182737
BOS,BAL,BOS,BAL,653,567,0.14530485091232756,0.12989690721649486,266,208,0.059190031152647975,0.04765177548682703,21,16,0.004672897196261682,0.003665521191294387,155,158,0.03449043168669337,0.03619702176403208,1155,1124,0.2570093457943925,0.25750286368843067,436,365,0.09701824655095684,0.0836197021764032,1136,1054,0.253,0.241,4494,4365,0.325,0.307,0.425,0.405,0.75,0.712,112,91,1909,1768,623,536,0.13862928348909656,0.12279495990836196
PHI,NYM,PHI,NYM,617,593,0.13949807822744745,0.13610282304337848,217,211,0.04906172281257065,0.04842781730548543,17,17,0.003843545105132263,0.0039017672710580675,160,175,0.036174542165950715,0.0401652513197154,1041,1040,0.23536061496721683,0.23869635070002296,427,454,0.09654080940538096,0.1042001377094331,1138,1072,0.257,0.246,4423,4357,0.327,0.324,0.423,0.423,0.75,0.747,108,108,1869,1842,592,578,0.13384580601401763,0.1326600872159743
CLE,TB,TB,CLE,501,584,0.11832782239017478,0.13293876621898476,189,194,0.04463863958431743,0.044161165490553156,14,14,0.0033065658951346244,0.0031868882312770315,132,145,0.03117619272555503,0.033007056681083544,1060,1115,0.25035427491733586,0.2538128841338493,399,381,0.0942371280113368,0.08672888686546779,953,1103,0.225,0.251,4234,4393,0.297,0.315,0.37,0.401,0.667,0.716,101,171,1566,1760,482,553,0.11384034010392065,0.12588208513544275
TOR,MIN,MIN,TOR,640,537,0.1430167597765363,0.12344827586206897,235,202,0.05251396648044693,0.0464367816091954,9,16,0.002011173184357542,0.0036781609195402297,154,150,0.03441340782122905,0.034482758620689655,877,1080,0.19597765363128491,0.2482758620689655,429,392,0.0958659217877095,0.09011494252873563,1192,1032,0.266,0.237,4475,4350,0.336,0.31,0.426,0.394,0.762,0.704,63,66,1907,1716,616,512,0.1376536312849162,0.11770114942528735
KAN,CWS,KAN,CWS,506,512,0.11544604152407027,0.11895910780669144,231,195,0.05270362765229295,0.04530669144981413,19,9,0.004334930412959161,0.002091078066914498,126,129,0.028747433264887063,0.029972118959107806,896,1079,0.20442619210586357,0.2506970260223048,345,414,0.07871321013004791,0.09618959107806692,1083,1003,0.247,0.233,4383,4304,0.308,0.303,0.395,0.372,0.703,0.675,99,77,1730,1603,497,494,0.1133926534337212,0.11477695167286245
ATL,MIA,ATL,MIA,570,562,0.1289301063107894,0.1265765765765766,196,214,0.044333861117394256,0.0481981981981982,14,24,0.003166704365528161,0.005405405405405406,144,127,0.0325718163311468,0.028603603603603603,1123,1027,0.25401492874915177,0.2313063063063063,466,392,0.1054060167382945,0.08828828828828829,1080,1110,0.244,0.25,4421,4440,0.32,0.314,0.393,0.395,0.713,0.709,65,107,1736,1753,550,538,0.12440624293146348,0.12117117117117117
DET,OAK,DET,OAK,641,592,0.1444995491433724,0.13108945969884853,204,235,0.045987376014427414,0.05203720106288751,30,16,0.006762849413886384,0.00354295837023915,170,180,0.03832281334535618,0.03985828166519043,1157,1134,0.26082055906221824,0.25110717449069975,410,421,0.09242560865644725,0.09322409211691762,1111,1140,0.25,0.252,4436,4516,0.319,0.319,0.425,0.431,0.744,0.75,57,67,1885,1947,616,575,0.1388638412984671,0.12732506643046945
MIL,ARI,ARI,MIL,666,645,0.1499662238234632,0.14553249097472923,209,225,0.04706147264129701,0.05076714801444043,14,33,0.003152443143436163,0.0074458483754512635,138,182,0.03107408241387075,0.041064981949458484,1026,1048,0.23102904751182166,0.2364620938628159,457,446,0.10290475118216617,0.10063176895306859,1142,1110,0.257,0.25,4441,4432,0.332,0.325,0.404,0.439,0.736,0.764,139,96,1793,1947,618,630,0.13915784733168204,0.1421480144404332
