favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CIN,TOR,TOR,CIN,611,675,0.13245176674615217,0.1443541488451668,217,247,0.04704097116843703,0.05282292557741659,20,9,0.004335573379579449,0.001924721984602224,136,162,0.029481898981140255,0.034644995722840036,1188,921,0.2575330587470193,0.19696321642429426,449,445,0.09733362237155864,0.09516680923866552,1137,1253,0.246,0.268,4613,4676,0.317,0.337,0.391,0.429,0.708,0.766,92,67,1802,2004,576,651,0.12486451333188814,0.13922155688622753
SD,BAL,SD,BAL,582,595,0.1271853146853147,0.1291232638888889,224,225,0.04895104895104895,0.048828125,16,17,0.0034965034965034965,0.003689236111111111,119,164,0.026005244755244756,0.035590277777777776,962,1194,0.21022727272727273,0.2591145833333333,442,385,0.09659090909090909,0.08355034722222222,1154,1113,0.252,0.242,4576,4608,0.322,0.307,0.386,0.405,0.708,0.712,90,95,1767,1864,547,563,0.11953671328671328,0.12217881944444445
WAS,MIA,MIA,WAS,571,599,0.12546693034497913,0.127854855923159,223,230,0.04900021973192705,0.04909284951974386,21,26,0.004614370468029005,0.005549626467449306,126,131,0.027686222808174028,0.027961579509071504,1099,1076,0.24148538782685125,0.2296691568836713,393,411,0.08635464733025709,0.08772678762006403,1107,1178,0.243,0.251,4551,4685,0.309,0.315,0.385,0.396,0.694,0.711,112,112,1750,1853,548,569,0.12041309602285212,0.12145144076840982
SF,COL,SF,COL,580,516,0.12747252747252746,0.11241830065359477,205,222,0.045054945054945054,0.048366013071895426,25,35,0.005494505494505495,0.007625272331154684,140,138,0.03076923076923077,0.030065359477124184,1173,1271,0.2578021978021978,0.27690631808278865,463,342,0.10175824175824176,0.07450980392156863,1072,1098,0.236,0.239,4550,4590,0.311,0.296,0.384,0.393,0.695,0.689,62,71,1747,1804,551,502,0.1210989010989011,0.10936819172113289
HOU,LAA,LAA,HOU,572,581,0.12359550561797752,0.1281429201588002,206,187,0.044511668107173726,0.041243934715483016,11,14,0.0023768366464995676,0.0030877812086457872,151,190,0.032627484874675886,0.04190560211733568,1080,1338,0.23336214347450301,0.2951036612262902,404,420,0.08729472774416594,0.09263343625937362,1167,1037,0.252,0.229,4628,4534,0.318,0.303,0.399,0.402,0.717,0.705,66,69,1848,1822,547,561,0.11819360414866033,0.12373180414644905
NYM,DET,NYM,DET,650,661,0.1410590277777778,0.1423648503122981,226,211,0.04904513888888889,0.0454447555459832,18,32,0.00390625,0.0068920956278268365,188,174,0.04079861111111111,0.03747576997630842,1097,1215,0.2380642361111111,0.2616842558690502,483,429,0.10481770833333333,0.09239715701055352,1152,1159,0.25,0.25,4608,4643,0.328,0.318,0.429,0.421,0.757,0.739,118,58,1978,1956,634,635,0.13758680555555555,0.13676502261468879
STL,OAK,STL,OAK,603,625,0.129928894634777,0.13233114545839508,227,250,0.048911872441284206,0.05293245818335803,6,16,0.001292824822236587,0.0033876773237349143,132,187,0.028442146089204912,0.03959347872115181,1099,1192,0.2368024132730015,0.25238196061825113,415,436,0.0894203835380306,0.09231420707177641,1146,1193,0.247,0.253,4641,4723,0.316,0.318,0.384,0.431,0.7,0.749,77,67,1781,2036,574,607,0.12368024132730016,0.12852000846919331
SEA,TB,SEA,TB,627,611,0.13478073946689595,0.13294168842471715,186,204,0.03998280309544282,0.044386422976501305,7,15,0.0015047291487532244,0.0032637075718015664,195,154,0.041917454858125536,0.03350739773716275,1221,1166,0.26246775580395526,0.25369886858137514,459,392,0.09866723989681857,0.08529155787641428,1124,1148,0.242,0.25,4652,4596,0.318,0.312,0.41,0.401,0.728,0.713,135,172,1909,1844,602,579,0.1294067067927773,0.12597911227154046
BOS,CLE,CLE,BOS,678,519,0.14337069147811377,0.11760707002039429,274,192,0.05794036794248256,0.043507817811012914,21,14,0.00444068513427786,0.0031724450487196918,166,137,0.035102558680482135,0.03104464083389984,1218,1117,0.25755973778811586,0.25311579424427827,449,413,0.09494607739479806,0.09358712893723091,1192,982,0.252,0.223,4729,4413,0.323,0.294,0.424,0.366,0.747,0.66,116,105,2006,1613,647,500,0.13681539437513215,0.11330160888284614
MIN,CWS,CWS,MIN,573,536,0.1258787346221441,0.11787992082691885,207,206,0.04547451669595782,0.045304596437211346,16,9,0.0035149384885764497,0.0019793270288102046,162,136,0.035588752196836555,0.029909830657576426,1126,1135,0.24736379613356765,0.24961513085550913,415,427,0.09116871704745166,0.09390807125577304,1083,1060,0.238,0.233,4552,4547,0.311,0.302,0.397,0.372,0.708,0.674,78,78,1808,1692,546,517,0.11994727592267135,0.11370134154387508
MIL,PHI,PHI,MIL,703,650,0.1497656582871751,0.13939523911644863,224,225,0.04772049424797614,0.04825219815569376,15,20,0.0031955688112484024,0.004289084280506112,149,170,0.031742650191734126,0.03645721638430195,1080,1103,0.23008095440988496,0.23654299806991208,473,447,0.10076693651469962,0.0958610336693116,1217,1197,0.259,0.257,4694,4663,0.332,0.326,0.409,0.423,0.741,0.749,141,113,1918,1972,655,625,0.13953983809118023,0.134033883765816
