favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
DET,ARI,ARI,DET,525,526,0.14305177111716622,0.1441490819402576,172,189,0.046866485013623976,0.05179501233214579,21,26,0.005722070844686649,0.00712523979172376,136,148,0.037057220708446865,0.040559057275966016,959,855,0.2613079019073569,0.23431077007399287,341,376,0.09291553133514986,0.10304192929569746,916,908,0.25,0.249,3670,3649,0.319,0.324,0.419,0.437,0.738,0.761,47,71,1538,1593,505,514,0.13760217983651227,0.1408605097286928
MIN,BOS,BOS,MIN,450,532,0.1258741258741259,0.14205607476635515,168,222,0.04699300699300699,0.05927903871829106,12,20,0.0033566433566433566,0.0053404539385847796,124,133,0.03468531468531469,0.03551401869158879,880,984,0.24615384615384617,0.26275033377837115,318,350,0.08895104895104895,0.09345794392523364,865,943,0.242,0.252,3575,3745,0.313,0.322,0.4,0.428,0.713,0.75,55,93,1429,1604,431,510,0.12055944055944055,0.13618157543391188
PHI,CWS,PHI,CWS,501,407,0.13759956056028563,0.11474485480687906,173,171,0.04751441911562757,0.04820975472230053,14,9,0.0038450975006866246,0.002537355511700028,125,95,0.034331227684702,0.026783197067944742,854,911,0.2345509475418841,0.2568367634620806,369,345,0.10134578412524031,0.09726529461516775,927,803,0.255,0.226,3641,3547,0.328,0.298,0.413,0.36,0.741,0.658,91,66,1503,1277,478,391,0.13128261466630048,0.11023400056385678
KAN,ATL,ATL,KAN,392,443,0.10828729281767956,0.12308974715198666,192,159,0.05303867403314917,0.044178938594053904,18,13,0.004972375690607734,0.003612114476243401,92,117,0.02541436464088398,0.03250903028619061,737,918,0.20359116022099447,0.2550708530147263,262,383,0.07237569060773481,0.10641844956932481,887,874,0.245,0.243,3620,3599,0.301,0.319,0.384,0.392,0.685,0.711,81,49,1391,1410,386,430,0.10662983425414364,0.11947763267574327
HOU,WAS,WAS,HOU,464,462,0.1272627537026879,0.12851182197496522,164,175,0.044980800877674164,0.048678720445062586,10,16,0.0027427317608337905,0.004450625869262865,117,104,0.03208996160175535,0.028929068150208622,851,838,0.23340647284695556,0.23310152990264255,314,310,0.08612177729018101,0.08623087621696801,936,879,0.257,0.245,3646,3595,0.322,0.31,0.403,0.389,0.725,0.699,56,95,1471,1398,442,443,0.12122874382885354,0.12322670375521558
MIL,CHC,CHC,MIL,514,560,0.14309576837416482,0.15184381778741865,159,182,0.04426503340757238,0.04934924078091106,11,20,0.003062360801781737,0.005422993492407809,102,156,0.02839643652561247,0.04229934924078091,850,831,0.2366369710467706,0.22532537960954446,363,367,0.10105790645879732,0.09951193058568329,903,940,0.251,0.255,3592,3688,0.325,0.325,0.387,0.442,0.712,0.767,121,121,1390,1630,480,545,0.133630289532294,0.1477765726681128
SF,PIT,SF,PIT,442,367,0.12426201855496205,0.10262863534675615,166,149,0.04666854090525724,0.041666666666666664,19,16,0.005341579983131853,0.0044742729306487695,101,72,0.028394714647174586,0.020134228187919462,911,937,0.256114703401743,0.2620246085011186,377,332,0.10598819229687939,0.09284116331096197,826,826,0.232,0.231,3557,3576,0.311,0.3,0.375,0.342,0.686,0.642,48,85,1333,1223,422,355,0.1186393027832443,0.09927293064876958
SEA,OAK,SEA,OAK,488,477,0.13192754798594214,0.12696300239552835,148,186,0.04001081373344147,0.04950758583976577,5,15,0.0013517166801838335,0.003992547245142401,149,147,0.04028115706947824,0.03912696300239553,959,947,0.25925925925925924,0.2520628160766569,364,343,0.09840497431738307,0.09129624700558957,908,939,0.245,0.25,3699,3757,0.321,0.316,0.409,0.425,0.73,0.741,104,59,1513,1596,470,462,0.12706136793728035,0.12297045515038595
STL,MIA,STL,MIA,483,451,0.1315359477124183,0.12458563535911603,195,181,0.05310457516339869,0.05,4,18,0.0010893246187363835,0.004972375690607734,105,98,0.028594771241830064,0.02707182320441989,831,834,0.22630718954248366,0.2303867403314917,342,315,0.09313725490196079,0.08701657458563536,919,915,0.25,0.253,3672,3620,0.321,0.315,0.391,0.394,0.712,0.709,61,81,1437,1426,461,433,0.1255446623093682,0.11961325966850829
NYY,TB,NYY,TB,552,497,0.1518987341772152,0.1366135239142386,181,162,0.04980737479361585,0.04452996151731721,15,11,0.004127682993946065,0.0030236393622869707,170,117,0.04678040726472207,0.03216052776250687,939,900,0.25839295542102364,0.2473886750962067,405,331,0.11144744083654376,0.09098405717427158,917,927,0.252,0.255,3634,3638,0.331,0.32,0.451,0.402,0.782,0.722,71,140,1638,1462,529,467,0.14556962025316456,0.12836723474436504
