favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
BOS,KAN,KAN,BOS,560,411,0.14425553838227717,0.10957078112503332,234,199,0.06027820710973725,0.05305251932817915,20,18,0.005151983513652756,0.004798720341242335,140,97,0.03606388459556929,0.025859770727805917,1019,766,0.2624935600206079,0.20421221007731272,359,272,0.09247810407006697,0.07251399626766196,983,913,0.253,0.243,3882,3751,0.323,0.3,0.432,0.384,0.755,0.684,95,84,1677,1439,537,404,0.13833075734157652,0.10770461210343908
PHI,BAL,BAL,PHI,516,489,0.1368337311058075,0.1304,181,186,0.04799787854680456,0.0496,14,12,0.0037125430920180325,0.0032,129,137,0.03420843277645187,0.036533333333333334,893,963,0.2368072129408645,0.2568,375,308,0.09944311853619729,0.08213333333333334,956,913,0.254,0.243,3771,3750,0.325,0.308,0.412,0.409,0.737,0.717,94,79,1552,1534,493,463,0.13073455316892071,0.12346666666666667
MIL,ATL,MIL,ATL,555,461,0.14772424807026882,0.12309746328437918,171,164,0.04551503859462337,0.04379172229639519,11,14,0.002927867979771094,0.003738317757009346,111,119,0.029544849614053768,0.03177570093457944,882,958,0.23476177801437317,0.25580774365821096,377,394,0.10034602076124567,0.10520694259012016,967,909,0.257,0.243,3757,3745,0.33,0.318,0.397,0.389,0.727,0.707,124,51,1493,1458,518,447,0.13787596486558423,0.11935914552736983
SD,ARI,SD,ARI,461,542,0.12342704149933066,0.1433862433862434,170,194,0.04551539491298527,0.051322751322751325,15,26,0.004016064257028112,0.0068783068783068784,95,153,0.025435073627844713,0.04047619047619048,783,882,0.20963855421686747,0.23333333333333334,353,393,0.09451137884872825,0.10396825396825397,937,941,0.251,0.249,3735,3780,0.319,0.324,0.381,0.435,0.7,0.759,74,76,1422,1646,432,530,0.11566265060240964,0.1402116402116402
LAA,TB,LAA,TB,486,509,0.12963456921845826,0.1335958005249344,153,167,0.04081088290210723,0.04383202099737533,12,11,0.0032008535609495867,0.0028871391076115485,158,121,0.04214457188583622,0.031758530183727034,1083,948,0.2888770338757002,0.24881889763779527,336,336,0.08962389970658842,0.08818897637795275,871,964,0.232,0.253,3749,3810,0.304,0.317,0.406,0.398,0.71,0.715,56,145,1522,1516,469,479,0.12510002667377967,0.12572178477690288
LAD,STL,LAD,STL,576,495,0.15098296199213632,0.13022888713496447,182,198,0.047706422018348627,0.05209155485398579,15,4,0.003931847968545216,0.0010523546435148646,164,107,0.042988204456094366,0.028150486714022625,949,872,0.24875491480996068,0.22941331228624046,404,351,0.10589777195281783,0.09234411996842937,969,946,0.254,0.249,3815,3801,0.329,0.319,0.439,0.388,0.768,0.707,67,62,1673,1473,556,473,0.14574049803407602,0.12444093659563273
NYY,TEX,NYY,TEX,579,465,0.1521681997371879,0.12340764331210191,185,166,0.04862023653088042,0.0440552016985138,17,12,0.004467805519053876,0.0031847133757961785,179,119,0.04704336399474376,0.031581740976645435,987,941,0.25939553219448097,0.24973460721868365,421,332,0.11064388961892246,0.0881104033970276,958,872,0.252,0.231,3805,3768,0.33,0.299,0.45,0.377,0.78,0.676,81,101,1714,1419,556,444,0.14612352168199738,0.1178343949044586
TOR,COL,TOR,COL,531,418,0.13828125,0.11206434316353887,199,183,0.05182291666666667,0.04906166219839142,7,29,0.0018229166666666667,0.007774798927613941,120,117,0.03125,0.03136729222520107,748,1066,0.19479166666666667,0.2857908847184987,379,288,0.09869791666666666,0.0772117962466488,1012,884,0.264,0.237,3840,3730,0.334,0.296,0.413,0.396,0.747,0.692,55,58,1585,1476,507,407,0.13203125,0.10911528150134048
DET,MIN,MIN,DET,543,462,0.1426319936958235,0.12449474535165723,174,173,0.045705279747832936,0.04661816222042576,23,13,0.006041502495403204,0.0035030988951765024,144,126,0.037825059101654845,0.03395311236863379,993,925,0.26083530338849487,0.24925895984909727,345,329,0.09062253743104808,0.08865534896254379,949,893,0.249,0.241,3807,3711,0.317,0.312,0.421,0.396,0.738,0.708,49,56,1601,1470,523,441,0.13737851326503808,0.11883589329021826
MIA,HOU,HOU,MIA,475,478,0.1267342582710779,0.12642158159217137,186,166,0.049626467449306294,0.04390372917217667,19,10,0.005069370330843116,0.0026448029621793175,105,123,0.028014941302027748,0.03253107643480561,870,875,0.2321237993596585,0.2314202591906903,332,325,0.08858057630736393,0.08595609627082783,946,970,0.252,0.257,3748,3781,0.316,0.321,0.396,0.403,0.712,0.724,84,56,1485,1525,456,456,0.12166488794023479,0.12060301507537688
NYM,CLE,NYM,CLE,492,436,0.13193885760257443,0.11981313547677934,178,168,0.04773397693751676,0.046166529266281946,16,11,0.004290694556181282,0.003022808463863699,138,117,0.03700724054706356,0.03215169002473207,896,904,0.24027889514615178,0.24841989557570762,388,357,0.10404934298739608,0.09810387469084914,899,833,0.241,0.229,3729,3639,0.32,0.302,0.408,0.378,0.728,0.68,89,85,1523,1374,477,420,0.12791633145615447,0.11541632316570487
