favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
TEX,CLE,CLE,TEX,531,501,0.12206896551724138,0.12002874940105414,196,189,0.045057471264367814,0.04528030666027791,12,14,0.002758620689655172,0.0033540967896502154,137,132,0.031494252873563215,0.03162434115955918,1066,1040,0.2450574712643678,0.24916147580258743,387,397,0.08896551724137931,0.0951126018207954,1015,945,0.233,0.226,4350,4174,0.302,0.298,0.378,0.373,0.68,0.671,109,101,1646,1558,509,482,0.11701149425287356,0.11547676090081456
NYM,ATL,NYM,ATL,581,564,0.13555762949136724,0.1294171638366223,211,195,0.04923005132991134,0.04474529600734282,17,14,0.003966402239850677,0.0032124827902707664,168,144,0.03919738684087728,0.03304268012849931,1028,1106,0.23985067662155857,0.25378614043139053,443,458,0.10335977601493233,0.10509407985314365,1055,1067,0.246,0.245,4286,4358,0.323,0.32,0.421,0.395,0.744,0.715,102,64,1804,1722,566,544,0.13205786280914605,0.12482790270766407
PHI,WAS,WAS,PHI,608,551,0.13944954128440368,0.12846817439962696,212,212,0.04862385321100918,0.04942877127535556,17,21,0.0038990825688073397,0.00489624621123805,158,121,0.036238532110091745,0.028211704359990673,1027,1008,0.23555045871559632,0.23501981813942643,419,368,0.09610091743119266,0.08580088598740965,1123,1047,0.258,0.244,4360,4289,0.328,0.309,0.423,0.388,0.751,0.697,108,108,1843,1664,583,530,0.13371559633027522,0.1235719281883889
DET,KAN,KAN,DET,629,494,0.14390299702585221,0.1145374449339207,201,226,0.04598490048043926,0.052399721771388824,30,19,0.0068634179821551134,0.004405286343612335,165,123,0.03774879890185312,0.028518432645490376,1141,886,0.2610386639212995,0.20542545791792255,406,339,0.0928849233584992,0.07859958265708324,1093,1063,0.25,0.246,4371,4313,0.319,0.307,0.423,0.393,0.742,0.7,57,99,1849,1696,604,486,0.13818348204072295,0.11268258752608393
BAL,HOU,HOU,BAL,556,549,0.1293624941833411,0.1255431054196204,206,198,0.04792926942764077,0.04527784129887949,16,11,0.0037226617031177293,0.002515435627715527,154,141,0.035830618892508145,0.032243311227989936,1107,1021,0.2575616565844579,0.23347816144523212,359,376,0.08352722196370405,0.08598216327463984,1037,1108,0.241,0.253,4298,4373,0.307,0.318,0.404,0.4,0.711,0.718,87,62,1737,1751,525,525,0.12214983713355049,0.12005488223187744
MIL,SF,SF,MIL,662,519,0.1513142857142857,0.12157413914265636,204,193,0.04662857142857143,0.04520965097212462,14,24,0.0032,0.005621925509486999,137,126,0.03131428571428571,0.029515108924806747,1016,1108,0.23222857142857142,0.2595455610213165,451,435,0.10308571428571428,0.10189739985945186,1126,986,0.257,0.231,4375,4269,0.332,0.308,0.404,0.376,0.736,0.684,138,57,1769,1605,614,495,0.14034285714285713,0.11595221363316936
CIN,ARI,CIN,ARI,586,634,0.13502304147465438,0.14527956003666362,207,222,0.04769585253456221,0.05087076076993584,18,31,0.004147465437788019,0.007103574702108158,127,179,0.029262672811059907,0.041017415215398714,1110,1022,0.2557603686635945,0.23418881759853347,418,442,0.09631336405529954,0.10128322639780019,1073,1094,0.247,0.251,4340,4364,0.318,0.325,0.391,0.439,0.709,0.764,87,92,1697,1915,552,619,0.1271889400921659,0.1418423464711274
CHC,LAA,CHC,LAA,632,560,0.14399635452267032,0.13099415204678364,210,177,0.04784688995215311,0.041403508771929824,23,14,0.005240373661426293,0.0032748538011695906,175,181,0.03987240829346093,0.042339181286549704,1003,1254,0.22852586010480747,0.29333333333333333,436,392,0.09933925723399407,0.09169590643274854,1090,991,0.248,0.232,4389,4275,0.319,0.305,0.426,0.407,0.745,0.712,133,61,1871,1739,616,542,0.14035087719298245,0.12678362573099416
SEA,OAK,OAK,SEA,585,586,0.13328776486671223,0.13171499213306362,177,232,0.04032809295967191,0.05214654978646887,7,16,0.001594896331738437,0.0035963137783771634,183,179,0.041695146958304855,0.040233760395594516,1163,1112,0.26498063340168604,0.24994380759721285,430,412,0.09797220323536113,0.09260507979321196,1063,1127,0.242,0.253,4389,4449,0.318,0.319,0.411,0.433,0.729,0.752,130,66,1803,1928,561,569,0.12781954887218044,0.12789390874353787
PIT,COL,COL,PIT,458,490,0.10698434945106283,0.11321626617375231,188,210,0.043914973137117494,0.04852125693160813,17,32,0.003971034804952114,0.0073937153419593345,91,132,0.021256715720626023,0.030499075785582256,1116,1195,0.2606867554309741,0.2761090573012939,411,325,0.09600560616678346,0.0750924214417745,998,1038,0.233,0.24,4281,4328,0.305,0.297,0.349,0.395,0.654,0.692,98,66,1493,1708,442,477,0.10324690492875496,0.11021256931608132
