favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
CLE,KAN,KAN,CLE,562,553,0.11975282335393139,0.11537659086167328,208,253,0.0443213296398892,0.05278531191320676,15,20,0.0031962497336458554,0.004172751929897768,146,138,0.031110164074152995,0.028791988316294596,1189,972,0.25335606222032814,0.2027957437930315,438,384,0.09333049222245898,0.08011683705403713,1058,1171,0.225,0.244,4693,4793,0.297,0.306,0.369,0.392,0.666,0.698,112,99,1734,1878,542,543,0.11549115704240358,0.11329021489672439
NYY,DET,NYY,DET,749,695,0.15472009915306756,0.14359504132231404,227,224,0.04689113819458789,0.04628099173553719,19,33,0.003924808923776079,0.006818181818181818,243,180,0.050196240446188804,0.0371900826446281,1267,1271,0.26172278454864695,0.262603305785124,562,451,0.11609171658748192,0.09318181818181819,1205,1208,0.249,0.25,4841,4840,0.33,0.319,0.454,0.421,0.784,0.74,116,58,2199,2038,722,664,0.14914273910349102,0.1371900826446281
LAD,COL,LAD,COL,722,543,0.14862083161794978,0.11253886010362694,226,233,0.04652120214079868,0.048290155440414505,19,35,0.003911074516261836,0.007253886010362694,209,143,0.0430218196788802,0.029637305699481864,1213,1339,0.24969123095924248,0.2775129533678756,529,359,0.10889254837381639,0.07440414507772021,1220,1161,0.251,0.241,4858,4825,0.328,0.297,0.435,0.392,0.763,0.689,81,76,2111,1893,693,529,0.14265129682997119,0.10963730569948187
SEA,STL,STL,SEA,671,624,0.13733115022513304,0.12858025963321656,196,231,0.04011461318051576,0.047599423037296515,8,7,0.001637331150225133,0.001442406758705955,210,137,0.04297994269340974,0.028229960848959408,1277,1162,0.26135898485468684,0.23943952194518855,482,430,0.09864920180106426,0.08860498660622296,1188,1189,0.243,0.245,4886,4853,0.319,0.314,0.415,0.38,0.734,0.694,141,77,2030,1845,645,594,0.13200982398690136,0.12239851638161962
SF,ARI,SF,ARI,629,716,0.13104166666666667,0.14618211514904042,214,243,0.044583333333333336,0.04961208656594528,26,35,0.005416666666666667,0.0071457737852184565,157,198,0.03270833333333333,0.04042466312780727,1224,1174,0.255,0.23968966925275623,484,483,0.10083333333333333,0.0986116782360147,1150,1223,0.24,0.25,4800,4898,0.314,0.322,0.393,0.435,0.707,0.757,64,107,1887,2130,600,697,0.125,0.14230298080849327
ATL,CHC,CHC,ATL,630,704,0.12872905598692277,0.14402618657937807,216,237,0.044135676338373515,0.0484860883797054,16,25,0.0032693093583980384,0.005114566284779051,162,195,0.03310175725378014,0.0398936170212766,1241,1115,0.25357580711074784,0.22810965630114566,506,491,0.10339190845933796,0.10045008183306056,1191,1212,0.243,0.248,4894,4888,0.318,0.319,0.393,0.426,0.711,0.745,73,144,1925,2084,609,688,0.12443808745402533,0.1407528641571195
BAL,PIT,PIT,BAL,620,522,0.1289249324183822,0.10957178841309824,232,218,0.048242877937201084,0.04575986565910999,17,18,0.003535038469536286,0.003778337531486146,172,102,0.035766271574131835,0.021410579345088162,1265,1257,0.26304845082137657,0.26385390428211586,410,470,0.08525681014763985,0.09865659109991604,1157,1111,0.241,0.233,4809,4764,0.307,0.306,0.403,0.351,0.71,0.657,100,105,1939,1671,587,502,0.12206279891869412,0.10537363560033586
OAK,BOS,BOS,OAK,668,716,0.1342443729903537,0.14383286460425873,266,291,0.05345659163987138,0.05845721173161912,16,22,0.003215434083601286,0.0044194455604660505,199,171,0.039991961414791,0.03435114503816794,1246,1276,0.2504019292604502,0.25632784250703095,459,464,0.09224276527331189,0.09321012454801125,1263,1266,0.254,0.254,4976,4978,0.32,0.324,0.434,0.425,0.754,0.749,71,122,2158,2114,648,682,0.1302250803858521,0.13700281237444756
MIN,LAA,MIN,LAA,612,611,0.1265770423991727,0.12758404677385676,220,198,0.045501551189245086,0.04134474838170808,19,16,0.003929679420889349,0.003340989768218835,170,198,0.03516028955532575,0.04134474838170808,1197,1422,0.24756980351602895,0.29693046565044895,445,448,0.09203722854188211,0.09354771351012738,1157,1089,0.239,0.227,4835,4789,0.312,0.303,0.398,0.399,0.71,0.702,90,75,1925,1913,580,590,0.11995863495346432,0.12319899770306954
TOR,HOU,HOU,TOR,715,609,0.14630652752199713,0.12471841081302477,263,222,0.05381624718641293,0.045463854187999184,9,12,0.001841620626151013,0.0024575056317837395,174,159,0.03560466543891958,0.032561949621134546,966,1147,0.1976672805402087,0.2348965799713291,468,426,0.09576427255985268,0.08724144992832275,1315,1234,0.269,0.253,4887,4883,0.338,0.318,0.433,0.401,0.771,0.719,72,72,2118,1957,690,581,0.14119091467157766,0.11898423100552939
MIA,WAS,WAS,MIA,623,616,0.12670327435428105,0.12876254180602006,241,236,0.04901362619483425,0.04933110367892977,26,25,0.0052877770998576365,0.005225752508361204,137,138,0.0278625177954037,0.028846153846153848,1129,1157,0.22961155175920275,0.2418478260869565,435,406,0.08846857840146431,0.08486622073578595,1228,1170,0.25,0.245,4917,4784,0.314,0.309,0.393,0.391,0.707,0.7,116,119,1932,1870,592,593,0.12039861704291234,0.12395484949832776
PHI,NYM,NYM,PHI,683,684,0.1393024678768101,0.1412056151940545,237,239,0.04833775239649194,0.04933938893476466,23,19,0.0046910055068325514,0.003922378199834847,178,197,0.036304303487660616,0.040668868703550784,1163,1156,0.2372017132367938,0.23864574731626756,473,511,0.09647154803181726,0.10549132947976879,1265,1212,0.258,0.25,4903,4844,0.328,0.329,0.425,0.429,0.753,0.758,115,129,2082,2080,658,667,0.1342035488476443,0.13769611890999175
TB,CWS,TB,CWS,644,582,0.13344384583506008,0.12130054189245519,217,222,0.0449647741400746,0.046269278866194245,15,9,0.0031081641110650643,0.0018757815756565235,160,148,0.03315375051802735,0.030846185910796166,1217,1194,0.25217571487774554,0.24885368903709879,408,453,0.08454206382096975,0.09441433930804502,1217,1131,0.252,0.236,4826,4798,0.314,0.305,0.403,0.378,0.717,0.683,178,80,1944,1815,612,562,0.12681309573145463,0.11713213839099625
SD,CIN,SD,CIN,614,650,0.12735946898983613,0.13393777045126726,236,233,0.04895249948143539,0.048011539254069646,17,21,0.0035262393694254304,0.004327220276117865,127,143,0.026343082348060567,0.029466309499278795,1022,1256,0.21198921385604647,0.25880898413352565,463,470,0.09603816635552789,0.09684731094168555,1217,1199,0.252,0.247,4821,4853,0.322,0.317,0.387,0.392,0.709,0.709,94,94,1868,1903,577,614,0.11968471271520431,0.12651967854935092
MIL,TEX,MIL,TEX,736,619,0.14929006085192698,0.12710472279260782,236,223,0.04787018255578093,0.04579055441478439,16,14,0.0032454361054766734,0.002874743326488706,154,160,0.03123732251521298,0.03285420944558522,1132,1180,0.22961460446247464,0.24229979466119098,501,441,0.10162271805273834,0.09055441478439424,1278,1152,0.259,0.237,4930,4870,0.333,0.305,0.407,0.387,0.74,0.692,149,122,2008,1883,682,596,0.13833671399594322,0.12238193018480492
