favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
SF,COL,SF,COL,701,597,0.13115060804490178,0.11100780959464485,238,251,0.04452759588400374,0.046671625139457044,28,37,0.005238540692235735,0.006879880996653031,171,160,0.031992516370439664,0.029750836742283376,1374,1518,0.25706267539756783,0.28226106359241354,553,393,0.10346117867165576,0.07307549274823355,1254,1277,0.235,0.237,5345,5378,0.311,0.293,0.386,0.387,0.697,0.68,68,86,2061,2082,668,581,0.12497661365762394,0.10803272592041652
PHI,MIN,MIN,PHI,776,677,0.14142518680517588,0.12539359140581588,268,247,0.04884271915436486,0.04574921281718837,24,20,0.004373974849644614,0.003704389701796629,211,191,0.0384545288864589,0.035376921652157806,1326,1356,0.24166211044286495,0.25115762178181145,527,491,0.096045197740113,0.09094276717910724,1423,1290,0.259,0.239,5487,5399,0.329,0.311,0.432,0.398,0.761,0.709,124,113,2372,2150,751,642,0.13686896300346274,0.1189109094276718
SEA,LAD,LAD,SEA,765,819,0.13985374771480805,0.15038560411311053,233,255,0.04259597806215722,0.046823356591994124,9,21,0.0016453382084095063,0.0038560411311053984,238,241,0.043510054844606946,0.04425266250459053,1432,1343,0.26179159049360146,0.24660301138450239,542,578,0.09908592321755028,0.10613294160852002,1340,1376,0.245,0.253,5470,5446,0.321,0.328,0.421,0.44,0.742,0.768,161,88,2305,2396,733,785,0.1340036563071298,0.14414248990084466
KAN,OAK,KAN,OAK,642,731,0.11913156429764335,0.1325956829312534,288,294,0.05344219706810169,0.05332849628151642,22,16,0.0040823900538133236,0.002902231090150553,156,218,0.028947856745221746,0.03954289860330129,1088,1392,0.20189274447949526,0.25249410484309814,431,499,0.07997773241788829,0.09051333212407038,1327,1396,0.246,0.253,5389,5513,0.308,0.318,0.395,0.431,0.703,0.749,110,80,2127,2376,630,707,0.11690480608647244,0.12824233629602758
NYY,BAL,NYY,BAL,846,675,0.15545755237045203,0.12534818941504178,255,251,0.046857772877618525,0.046610956360259984,20,19,0.003675119441381845,0.003528319405756732,272,189,0.04998162440279309,0.0350974930362117,1451,1451,0.26662991547225284,0.26945218198700094,636,480,0.11686879823594266,0.08913649025069638,1365,1268,0.251,0.235,5442,5385,0.332,0.305,0.455,0.394,0.787,0.699,133,121,2476,2124,817,641,0.15012862918044836,0.1190343546889508
DET,BOS,DET,BOS,755,782,0.13922183293380047,0.1413849213523775,244,320,0.04499354600774479,0.057855722292532996,36,24,0.00663839203392956,0.004339179171939975,197,184,0.03632675640789231,0.03326704031820647,1444,1411,0.26627328047206344,0.25510757548363766,507,512,0.09349068781117463,0.0925691556680528,1337,1407,0.247,0.254,5423,5531,0.316,0.323,0.414,0.421,0.73,0.744,60,138,2244,2327,721,744,0.13295224045731144,0.1345145543301392
NYM,MIA,NYM,MIA,766,705,0.14114612124562373,0.1279491833030853,261,269,0.04809286898839138,0.04882032667876588,19,28,0.0035010134512622076,0.005081669691470054,224,154,0.04127510595172287,0.0279491833030853,1314,1241,0.24212271973466004,0.22522686025408348,556,479,0.10245070941588355,0.08693284936479129,1354,1379,0.249,0.25,5427,5510,0.326,0.314,0.428,0.393,0.754,0.707,145,135,2325,2166,746,673,0.13746084392850563,0.1221415607985481
ATL,PIT,PIT,ATL,720,582,0.13138686131386862,0.10890718562874252,241,244,0.04397810218978102,0.04565868263473054,19,21,0.003467153284671533,0.003929640718562874,189,117,0.03448905109489051,0.0218937125748503,1364,1411,0.2489051094890511,0.26403443113772457,571,527,0.1041970802919708,0.09861526946107785,1343,1238,0.245,0.232,5480,5344,0.32,0.305,0.399,0.351,0.719,0.656,82,115,2189,1875,698,560,0.12737226277372263,0.10479041916167664
TOR,TB,TB,TOR,785,710,0.14351005484460694,0.13063477460901565,290,242,0.05301645338208409,0.04452621895124195,12,16,0.0021937842778793418,0.0029438822447102114,187,182,0.034186471663619745,0.033486660533578655,1087,1383,0.19872029250457038,0.2544618215271389,516,464,0.0943327239488117,0.08537258509659613,1446,1365,0.264,0.251,5470,5435,0.333,0.313,0.424,0.402,0.757,0.715,76,191,2321,2185,758,676,0.13857404021937844,0.12437902483900644
CLE,TEX,TEX,CLE,634,676,0.12021236253318164,0.12509252405625462,240,242,0.04550625711035267,0.044781643227239085,18,15,0.0034129692832764505,0.0027757216876387863,166,174,0.03147516116799393,0.032198371576609916,1335,1319,0.25312855517633676,0.24407846039970393,490,484,0.09290860826697005,0.08956328645447817,1188,1268,0.225,0.235,5274,5404,0.296,0.303,0.372,0.382,0.668,0.685,124,133,1962,2062,612,650,0.11604095563139932,0.12028127313101407
SD,ARI,SD,ARI,690,787,0.12803859714232696,0.1445893808561455,250,274,0.046390796066060495,0.05033988609222855,18,38,0.0033401373167563555,0.006981444056586441,151,213,0.028020040823900538,0.03913283115928716,1152,1306,0.21376878827240675,0.23994120889215506,506,541,0.09389497123770645,0.09939371670034908,1358,1366,0.252,0.251,5389,5443,0.32,0.324,0.389,0.433,0.709,0.757,106,121,2097,2355,651,766,0.12080163295602153,0.14073121440382141
MIL,CIN,CIN,MIL,802,714,0.14637707610877898,0.13180727339856008,261,249,0.047636430005475454,0.045966402067565075,18,23,0.003285271034860376,0.0042458925604578176,165,165,0.030114984486220114,0.03045966402067565,1254,1405,0.22887388209527287,0.25936865423666233,558,525,0.10184340208067165,0.09691711279305888,1416,1328,0.258,0.245,5479,5417,0.332,0.315,0.403,0.391,0.735,0.706,162,105,2208,2118,746,675,0.13615623288921336,0.12460771644821857
WAS,CWS,CWS,WAS,687,639,0.12736373748609567,0.1196629213483146,259,240,0.048016314423433445,0.0449438202247191,28,10,0.005190952910641453,0.0018726591760299626,161,162,0.029847979236188357,0.030337078651685393,1338,1356,0.24805339265850945,0.2539325842696629,443,495,0.082128290693363,0.09269662921348315,1313,1240,0.243,0.232,5394,5340,0.306,0.301,0.391,0.372,0.697,0.673,132,85,2111,1986,657,618,0.1218020022246941,0.11573033707865168
HOU,LAA,HOU,LAA,680,671,0.12470199889968825,0.12565543071161048,246,212,0.045112781954887216,0.039700374531835204,12,17,0.0022006235099944985,0.003183520599250936,178,225,0.03264258206491839,0.042134831460674156,1292,1618,0.23693379790940766,0.3029962546816479,467,482,0.08564093159728589,0.0902621722846442,1361,1203,0.25,0.225,5453,5340,0.315,0.298,0.397,0.398,0.712,0.696,82,88,2165,2124,649,647,0.11901705483220246,0.12116104868913857
