favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
LAD,PIT,LAD,PIT,707,509,0.15161912931589105,0.11048404601693075,219,209,0.04696547287154192,0.04536574777512481,17,18,0.003645721638430195,0.003907097894508357,204,100,0.04374865966116234,0.021706099413935316,1164,1208,0.2496247051254557,0.26220968092033864,508,458,0.10894274072485524,0.09941393531582375,1178,1079,0.253,0.234,4663,4607,0.329,0.308,0.438,0.353,0.767,0.661,78,104,2043,1624,679,489,0.1456144113231825,0.10614282613414369
STL,OAK,STL,OAK,608,637,0.12933418421612422,0.1328744263662912,229,259,0.04871303977877047,0.054025865665415104,6,16,0.0012763241863433313,0.003337505214851898,134,190,0.028504573495001063,0.03963287442636629,1116,1201,0.23739629865985962,0.2505214851898206,418,441,0.08891725164858541,0.09198998748435544,1159,1213,0.247,0.253,4701,4794,0.315,0.319,0.383,0.433,0.698,0.752,77,67,1802,2074,579,619,0.12316528398213146,0.12911973299958282
SEA,TB,SEA,TB,634,627,0.1344359626802375,0.13452048916541515,188,210,0.03986429177268872,0.04505470928985196,7,15,0.0014843087362171332,0.0032181935207037118,199,157,0.04219677692960136,0.033683758850032185,1236,1182,0.26208651399491095,0.25359364943145246,466,398,0.09881255301102629,0.08538940141600515,1140,1168,0.242,0.251,4716,4661,0.318,0.313,0.411,0.403,0.729,0.716,136,175,1939,1879,609,595,0.1291348600508906,0.12765500965458057
SD,BAL,SD,BAL,587,605,0.12648136177547942,0.1292458876308481,226,229,0.04869640163757811,0.0489211706900235,16,17,0.003447532859297565,0.003631702627643666,120,166,0.025856496444731737,0.035462508011108736,977,1218,0.21051497522085758,0.26020081179235205,448,392,0.09653092006033183,0.0837427900021363,1167,1134,0.251,0.242,4641,4681,0.322,0.308,0.385,0.405,0.707,0.713,91,96,1785,1895,552,573,0.11893988364576599,0.12240974150822474
ARI,TEX,TEX,ARI,690,606,0.14553891584053996,0.12877178070548237,239,215,0.05041130563172327,0.04568635784105397,34,14,0.007171482809533854,0.0029749256268593286,194,157,0.04091963720734022,0.03336166595835104,1134,1140,0.23919004429445265,0.24224394390140247,465,423,0.09808057371862476,0.08988525286867828,1186,1122,0.25,0.238,4741,4706,0.323,0.307,0.438,0.39,0.761,0.697,102,117,2075,1836,674,584,0.14216410040075933,0.12409689757756057
TOR,CIN,TOR,CIN,691,625,0.14559629161399074,0.13323385205713068,251,225,0.052886641382216604,0.047964186740567044,9,21,0.0018963337547408343,0.004476657429119591,168,138,0.035398230088495575,0.029418034534214453,938,1205,0.1976401179941003,0.25687486676614796,452,453,0.09523809523809523,0.09656789597100832,1273,1163,0.268,0.248,4746,4691,0.337,0.318,0.431,0.393,0.768,0.711,69,92,2046,1844,666,589,0.14032869785082175,0.12555958217863994
MIA,WAS,MIA,WAS,601,578,0.1266329540665824,0.12529807066984608,231,227,0.048672566371681415,0.04920875785822675,26,22,0.005478297513695744,0.004769130717537394,131,127,0.02760219131900548,0.027530890960329502,1097,1115,0.23114201432785503,0.2417082159115543,418,395,0.08807416772018542,0.08562757424669412,1184,1120,0.249,0.243,4746,4613,0.314,0.308,0.392,0.384,0.706,0.692,112,116,1860,1772,571,555,0.1203118415507796,0.12031216128332972
NYM,DET,NYM,DET,672,674,0.14352840666381889,0.14291772688719254,229,215,0.04891072191371209,0.045589482612383374,19,33,0.004058094831268688,0.006997455470737914,193,176,0.041221700128150365,0.037319762510602206,1110,1233,0.23707817172148654,0.26145038167938933,492,436,0.10508329773601026,0.09245122985581,1177,1181,0.251,0.25,4682,4716,0.33,0.319,0.432,0.422,0.762,0.741,124,58,2023,1990,656,647,0.14011106364801368,0.13719253604749787
CHC,ATL,CHC,ATL,687,613,0.14515106697654764,0.1295161631100782,232,210,0.04901753644622861,0.04436932178322417,25,15,0.005282062117050497,0.003169237270230298,189,156,0.03993238960490175,0.0329600676103951,1075,1201,0.22712867103317136,0.25375026410310586,469,498,0.09909148531586731,0.10521867737164589,1182,1156,0.25,0.244,4733,4733,0.32,0.32,0.429,0.394,0.749,0.714,138,69,2031,1864,671,592,0.14177054722163532,0.12507923093175577
MIN,CWS,CWS,MIN,581,554,0.12581203984408834,0.11973200778041927,211,211,0.04569077522737116,0.04560190188026799,17,9,0.0036812472932005198,0.0019451048195374973,163,142,0.03529666522304028,0.03068943159714718,1142,1155,0.2472932005197055,0.24962178517397882,423,436,0.09159809441316587,0.09422952236870542,1098,1085,0.238,0.234,4618,4627,0.311,0.304,0.397,0.376,0.708,0.68,80,78,1832,1740,553,535,0.11974880900822867,0.1156256753836179
