favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
BOS,MIA,MIA,BOS,623,531,0.14651928504233303,0.1263984765532016,254,207,0.05973659454374412,0.049273982385146395,20,22,0.004703668861712135,0.005236848369435849,150,119,0.03527751646284102,0.028326588907403,1101,961,0.25893697083725303,0.22875505831944776,403,373,0.09477892756349952,0.08878838371816235,1077,1058,0.253,0.252,4252,4201,0.325,0.315,0.428,0.397,0.753,0.712,106,100,1821,1666,597,509,0.14040451552210725,0.12116162818376577
SF,TB,SF,TB,498,555,0.12217860647693818,0.13261648745519714,185,186,0.04538763493621197,0.044444444444444446,23,13,0.005642787046123651,0.003106332138590203,114,137,0.027968596663395486,0.032735961768219836,1051,1059,0.2578508341511286,0.2530465949820789,414,361,0.10157016683022571,0.08626045400238949,947,1050,0.232,0.251,4076,4185,0.309,0.314,0.373,0.4,0.682,0.714,56,158,1520,1673,477,524,0.11702649656526005,0.12520908004778972
CIN,MIL,MIL,CIN,567,636,0.13600383785080356,0.15340086830680175,198,194,0.047493403693931395,0.046792088760250844,14,13,0.0033581194531062605,0.003135552339604438,125,131,0.029983209402734468,0.031596719729860105,1075,960,0.25785560086351644,0.23154848046309695,404,420,0.09690573278963781,0.10130246020260492,1030,1077,0.247,0.26,4169,4146,0.318,0.333,0.391,0.408,0.709,0.741,87,135,1631,1690,534,591,0.12808827056848165,0.14254703328509408
LAD,SD,LAD,SD,635,511,0.15227817745803357,0.12430065677450743,195,193,0.046762589928057555,0.04694721478958891,16,16,0.0038369304556354917,0.0038919970810021892,182,104,0.04364508393285372,0.02529798102651423,1042,851,0.24988009592326138,0.20700559474580393,460,404,0.11031175059952038,0.09827292629530528,1057,1033,0.253,0.251,4170,4111,0.331,0.322,0.439,0.382,0.77,0.704,74,81,1830,1570,612,479,0.14676258992805755,0.11651666261250304
NYY,STL,NYY,STL,628,537,0.15074411905904944,0.12890062409985598,200,212,0.04800768122899664,0.050888142102736435,18,5,0.0043206913106096975,0.001200192030724916,195,118,0.046807489198271726,0.028324531925108018,1076,967,0.2582813250120019,0.23211713874219875,473,377,0.11353816610657705,0.09049447911665867,1041,1040,0.25,0.25,4166,4166,0.33,0.318,0.447,0.388,0.777,0.706,95,72,1862,1616,603,512,0.14474315890542486,0.12289966394623139
LAA,OAK,LAA,OAK,540,561,0.13138686131386862,0.13144329896907217,169,218,0.04111922141119222,0.05107778819119025,13,16,0.0031630170316301704,0.0037488284910965324,174,171,0.042335766423357665,0.04006560449859419,1198,1064,0.29148418491484185,0.2492970946579194,377,394,0.09172749391727494,0.0923149015932521,955,1083,0.232,0.254,4110,4268,0.306,0.32,0.407,0.433,0.713,0.753,60,65,1672,1846,522,544,0.12700729927007298,0.1274601686972821
KAN,CWS,CWS,KAN,465,465,0.11278195488721804,0.11467324290998766,219,186,0.053116662624302695,0.04586929716399507,19,9,0.004608294930875576,0.0022194821208384712,111,119,0.02692214406985205,0.02934648581997534,847,1029,0.20543293718166383,0.25376078914919853,313,390,0.07591559544021344,0.09617755856966707,1013,926,0.246,0.228,4123,4055,0.305,0.299,0.389,0.367,0.694,0.666,96,74,1603,1487,457,448,0.11084162017948096,0.11048088779284833
HOU,BAL,BAL,HOU,530,525,0.12709832134292565,0.1277994157740993,189,199,0.045323741007194246,0.04844206426484907,11,15,0.0026378896882494006,0.0036514118792599806,136,149,0.03261390887290168,0.036270691333982474,965,1063,0.2314148681055156,0.25876338851022396,361,334,0.08657074340527578,0.0813047711781889,1066,983,0.256,0.239,4170,4108,0.321,0.303,0.404,0.404,0.725,0.707,61,84,1685,1659,507,495,0.12158273381294964,0.12049659201557936
CLE,ATL,ATL,CLE,484,531,0.12090931801149138,0.1271247306679435,182,185,0.045465900574569076,0.04429016040220254,12,14,0.0029977516862353237,0.0033516878142207324,129,137,0.03222583062702973,0.03279865932487431,998,1066,0.24931301523857108,0.25520708642566436,383,444,0.09567824131901075,0.1062963849652861,909,1015,0.227,0.243,4003,4177,0.299,0.319,0.375,0.392,0.674,0.711,96,60,1502,1639,465,513,0.11616287784161879,0.12281541776394542
SEA,NYM,SEA,NYM,566,547,0.1340279422211698,0.1333495855680156,166,195,0.03930854842529008,0.047537786445636276,7,16,0.0016575893914278948,0.0039005363237445147,175,159,0.041439734785697374,0.038761579717211114,1101,992,0.2607151314231589,0.24183325207215992,421,422,0.0996921619701634,0.10287664553876158,1027,994,0.243,0.242,4223,4102,0.32,0.32,0.41,0.414,0.73,0.734,130,98,1732,1698,543,532,0.1285815770779067,0.1296928327645051
TOR,TEX,TEX,TOR,611,502,0.14420580599480765,0.12119748913568325,225,186,0.0531036110455511,0.04490584258812168,9,12,0.002124144441822044,0.0028971511347175277,145,128,0.03422232711824404,0.03090294543698696,828,1030,0.19542128864762803,0.24867213906325447,410,373,0.09676658012744867,0.09005311443746983,1142,956,0.27,0.231,4237,4142,0.339,0.3,0.43,0.374,0.769,0.674,57,108,1820,1550,587,480,0.13854142081661552,0.1158860453887011
DET,MIN,DET,MIN,603,509,0.14316239316239315,0.1237539508874301,195,191,0.046296296296296294,0.046438123024556285,25,15,0.005935422602089269,0.0036469730123997084,159,141,0.03774928774928775,0.034281546316557256,1100,1021,0.2611585944919278,0.24823729637734013,384,364,0.09116809116809117,0.08849987843423292,1053,977,0.25,0.238,4212,4113,0.318,0.309,0.421,0.394,0.739,0.703,53,60,1775,1621,581,486,0.13793922127255462,0.11816192560175055
ARI,COL,ARI,COL,613,463,0.14616118264186934,0.11210653753026634,219,202,0.05221745350500715,0.04891041162227603,27,31,0.006437768240343348,0.007506053268765133,174,128,0.04148783977110158,0.03099273607748184,984,1152,0.23462088698140202,0.27893462469733654,427,316,0.10181211254172627,0.07651331719128329,1049,986,0.25,0.239,4194,4130,0.325,0.297,0.44,0.396,0.765,0.693,86,65,1844,1634,599,451,0.14282308059132093,0.10920096852300241
CHC,PIT,CHC,PIT,610,436,0.1460028721876496,0.10590235608452757,202,171,0.04834849210148397,0.04153509837260141,22,17,0.005265677357587362,0.004129220306048093,170,88,0.04068932503590235,0.021374787466601895,945,1073,0.22618477740545714,0.26062666990527084,408,392,0.09765438008616563,0.09521496235122662,1051,953,0.252,0.231,4178,4117,0.321,0.303,0.433,0.345,0.754,0.648,131,94,1807,1422,594,422,0.1421732886548588,0.1025018217148409
