favorite_team,underdog_team,away_team,home_team,fav_b_runs,dog_b_runs,fav_b_runs_per_ab,dog_b_runs_per_ab,fav_b_doubles,dog_b_doubles,fav_b_doubles_per_ab,dog_b_doubles_per_ab,fav_b_triples,dog_b_triples,fav_b_triples_per_ab,dog_b_triples_per_ab,fav_b_homeruns,dog_b_homeruns,fav_b_homeruns_per_ab,dog_b_homeruns_per_ab,fav_b_strikeouts,dog_b_strikeouts,fav_b_strikeouts_per_ab,dog_b_strikeouts_per_ab,fav_b_base_on_balls,dog_b_base_on_balls,fav_b_base_on_balls_per_ab,dog_b_base_on_balls_per_ab,fav_b_hits,dog_b_hits,fav_b_avg,dog_b_avg,fav_b_ab,dog_b_ab,fav_b_obp,dog_b_obp,fav_b_slg,dog_b_slg,fav_b_ops,dog_b_ops,fav_b_stolen_bases,dog_b_stolen_bases,fav_b_total_bases,dog_b_total_bases,fav_b_rbi,dog_b_rbi,fav_b_rbi_per_ab,dog_b_rbi_per_ab
DET,OAK,DET,OAK,644,600,0.1440393647953478,0.13183915622940012,207,237,0.0462983672556475,0.05207646671061305,30,16,0.006709908297919929,0.0035157108327840037,171,183,0.038246477298143594,0.04021094264996704,1168,1147,0.2612390963990159,0.25203252032520324,414,421,0.092596734511295,0.09250714128762909,1121,1150,0.251,0.253,4471,4551,0.319,0.319,0.425,0.432,0.744,0.751,58,67,1901,1968,619,583,0.13844777454708118,0.12810371346956712
LAD,CIN,LAD,CIN,683,593,0.1528306108749161,0.13355855855855855,209,211,0.04676661445513538,0.04752252252252252,17,19,0.00380398299395838,0.004279279279279279,199,128,0.04452897739986574,0.02882882882882883,1116,1135,0.2497202953680913,0.25563063063063063,486,428,0.10874916088610427,0.0963963963963964,1130,1094,0.253,0.246,4469,4440,0.33,0.317,0.441,0.389,0.771,0.706,78,91,1970,1727,657,558,0.14701275453121504,0.12567567567567567
KAN,CWS,KAN,CWS,506,519,0.11468721668177698,0.11961281401244526,233,200,0.0528105167724388,0.046093569946992395,19,9,0.0043064369900271985,0.0020742106476146576,126,131,0.028558476881233003,0.030191288315280018,900,1080,0.20398912058023572,0.24890527771375892,346,415,0.07842248413417952,0.09564415764000922,1085,1014,0.246,0.234,4412,4339,0.307,0.303,0.393,0.375,0.7,0.678,99,77,1734,1625,497,501,0.11264732547597461,0.11546439271721595
NYY,WAS,NYY,WAS,676,562,0.1523208652546192,0.12807657247037374,208,216,0.04686795853988283,0.049225159525979945,19,21,0.004281207751239297,0.004785779398359161,218,125,0.049121225777377195,0.028486782133090246,1147,1044,0.2584497521406039,0.23792160437556972,504,376,0.11356466876971609,0.08568824065633546,1112,1070,0.251,0.244,4438,4388,0.33,0.309,0.453,0.388,0.783,0.697,102,108,2012,1703,651,540,0.14668769716088328,0.12306289881494986
ATL,MIA,ATL,MIA,571,564,0.1282857784767468,0.12628750559785043,197,215,0.04425971691754662,0.04814151365875504,14,25,0.0031453605931251404,0.005597850425436633,145,128,0.03257694900022467,0.028660994178235557,1135,1032,0.25499887665693105,0.23107926556202418,468,394,0.10514491125589755,0.08822212270488132,1083,1114,0.243,0.249,4451,4466,0.319,0.314,0.392,0.395,0.711,0.709,67,108,1743,1763,551,540,0.12379240620085374,0.12091356918943126
CLE,TB,TB,CLE,501,593,0.1175228712174525,0.1337694563501015,189,199,0.04433497536945813,0.04489059327769005,14,14,0.003284072249589491,0.003158132190390255,132,148,0.03096410978184377,0.03338596886983984,1073,1120,0.25170068027210885,0.2526505752312204,401,384,0.09406521229181328,0.08662305436498985,955,1117,0.224,0.252,4263,4433,0.296,0.315,0.368,0.403,0.664,0.718,101,172,1568,1788,482,561,0.11306591602158104,0.12655086848635236
MIL,ARI,ARI,MIL,673,650,0.15039106145251396,0.1455767077267637,210,225,0.04692737430167598,0.05039193729003359,14,33,0.0031284916201117317,0.0073908174692049276,140,183,0.03128491620111732,0.04098544232922732,1033,1062,0.23083798882681564,0.23784994400895856,459,448,0.10256983240223463,0.10033594624860022,1152,1116,0.257,0.25,4475,4465,0.332,0.324,0.404,0.438,0.736,0.762,139,96,1810,1956,625,635,0.13966480446927373,0.1422172452407615
TOR,MIN,MIN,TOR,650,541,0.1442521083000444,0.12345960748516659,238,202,0.052818464269862406,0.046097672295755364,9,16,0.0019973368841544607,0.003651300775901415,156,152,0.03462050599201065,0.03468735737106344,884,1086,0.19618286728806036,0.24783204016430854,434,395,0.09631602308033733,0.09014148790506618,1202,1037,0.267,0.237,4506,4382,0.337,0.309,0.427,0.394,0.764,0.703,66,66,1926,1727,626,516,0.13892587660896583,0.11775445002282063
PHI,NYM,PHI,NYM,620,606,0.13916947250280584,0.13791533909877104,218,215,0.0489337822671156,0.048930359581247154,18,17,0.00404040404040404,0.0038689121529358215,160,176,0.03591470258136925,0.04005461993627674,1047,1048,0.235016835016835,0.23850705507510242,431,460,0.09674523007856341,0.10468821119708693,1144,1086,0.257,0.247,4455,4394,0.327,0.325,0.422,0.424,0.749,0.749,108,108,1878,1863,595,591,0.1335578002244669,0.13450159308147475
HOU,COL,COL,HOU,560,491,0.126012601260126,0.11179417122040072,200,213,0.045004500450045004,0.04849726775956284,11,32,0.0024752475247524753,0.007285974499089253,145,133,0.03262826282628263,0.03028233151183971,1038,1217,0.23357335733573356,0.27709471766848814,381,327,0.08573357335733574,0.0744535519125683,1127,1048,0.254,0.239,4444,4392,0.318,0.296,0.401,0.393,0.719,0.689,64,67,1784,1724,535,478,0.12038703870387038,0.10883424408014572
