game_pk,date,home_ip_per_gs_rolling_5,away_ip_per_gs_rolling_5
745444,2024-03-20,,
746175,2024-03-21,,
745039,2024-03-28,,
745116,2024-03-28,,
745283,2024-03-28,,
745445,2024-03-28,3.6667,
745687,2024-03-28,,
746089,2024-03-28,,
746165,2024-03-28,5.0,
746335,2024-03-28,,
746418,2024-03-28,,
746737,2024-03-28,,
746821,2024-03-28,,
747060,2024-03-28,,
747224,2024-03-28,,
745117,2024-03-29,,
745276,2024-03-29,,
745435,2024-03-29,2.6667,
745604,2024-03-29,,
745682,2024-03-29,,
745848,2024-03-29,,
746091,2024-03-29,,
746167,2024-03-29,,
746412,2024-03-29,,
747223,2024-03-29,,
745037,2024-03-30,,
745119,2024-03-30,,
745278,2024-03-30,,
745436,2024-03-30,,
745599,2024-03-30,,
745684,2024-03-30,,
745850,2024-03-30,,
746087,2024-03-30,,
746168,2024-03-30,1.0,
746333,2024-03-30,,
746410,2024-03-30,,
746736,2024-03-30,,
746818,2024-03-30,,
747063,2024-03-30,,
747221,2024-03-30,,
745035,2024-03-31,,
745115,2024-03-31,,
745279,2024-03-31,,
745438,2024-03-31,,
745602,2024-03-31,,
745683,2024-03-31,,
745845,2024-03-31,,
746090,2024-03-31,,
746166,2024-03-31,,
746332,2024-03-31,,
746413,2024-03-31,,
746739,2024-03-31,,
746815,2024-03-31,,
747062,2024-03-31,,
747222,2024-03-31,,
744875,2024-04-01,,
745109,2024-04-01,,
745277,2024-04-01,,
745437,2024-04-01,,
745600,2024-04-01,,
745675,2024-04-01,,
745842,2024-04-01,,
746085,2024-04-01,,
746170,2024-04-01,,
746409,2024-04-01,,
746817,2024-04-01,,
746899,2024-04-01,,
747058,2024-04-01,,
747218,2024-04-01,,
745111,2024-04-02,5.6667,
745273,2024-04-02,5.0,6.0
745439,2024-04-02,4.33335,4.3333
745598,2024-04-02,,
745680,2024-04-02,3.3333,5.0
746009,2024-04-02,,
746086,2024-04-02,5.0,
746169,2024-04-02,,6.0
746411,2024-04-02,4.6667,6.0
746814,2024-04-02,6.0,
746898,2024-04-02,,2.3333
747057,2024-04-02,,
747220,2024-04-02,5.0,5.0
744869,2024-04-03,,5.6667
745114,2024-04-03,6.0,6.0
745275,2024-04-03,6.6667,5.0
745440,2024-04-03,4.1667,5.3333
745603,2024-04-03,6.0,6.0
745678,2024-04-03,5.0,6.0
746008,2024-04-03,,
746083,2024-04-03,2.0,1.6667
746163,2024-04-03,5.5,6.0
746407,2024-04-03,6.0,5.0
746900,2024-04-03,,5.0
747059,2024-04-03,6.0,6.0
747219,2024-04-03,6.6667,4.3333
744870,2024-04-04,4.0,4.3333
745200,2024-04-04,4.0,4.0
745843,2024-04-04,,
745844,2024-04-04,,
745928,2024-04-04,7.0,4.0
746327,2024-04-04,6.0,5.0
744874,2024-04-05,4.3333,4.3333
745033,2024-04-05,5.0,4.0
745361,2024-04-05,5.0,4.6667
745524,2024-04-05,5.6667,6.0
745764,2024-04-05,6.0,4.3333
746007,2024-04-05,6.0,7.0
746249,2024-04-05,5.0,6.0
746328,2024-04-05,7.0,4.6667
746497,2024-04-05,6.0,3.6667
746576,2024-04-05,4.6667,6.0
746733,2024-04-05,4.6667,4.6667
746897,2024-04-05,3.6667,6.0
747143,2024-04-05,5.0,4.0
744873,2024-04-06,5.0,5.0
745031,2024-04-06,3.6667,5.6667
745197,2024-04-06,5.3333,5.0
745359,2024-04-06,5.0,4.0
745522,2024-04-06,4.0,6.0
745766,2024-04-06,5.3333,4.3333
745926,2024-04-06,5.3333,5.0
746006,2024-04-06,4.0,5.0
746248,2024-04-06,5.0,5.0
746329,2024-04-06,5.0,4.3333
746498,2024-04-06,3.3333,7.0
746575,2024-04-06,5.0,
746731,2024-04-06,5.0,5.0
746896,2024-04-06,4.0,3.0
747140,2024-04-06,0.6667,5.0
744871,2024-04-07,5.3333,5.0
745032,2024-04-07,6.3333,9.0
745198,2024-04-07,7.0,5.0
745362,2024-04-07,4.83335,4.0
745523,2024-04-07,5.0,5.3333
745765,2024-04-07,4.6667,5.3333
746003,2024-04-07,5.0,5.3333
746251,2024-04-07,3.0,6.0
746330,2024-04-07,7.0,6.5
746493,2024-04-07,6.0,2.6667
746574,2024-04-07,5.3333,5.6667
746734,2024-04-07,5.3333,6.0
746895,2024-04-07,6.0,5.0
747141,2024-04-07,5.3333,2.6667
744956,2024-04-08,6.0,5.333349999999999
745034,2024-04-08,4.6667,
745194,2024-04-08,5.166650000000001,5.0
745363,2024-04-08,,5.3333
745432,2024-04-08,5.2222333333333335,6.0
745520,2024-04-08,5.5,5.6667
745761,2024-04-08,5.0,5.166650000000001
745925,2024-04-08,1.3333,5.0
746252,2024-04-08,7.0,6.0
746569,2024-04-08,2.8333,5.5
746654,2024-04-08,3.3333,
746735,2024-04-08,6.0,
747142,2024-04-08,5.6667,
744957,2024-04-09,4.666650000000001,5.1667
745030,2024-04-09,6.5,4.16665
745195,2024-04-09,,6.0
745357,2024-04-09,5.5,
745433,2024-04-09,4.7778,
745517,2024-04-09,5.5,4.3333
745762,2024-04-09,4.8333,3.0
745924,2024-04-09,4.0,5.666666666666667
746250,2024-04-09,3.6666999999999996,6.0
746326,2024-04-09,6.166650000000001,5.5
746571,2024-04-09,4.5,6.833349999999999
746653,2024-04-09,5.833349999999999,5.5
746732,2024-04-09,5.833349999999999,3.6667
746981,2024-04-09,5.0,5.833349999999999
747138,2024-04-09,6.0,5.0
744950,2024-04-10,4.8333,6.333349999999999
745024,2024-04-10,6.333349999999999,6.0
745196,2024-04-10,4.333349999999999,5.0
745355,2024-04-10,6.0,5.166650000000001
745429,2024-04-10,5.333349999999999,3.8333500000000003
745763,2024-04-10,6.0,4.5
745923,2024-04-10,4.0,3.8333500000000003
746247,2024-04-10,,5.5
746323,2024-04-10,6.333349999999999,
746573,2024-04-10,4.333349999999999,4.5
746655,2024-04-10,4.666650000000001,4.833349999999999
746728,2024-04-10,5.333349999999999,
746980,2024-04-10,5.333349999999999,5.0
745029,2024-04-11,3.6667,4.6667
745601,2024-04-11,5.5,5.833349999999999
746322,2024-04-11,6.666650000000001,3.5
746977,2024-04-11,4.666650000000001,6.166650000000001
747137,2024-04-11,,5.1667
744954,2024-04-12,2.8333000000000004,5.5
745112,2024-04-12,,5.5
745274,2024-04-12,6.0,4.333349999999999
745596,2024-04-12,4.666650000000001,5.0
745679,2024-04-12,6.5,5.5
745838,2024-04-12,5.0,6.0
746084,2024-04-12,5.0,2.5
746162,2024-04-12,3.6666666666666665,5.5
746408,2024-04-12,5.6667,6.5
746491,2024-04-12,6.166650000000001,6.333349999999999
746812,2024-04-12,5.3333,5.166650000000001
746978,2024-04-12,6.0,5.5
747055,2024-04-12,5.666650000000001,5.833349999999999
747217,2024-04-12,5.333349999999999,5.166650000000001
744953,2024-04-13,,5.666650000000001
745110,2024-04-13,5.833349999999999,5.5555666666666665
745272,2024-04-13,4.3333,5.0
745594,2024-04-13,5.5,5.5
745676,2024-04-13,3.8333500000000003,5.5
745839,2024-04-13,5.5,5.833349999999999
746082,2024-04-13,5.5,5.3333
746161,2024-04-13,4.0,4.666650000000001
746405,2024-04-13,7.5,4.1667
746489,2024-04-13,4.5,5.666650000000001
746490,2024-04-13,5.6667,
746656,2024-04-13,4.0,4.8333
746658,2024-04-13,4.5,
746811,2024-04-13,6.0,
746979,2024-04-13,,4.833349999999999
747054,2024-04-13,6.166650000000001,4.666650000000001
747215,2024-04-13,3.8333500000000003,6.5
744952,2024-04-14,6.222233333333333,3.555533333333333
745113,2024-04-14,1.0,3.0
745271,2024-04-14,5.222233333333333,5.5
745595,2024-04-14,6.333333333333333,5.666666666666667
745681,2024-04-14,4.1110999999999995,5.166650000000001
745841,2024-04-14,6.0,5.777766666666667
746079,2024-04-14,5.0,5.6667
746164,2024-04-14,5.5,4.666675
746404,2024-04-14,5.4444333333333335,6.222233333333333
746492,2024-04-14,6.0,3.1666499999999997
746648,2024-04-14,5.222233333333333,6.0
746810,2024-04-14,4.8889000000000005,5.833349999999999
746975,2024-04-14,5.1111,7.0
747056,2024-04-14,6.222233333333333,5.5
747216,2024-04-14,5.333333333333333,5.666666666666667
744951,2024-04-15,5.333333333333333,4.5
745106,2024-04-15,5.666666666666667,4.111133333333334
745268,2024-04-15,4.7778,5.5555666666666665
745597,2024-04-15,5.333333333333333,5.0
745677,2024-04-15,6.0,5.0
745840,2024-04-15,5.0,6.333333333333333
746002,2024-04-15,5.0,4.58335
746080,2024-04-15,,5.666666666666667
746158,2024-04-15,6.0,
746406,2024-04-15,3.0,
746488,2024-04-15,5.0,
746813,2024-04-15,,6.222233333333333
746974,2024-04-15,5.222233333333333,
747053,2024-04-15,5.0,4.5
747213,2024-04-15,6.5555666666666665,4.6667
744944,2024-04-16,5.2222,5.2222
745108,2024-04-16,5.666666666666667,4.0
745270,2024-04-16,6.777799999999999,5.5555666666666665
745593,2024-04-16,5.666666666666667,4.8889
745674,2024-04-16,5.2222333333333335,4.5555666666666665
745837,2024-04-16,5.222233333333333,6.0
746004,2024-04-16,4.0,5.5555666666666665
746081,2024-04-16,4.666666666666667,6.0
746157,2024-04-16,,5.333333333333333
746400,2024-04-16,2.5555666666666665,6.0
746486,2024-04-16,4.666650000000001,4.111133333333334
746976,2024-04-16,4.777766666666667,4.555533333333334
747051,2024-04-16,6.0,4.333349999999999
747214,2024-04-16,4.666666666666667,4.2222333333333335
744948,2024-04-17,3.1111000000000004,5.666666666666667
745105,2024-04-17,5.1111,5.777766666666667
745267,2024-04-17,6.1111,5.777766666666667
745591,2024-04-17,5.1111,5.333333333333333
745671,2024-04-17,6.4444333333333335,5.0
745836,2024-04-17,5.0,5.0
746005,2024-04-17,,5.333333333333333
746076,2024-04-17,5.0,5.333333333333333
746159,2024-04-17,,5.666666666666667
746401,2024-04-17,5.111133333333333,3.777766666666667
746487,2024-04-17,5.777766666666667,6.0
746807,2024-04-17,,6.1111
746809,2024-04-17,4.8889,6.0
746973,2024-04-17,5.8889,
747049,2024-04-17,,5.5555666666666665
747212,2024-04-17,5.5555666666666665,4.222233333333333
745104,2024-04-18,5.5555666666666665,4.5555666666666665
745356,2024-04-18,5.916675,4.5555666666666665
746485,2024-04-18,5.0,
746970,2024-04-18,,4.222233333333333
744872,2024-04-19,5.333333333333333,
745189,2024-04-19,6.333333333333333,5.8889
745352,2024-04-19,3.5,
745430,2024-04-19,4.777766666666667,3.6667
745518,2024-04-19,,5.166650000000001
745592,2024-04-19,5.0,5.666675
745758,2024-04-19,4.888866666666667,4.3333
745922,2024-04-19,5.777766666666667,6.1111
746160,2024-04-19,4.0,4.8889000000000005
746325,2024-04-19,5.5555666666666665,5.4444333333333335
746650,2024-04-19,4.333333333333333,4.2222333333333335
746729,2024-04-19,5.6667,6.1111
746892,2024-04-19,,3.555566666666666
747136,2024-04-19,5.888866666666668,4.0000333333333336
744865,2024-04-20,5.2222,7.0
745190,2024-04-20,5.416675,4.2222
745354,2024-04-20,5.75,5.5
745431,2024-04-20,,6.416675
745515,2024-04-20,6.0,5.333349999999999
745590,2024-04-20,6.0,4.833349999999999
745760,2024-04-20,5.5,5.833325
745921,2024-04-20,4.1110999999999995,5.4444333333333335
746156,2024-04-20,4.8889,6.0
746324,2024-04-20,5.833325,5.916675
746570,2024-04-20,5.777766666666667,5.416675
746651,2024-04-20,5.333349999999999,4.16665
746726,2024-04-20,5.777799999999999,4.33335
746891,2024-04-20,5.1111,
746893,2024-04-20,5.5555666666666665,5.0
747135,2024-04-20,5.6667,6.166675
744866,2024-04-21,5.0,3.4166749999999997
745192,2024-04-21,5.5,5.5555666666666665
745353,2024-04-21,5.75,
745434,2024-04-21,4.866680000000001,5.583325
745514,2024-04-21,6.166675,
745588,2024-04-21,5.833325,5.0
745759,2024-04-21,4.666666666666667,5.75
745920,2024-04-21,4.666666666666667,5.1111
746154,2024-04-21,5.8,5.1111
746316,2024-04-21,6.416675,4.8889
746568,2024-04-21,5.25,5.083349999999999
746572,2024-04-21,,4.888866666666667
746652,2024-04-21,4.666650000000001,5.916675
746727,2024-04-21,4.666675,4.5
746894,2024-04-21,4.25,6.0
747133,2024-04-21,4.6667,5.0
745107,2024-04-22,5.25,5.916650000000001
745191,2024-04-22,5.166675,5.916675
745351,2024-04-22,5.5,5.166675
745519,2024-04-22,5.75,4.8889000000000005
745757,2024-04-22,4.916650000000001,5.166675
745916,2024-04-22,4.666666666666667,5.0
746242,2024-04-22,5.666650000000001,5.6667
746319,2024-04-22,5.833325,5.416650000000001
746565,2024-04-22,5.0,5.666675
746723,2024-04-22,5.166675,6.5
747134,2024-04-22,,5.0
744863,2024-04-23,5.583325,5.333333333333333
745026,2024-04-23,5.75,6.750025
745102,2024-04-23,5.666675,4.416675
745193,2024-04-23,5.0,4.583325
745348,2024-04-23,6.13334,5.25
745516,2024-04-23,5.0,
745754,2024-04-23,5.583325,6.25
745917,2024-04-23,5.666675,5.083349999999999
746246,2024-04-23,4.75,6.0
746321,2024-04-23,6.0,3.5833250000000003
746566,2024-04-23,5.333325,5.916675
746647,2024-04-23,5.0,6.666675
746722,2024-04-23,5.833325,5.333325
746888,2024-04-23,4.25,5.083349999999999
747130,2024-04-23,4.083325,5.166675
744864,2024-04-24,5.75,5.0
745028,2024-04-24,4.58335,6.083325
745099,2024-04-24,1.5,6.083325
745188,2024-04-24,6.25,6.0
745346,2024-04-24,,4.916675
745513,2024-04-24,,3.6667
745753,2024-04-24,4.999975,4.666675
745919,2024-04-24,5.666650000000001,5.13334
746244,2024-04-24,6.333325,5.5
746317,2024-04-24,5.583349999999999,3.8333500000000003
746567,2024-04-24,,4.75
746649,2024-04-24,4.583349999999999,4.0
746725,2024-04-24,6.0,5.5
746889,2024-04-24,5.0,3.5
747132,2024-04-24,6.0,
744867,2024-04-25,5.0,4.4
745027,2024-04-25,4.250025,5.73334
745512,2024-04-25,6.0,5.916675
745755,2024-04-25,5.8,4.33332
745918,2024-04-25,6.0,4.80002
746320,2024-04-25,5.0,6.33334
746564,2024-04-25,5.333325,5.0
746646,2024-04-25,4.5,
746724,2024-04-25,5.0,6.26666
746887,2024-04-25,5.333349999999999,6.0
744949,2024-04-26,5.533320000000001,4.5
745025,2024-04-26,6.0,5.583349999999999
745269,2024-04-26,5.166650000000001,5.4
745347,2024-04-26,5.4,4.3333
745424,2024-04-26,5.73334,6.26666
745835,2024-04-26,5.4444333333333335,5.266679999999999
746000,2024-04-26,5.416675,4.916675
746078,2024-04-26,,5.416650000000001
746243,2024-04-26,4.26668,4.583325
746482,2024-04-26,5.333325,6.2
746808,2024-04-26,4.4444333333333335,5.86666
746972,2024-04-26,5.466679999999999,5.333325
747050,2024-04-26,5.86668,5.73334
747129,2024-04-26,6.166650000000001,5.33334
744946,2024-04-27,5.533320000000001,6.4
745020,2024-04-27,5.5,5.53334
745266,2024-04-27,5.06668,6.0
745350,2024-04-27,5.6,5.73334
745425,2024-04-27,5.933339999999999,6.6
745833,2024-04-27,4.833325,5.777766666666667
745998,2024-04-27,5.0,5.3333200000000005
746075,2024-04-27,5.5,6.0
746245,2024-04-27,5.0,5.25
746484,2024-04-27,5.333325,5.86666
746560,2024-04-27,5.4,6.75
746803,2024-04-27,4.33335,5.53334
746971,2024-04-27,3.3333,5.333349999999999
747052,2024-04-27,5.333349999999999,5.33334
747131,2024-04-27,5.750025,4.86666
744947,2024-04-28,4.2,
745022,2024-04-28,5.46666,5.533320000000001
745265,2024-04-28,6.733359999999999,5.8
745349,2024-04-28,5.6,5.8
745428,2024-04-28,5.46668,
745834,2024-04-28,5.13334,5.13334
746001,2024-04-28,5.0,5.533320000000001
746077,2024-04-28,5.13334,5.533320000000001
746237,2024-04-28,5.93332,5.33334
746483,2024-04-28,5.93332,5.66666
746561,2024-04-28,5.0,6.1667
746805,2024-04-28,5.266679999999999,5.4
746967,2024-04-28,6.53334,
747045,2024-04-28,5.6667,6.2
747125,2024-04-28,6.6667,5.666650000000001
744945,2024-04-29,3.8889,
745263,2024-04-29,5.66666,5.066660000000001
745427,2024-04-29,5.0,5.666666666666667
745672,2024-04-29,4.33334,5.4
745832,2024-04-29,5.4,5.333349999999999
745999,2024-04-29,4.0,5.73334
746074,2024-04-29,5.266679999999999,5.53334
746236,2024-04-29,4.8,4.86666
746804,2024-04-29,4.73334,5.733320000000001
747046,2024-04-29,5.66666,5.0666400000000005
747211,2024-04-29,4.86666,5.166675
744942,2024-04-30,6.13334,4.8
745018,2024-04-30,4.60002,5.2
745260,2024-04-30,5.933339999999999,6.25
745426,2024-04-30,4.73334,5.333333333333333
745673,2024-04-30,4.8,5.86666
745831,2024-04-30,4.866680000000001,5.40002
745997,2024-04-30,5.6666799999999995,4.8333
746073,2024-04-30,2.6667,5.066660000000001
746239,2024-04-30,6.066660000000001,5.4
746398,2024-04-30,3.53334,4.6666799999999995
746477,2024-04-30,5.86666,6.2
746481,2024-04-30,6.1667,4.86666
746806,2024-04-30,4.80002,5.5
746968,2024-04-30,4.5,6.53334
747047,2024-04-30,5.46666,6.2
747210,2024-04-30,,5.5
