balldontlie_game_id,date,home_starter_id,away_starter_id,home_starter_bb_per_9_entering,away_starter_bb_per_9_entering,home_starter_bb_per_9_l5,away_starter_bb_per_9_l5,home_starter_h_per_9_entering,away_starter_h_per_9_entering,home_starter_hr_per_9_entering,away_starter_hr_per_9_entering,home_starter_hr_per_9_l10,away_starter_hr_per_9_l10,home_starter_ip_per_gs_entering,away_starter_ip_per_gs_entering,home_starter_ip_per_gs_l5,away_starter_ip_per_gs_l5,home_starter_k_bb_ratio_entering,away_starter_k_bb_ratio_entering,home_starter_k_bb_ratio_l10,away_starter_k_bb_ratio_l10,home_starter_k_bb_ratio_l5,away_starter_k_bb_ratio_l5,home_starter_pitching_era_entering,away_starter_pitching_era_entering,home_starter_pitching_era_l10,away_starter_pitching_era_l10,home_starter_pitching_era_l5,away_starter_pitching_era_l5,home_starter_pitching_gp_entering,away_starter_pitching_gp_entering,home_starter_pitching_gs_entering,away_starter_pitching_gs_entering,home_starter_pitching_ip_entering,away_starter_pitching_ip_entering,home_starter_pitching_k_per_9_entering,away_starter_pitching_k_per_9_entering,home_starter_pitching_k_per_9_l10,away_starter_pitching_k_per_9_l10,home_starter_pitching_k_per_9_l5,away_starter_pitching_k_per_9_l5,home_starter_pitching_whip_entering,away_starter_pitching_whip_entering,home_starter_pitching_whip_l10,away_starter_pitching_whip_l10,home_starter_pitching_whip_l5,away_starter_pitching_whip_l5,home_starter_qs_rate_entering,away_starter_qs_rate_entering,home_starter_qs_rate_l10,away_starter_qs_rate_l10,home_starter_win_pct_entering,away_starter_win_pct_entering
13976,2025-05-06,657376,650633,4.66,3.0,0.0,4.01,10.24,6.55,1.86,0.82,0.0,0.0,4.83,5.5,0.0,4.99,1.8,3.64,0.0,0.0,0.0,2.96,7.45,2.18,0.0,0.0,0.0,1.48,2.0,6.0,2.0,6.0,9.67,33.0,8.38,10.91,0.0,0.0,0.0,10.98,1.66,1.06,0.0,0.0,0.0,0.89,0.0,0.17,0.0,0.0,0.0,0.75
13977,2025-05-06,608337,543135,0.0,0.74,0.0,0.59,0.0,5.89,0.0,0.74,0.0,0.0,0.0,6.11,0.0,6.49,0.0,12.67,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,2.05,0.0,6.0,0.0,6.0,0.0,36.67,0.0,9.33,0.0,0.0,0.0,8.51,0.0,0.74,0.0,0.0,0.0,0.78,0.0,0.67,0.0,0.0,0.0,0.5
13978,2025-05-06,641154,700249,1.66,3.24,0.0,2.97,8.31,12.24,0.83,1.44,0.0,0.0,5.42,5.0,0.0,4.82,5.0,2.56,0.0,0.0,0.0,3.89,2.08,5.04,0.0,0.0,2.08,5.04,4.0,5.0,4.0,5.0,21.67,25.0,8.31,8.28,0.0,0.0,8.31,8.28,1.11,1.72,0.0,0.0,1.11,1.72,0.25,0.4,0.0,0.0,0.67,0.33
13979,2025-05-06,607625,680732,2.84,3.67,3.33,1.92,6.87,9.67,1.42,2.33,0.0,0.0,6.33,5.4,5.84,5.04,2.42,1.82,0.0,0.0,1.86,0.0,3.08,6.0,0.0,0.0,2.73,6.0,6.0,6.0,6.0,5.0,38.0,27.0,6.87,6.67,0.0,0.0,6.82,6.67,1.08,1.48,0.0,0.0,1.03,1.48,0.5,0.2,0.0,0.0,0.4,0.2
13980,2025-05-06,694477,669713,3.86,1.57,5.0,0.0,8.06,6.26,1.05,2.35,0.0,0.0,5.13,5.75,5.35,0.0,2.0,6.25,0.0,0.0,1.72,0.0,2.45,3.91,0.0,0.0,1.82,3.91,6.0,4.0,5.0,4.0,25.67,23.0,7.71,9.78,0.0,0.0,7.66,9.78,1.32,0.87,0.0,0.0,1.26,0.87,0.2,0.5,0.0,0.0,0.33,0.5
13981,2025-05-06,669461,694973,0.58,0.96,0.36,1.23,8.13,6.21,0.29,0.24,0.0,0.0,6.2,6.28,6.15,6.18,14.0,9.75,0.0,0.0,0.0,7.82,3.19,2.39,0.0,0.0,3.19,2.23,5.0,6.0,5.0,6.0,31.0,37.67,8.13,9.32,0.0,0.0,8.13,8.91,0.97,0.8,0.0,0.0,0.97,0.77,0.8,0.67,0.0,0.0,0.5,0.6
13982,2025-05-06,607067,434378,1.45,3.52,0.0,3.94,8.2,8.8,0.0,1.17,0.0,0.0,6.22,5.11,0.0,4.54,6.33,2.33,0.0,0.0,0.0,2.26,0.96,4.7,0.0,0.0,0.0,4.91,6.0,6.0,3.0,6.0,18.67,30.67,9.16,8.22,0.0,0.0,0.0,8.06,1.07,1.37,0.0,0.0,0.0,1.36,0.0,0.33,0.0,0.0,1.0,0.0
13984,2025-05-06,668678,656849,4.18,2.96,4.23,4.36,8.35,9.88,1.39,0.66,0.0,0.0,5.39,5.47,5.33,5.57,2.33,3.11,0.0,0.0,2.67,2.6,5.57,3.29,0.0,0.0,5.08,3.29,6.0,5.0,6.0,5.0,32.33,27.33,9.74,9.22,0.0,0.0,9.85,9.22,1.39,1.43,0.0,0.0,1.31,1.43,0.33,0.4,0.0,0.0,0.2,0.5
13986,2025-05-06,542881,570632,3.9,0.0,4.73,0.0,5.53,0.0,1.63,0.0,0.0,0.0,5.53,0.0,5.23,0.0,1.83,0.0,0.0,0.0,1.72,0.0,2.6,0.0,0.0,0.0,2.6,0.0,5.0,0.0,5.0,0.0,27.67,0.0,7.16,0.0,0.0,0.0,7.16,0.0,1.05,0.0,0.0,0.0,1.05,0.0,0.4,0.0,0.0,0.0,1.0,0.0
64339,2025-05-06,605488,676106,5.08,2.31,4.88,0.0,9.53,13.11,1.59,1.54,0.0,0.0,4.72,3.89,4.74,0.0,1.69,3.67,0.0,0.0,2.0,0.0,6.04,7.71,0.0,0.0,7.66,0.0,6.0,3.0,6.0,3.0,28.33,11.67,8.58,8.49,0.0,0.0,7.25,0.0,1.62,1.71,0.0,0.0,1.88,0.0,0.33,0.33,0.0,0.0,0.5,0.5
1265370,2025-05-06,663623,682847,1.96,4.91,2.59,4.62,7.12,9.12,1.47,1.4,0.0,0.0,6.11,5.13,5.61,5.18,3.88,2.21,0.0,0.0,2.79,1.8,3.19,5.96,0.0,0.0,3.13,5.96,6.0,5.0,6.0,5.0,36.67,25.67,7.61,10.87,0.0,0.0,8.24,10.87,1.01,1.56,0.0,0.0,0.88,1.56,0.5,0.2,0.0,0.0,1.0,0.4
14172,2025-05-07,656550,668881,5.46,1.47,6.34,1.47,5.79,6.14,1.61,1.47,0.0,0.0,5.6,6.11,5.25,6.41,1.53,7.17,0.0,0.0,1.45,7.28,4.5,2.7,0.0,0.0,4.67,2.56,6.0,6.0,5.0,6.0,28.0,36.67,8.36,10.55,0.0,0.0,8.0,9.95,1.25,0.85,0.0,0.0,1.3,0.85,0.2,0.67,0.0,0.0,0.67,0.6
14173,2025-05-07,647336,671106,0.0,4.56,0.0,5.74,0.0,9.47,0.0,0.7,0.0,0.0,0.0,5.13,0.0,5.2,0.0,1.38,0.0,0.0,0.0,1.02,0.0,4.21,0.0,0.0,0.0,4.21,0.0,5.0,0.0,5.0,0.0,25.67,0.0,6.31,0.0,0.0,0.0,6.31,0.0,1.56,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.33
14174,2025-05-07,678368,689017,4.5,8.31,0.0,0.0,10.12,10.38,0.0,2.08,0.0,0.0,4.0,4.33,0.0,0.0,1.5,1.25,0.0,0.0,0.0,0.0,2.25,10.38,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,8.0,4.33,6.75,10.38,0.0,0.0,0.0,0.0,1.62,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14175,2025-05-07,669358,650911,2.76,2.73,2.13,2.68,6.14,8.89,0.92,1.37,0.0,0.0,5.87,5.27,6.06,5.59,4.0,4.12,0.0,0.0,0.0,4.39,2.45,3.42,0.0,0.0,2.45,3.42,5.0,5.0,5.0,5.0,29.33,26.33,11.05,11.28,0.0,0.0,11.05,11.28,0.99,1.29,0.0,0.0,0.99,1.29,0.8,0.4,0.0,0.0,1.0,0.67
14176,2025-05-07,608331,656302,2.15,3.64,2.04,3.16,7.17,10.92,0.48,0.91,0.0,0.0,6.28,4.94,5.91,5.06,3.67,3.0,0.0,0.0,4.78,3.57,1.19,5.76,0.0,0.0,0.82,5.68,6.0,6.0,6.0,6.0,37.67,29.67,7.88,10.92,0.0,0.0,7.91,10.3,1.04,1.62,0.0,0.0,0.91,1.66,0.67,0.17,0.0,0.0,1.0,0.33
14177,2025-05-07,656557,641816,3.64,3.69,4.1,4.91,11.53,5.12,1.82,0.0,0.0,0.0,4.94,5.28,4.96,4.68,2.0,2.0,0.0,0.0,1.58,1.89,7.58,1.14,0.0,0.0,7.88,0.9,6.0,6.0,6.0,6.0,29.67,31.67,7.28,7.39,0.0,0.0,8.25,6.9,1.69,0.98,0.0,0.0,1.67,0.83,0.33,0.5,0.0,0.0,0.0,1.0
14178,2025-05-07,680573,450203,2.22,5.4,0.0,0.0,10.73,11.78,1.48,1.96,0.0,0.0,6.08,4.58,0.0,0.0,4.33,1.73,0.0,0.0,0.0,0.0,4.07,8.84,0.0,0.0,4.07,8.84,5.0,4.0,4.0,4.0,24.33,18.33,9.62,9.33,0.0,0.0,9.62,9.33,1.44,1.91,0.0,0.0,1.44,1.91,0.0,0.0,0.0,0.0,0.5,0.0
14179,2025-05-07,608379,686563,3.38,4.78,4.13,5.52,7.88,8.16,0.28,1.41,0.0,0.0,5.33,6.4,5.11,5.0,2.17,1.59,0.0,0.0,1.69,1.56,3.38,4.5,0.0,0.0,3.54,4.5,6.0,6.0,6.0,5.0,32.0,32.0,7.31,7.59,0.0,0.0,7.71,7.59,1.25,1.44,0.0,0.0,1.14,1.44,0.17,0.2,0.0,0.0,0.25,0.25
14180,2025-05-07,682990,664285,5.79,3.25,0.0,3.61,7.07,7.5,0.64,0.75,0.0,0.0,4.67,6.0,0.0,5.82,1.22,2.38,0.0,0.0,0.0,2.58,1.93,4.0,0.0,0.0,0.0,4.97,3.0,6.0,3.0,6.0,14.0,36.0,7.07,7.75,0.0,0.0,0.0,8.38,1.43,1.19,0.0,0.0,0.0,1.28,0.0,0.67,0.0,0.0,1.0,0.25
14181,2025-05-07,543243,656605,1.8,2.91,1.4,3.42,7.2,8.74,1.29,0.53,0.0,0.0,5.83,5.67,5.64,5.5,4.71,2.36,0.0,0.0,7.33,2.08,3.6,3.97,0.0,0.0,3.6,4.5,6.0,6.0,6.0,6.0,35.0,34.0,8.49,6.88,0.0,0.0,8.1,7.07,1.0,1.29,0.0,0.0,0.97,1.36,0.5,0.67,0.0,0.0,1.0,0.33
14182,2025-05-07,676962,592662,4.97,5.46,5.55,5.95,12.08,7.18,1.07,1.44,0.0,0.0,5.07,5.22,5.97,5.14,2.21,1.74,0.0,0.0,2.02,1.37,6.04,3.73,0.0,0.0,5.96,3.46,6.0,6.0,5.0,6.0,25.33,31.33,11.01,9.48,0.0,0.0,10.32,10.04,1.89,1.4,0.0,0.0,1.81,1.54,0.2,0.33,0.0,0.0,0.5,1.0
14183,2025-05-07,801403,695549,3.26,4.5,0.0,0.0,12.1,6.3,3.72,0.9,0.0,0.0,4.83,5.0,0.0,0.0,3.0,1.4,0.0,0.0,0.0,0.0,7.91,2.7,0.0,0.0,7.91,2.7,4.0,4.0,4.0,4.0,19.33,20.0,9.78,6.3,0.0,0.0,9.78,6.3,1.71,1.2,0.0,0.0,1.71,1.2,0.0,0.25,0.0,0.0,0.25,1.0
14184,2025-05-07,518876,673540,3.31,2.83,4.74,2.55,6.61,6.59,1.38,0.31,0.0,0.0,5.44,5.73,5.11,5.41,2.08,2.78,0.0,0.0,1.36,4.17,4.41,1.26,0.0,0.0,4.94,1.26,6.0,5.0,6.0,5.0,32.67,28.67,6.89,7.85,0.0,0.0,7.9,7.85,1.1,1.05,0.0,0.0,1.06,1.05,0.5,0.4,0.0,0.0,0.75,0.75
14186,2025-05-07,579328,621244,5.17,3.97,4.19,3.98,9.19,8.74,1.15,1.59,0.0,0.0,5.22,5.67,5.82,5.66,1.56,1.87,0.0,0.0,1.99,2.1,4.31,4.24,0.0,0.0,4.26,3.1,6.0,6.0,6.0,6.0,31.33,34.0,8.04,7.41,0.0,0.0,8.17,7.14,1.6,1.41,0.0,0.0,1.78,1.28,0.5,0.33,0.0,0.0,0.0,0.5
64344,2025-05-07,680684,693433,0.0,1.97,0.0,2.24,0.0,6.75,0.0,0.84,0.0,0.0,0.0,6.4,0.0,6.25,0.0,4.29,0.0,0.0,0.0,3.72,0.0,3.09,0.0,0.0,0.0,3.09,0.0,5.0,0.0,5.0,0.0,32.0,0.0,8.44,0.0,0.0,0.0,8.44,0.0,0.97,0.0,0.0,0.0,0.97,0.0,0.8,0.0,0.0,0.0,0.75
14300,2025-05-08,680885,666157,1.43,1.25,1.33,0.75,7.41,6.5,0.96,1.0,0.0,0.0,6.28,6.0,6.49,6.04,5.5,5.4,0.0,0.0,7.13,0.0,2.87,2.25,0.0,0.0,3.41,2.1,6.0,6.0,6.0,6.0,37.67,36.0,7.88,6.75,0.0,0.0,8.24,7.8,0.98,0.86,0.0,0.0,1.11,0.87,0.83,0.67,0.0,0.0,0.33,0.6
14301,2025-05-08,686752,666200,3.18,2.48,3.46,2.55,9.26,7.18,2.12,0.25,0.0,0.0,5.67,6.06,5.52,5.99,2.83,4.1,0.0,0.0,2.73,4.63,4.24,1.73,0.0,0.0,4.82,1.44,6.0,6.0,6.0,6.0,34.0,36.33,9.0,10.16,0.0,0.0,8.36,8.62,1.38,1.07,0.0,0.0,1.43,1.02,0.5,0.67,0.0,0.0,0.4,1.0
14302,2025-05-08,678394,683004,4.91,3.38,0.0,0.0,8.18,5.4,1.64,0.0,0.0,0.0,5.5,4.44,0.0,0.0,1.17,2.6,0.0,0.0,0.0,0.0,3.27,2.02,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,11.0,13.33,5.73,8.78,0.0,0.0,0.0,0.0,1.45,0.97,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0
14303,2025-05-08,641927,665152,1.93,2.35,3.66,1.87,10.19,11.74,1.38,2.05,0.0,0.0,5.44,5.11,4.55,4.93,3.57,2.5,0.0,0.0,2.66,3.43,4.13,7.04,0.0,0.0,2.1,6.75,6.0,6.0,6.0,6.0,32.67,30.67,6.89,5.87,0.0,0.0,6.6,4.97,1.35,1.57,0.0,0.0,1.1,1.62,0.67,0.0,0.0,0.0,0.75,0.33
14304,2025-05-08,663460,663436,3.0,2.97,2.71,2.86,7.25,8.91,0.5,1.08,0.0,0.0,6.0,6.67,6.15,5.88,3.08,1.91,0.0,0.0,3.86,1.62,2.25,3.24,0.0,0.0,2.7,3.24,6.0,6.0,6.0,5.0,36.0,33.33,9.25,5.67,0.0,0.0,8.7,5.67,1.14,1.32,0.0,0.0,1.2,1.32,0.67,0.6,0.0,0.0,0.5,0.25
14305,2025-05-08,607536,663554,1.19,2.12,0.6,3.44,11.87,7.28,0.59,1.21,0.0,0.0,5.06,5.93,5.78,5.86,5.75,3.29,0.0,0.0,0.0,2.47,5.93,2.12,0.0,0.0,7.4,2.12,6.0,5.0,6.0,5.0,30.33,29.67,6.82,6.98,0.0,0.0,5.92,6.98,1.45,1.04,0.0,0.0,1.73,1.04,0.33,0.4,0.0,0.0,0.0,0.8
14306,2025-05-08,694297,808967,1.51,2.91,1.44,2.8,8.58,6.09,1.26,0.53,0.0,0.0,5.94,5.67,5.96,5.46,4.83,3.91,0.0,0.0,5.21,4.23,2.78,1.06,0.0,0.0,2.43,0.93,6.0,6.0,6.0,6.0,35.67,34.0,7.32,11.38,0.0,0.0,7.28,12.1,1.12,1.0,0.0,0.0,1.11,1.03,0.67,0.5,0.0,0.0,0.83,0.6
14307,2025-05-08,667755,605135,3.97,1.83,3.81,1.71,9.26,8.65,0.79,0.52,0.0,0.0,5.67,5.72,6.14,5.95,1.73,5.57,0.0,0.0,2.07,6.49,4.5,2.62,0.0,0.0,5.67,2.86,6.0,6.0,6.0,6.0,34.0,34.33,6.88,10.22,0.0,0.0,7.0,10.16,1.47,1.17,0.0,0.0,1.7,1.06,0.33,0.33,0.0,0.0,0.33,0.5
1282811,2025-05-08,685299,672456,0.0,4.82,0.0,0.0,0.0,12.54,0.0,3.86,0.0,0.0,0.0,4.67,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9.33,0.0,10.61,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14518,2025-05-09,663559,693821,2.67,3.33,2.49,3.21,9.49,9.33,1.48,2.0,0.0,0.0,5.06,5.4,5.15,4.93,2.44,1.6,0.0,0.0,3.72,2.02,5.93,5.33,0.0,0.0,6.66,5.33,6.0,5.0,6.0,5.0,30.33,27.0,6.53,5.33,0.0,0.0,6.66,5.33,1.35,1.41,0.0,0.0,1.4,1.41,0.33,0.4,0.0,0.0,0.25,0.5
14519,2025-05-09,605280,592791,3.82,1.87,4.94,2.23,7.63,8.02,0.0,1.34,0.0,0.0,5.11,5.61,4.94,5.39,2.77,3.71,0.0,0.0,2.36,3.38,2.64,4.01,0.0,0.0,2.42,2.76,6.0,6.0,6.0,6.0,30.67,33.67,10.57,6.95,0.0,0.0,11.08,7.67,1.27,1.1,0.0,0.0,1.15,0.95,0.17,0.5,0.0,0.0,0.75,0.5
14520,2025-05-09,641793,500779,2.12,3.04,1.92,0.0,9.0,7.23,2.12,0.38,0.0,0.0,5.67,5.92,5.88,0.0,2.75,1.88,0.0,0.0,3.72,0.0,5.03,1.14,0.0,0.0,5.79,1.14,6.0,4.0,6.0,4.0,34.0,23.67,5.82,5.7,0.0,0.0,4.82,5.7,1.24,1.14,0.0,0.0,1.36,1.14,0.5,0.5,0.0,0.0,0.17,1.0
14521,2025-05-09,668909,605400,4.5,3.09,4.38,2.78,9.64,9.51,1.61,1.54,0.0,0.0,4.67,5.83,4.62,5.59,2.0,3.08,0.0,0.0,2.01,4.42,5.14,5.4,0.0,0.0,5.48,4.85,6.0,6.0,6.0,6.0,28.0,35.0,9.0,9.51,0.0,0.0,10.17,8.8,1.57,1.4,0.0,0.0,1.7,1.45,0.17,0.33,0.0,0.0,0.5,0.0
14522,2025-05-09,680730,607200,3.86,4.41,3.71,4.52,6.27,7.71,0.24,0.83,0.0,0.0,6.22,5.44,6.21,5.12,1.25,1.06,0.0,0.0,1.45,0.86,2.65,4.68,0.0,0.0,3.19,5.4,6.0,6.0,6.0,6.0,37.33,32.67,4.82,4.68,0.0,0.0,4.35,5.06,1.13,1.35,0.0,0.0,1.06,1.58,0.83,0.67,0.0,0.0,0.75,0.25
14523,2025-05-09,669373,571578,1.3,2.84,1.98,0.0,8.05,11.37,0.78,1.42,0.0,0.0,5.78,4.75,5.66,0.0,8.0,2.5,0.0,0.0,5.31,0.0,2.34,3.79,0.0,0.0,1.52,3.79,6.0,4.0,6.0,4.0,34.67,19.0,10.38,7.11,0.0,0.0,11.53,7.11,1.04,1.58,0.0,0.0,0.98,1.58,0.5,0.0,0.0,0.0,0.6,0.67
14524,2025-05-09,547179,690928,3.48,1.64,2.89,0.0,8.82,9.0,1.07,0.82,0.0,0.0,5.61,5.5,5.58,0.0,2.15,5.5,0.0,0.0,2.72,0.0,3.48,2.45,0.0,0.0,3.18,0.0,6.0,2.0,6.0,2.0,33.67,11.0,7.49,9.0,0.0,0.0,6.67,0.0,1.37,1.18,0.0,0.0,1.34,0.0,0.5,0.5,0.0,0.0,0.5,1.0
14525,2025-05-09,686613,607259,1.7,3.03,1.81,2.76,5.84,9.09,0.24,1.1,0.0,0.0,6.17,5.44,6.07,5.36,5.71,2.36,0.0,0.0,5.26,2.74,1.22,4.68,0.0,0.0,0.87,4.39,6.0,6.0,6.0,6.0,37.0,32.67,9.73,7.16,0.0,0.0,9.58,7.09,0.84,1.35,0.0,0.0,0.77,1.46,1.0,0.17,0.0,0.0,0.8,0.25
14526,2025-05-09,669060,676974,4.5,2.91,0.0,2.49,11.5,7.94,2.0,1.06,0.0,0.0,18.0,5.67,0.0,5.9,1.22,4.27,0.0,0.0,0.0,4.56,5.0,3.18,0.0,0.0,0.0,3.49,11.0,6.0,1.0,6.0,18.0,34.0,5.5,12.44,0.0,0.0,0.0,12.71,1.78,1.21,0.0,0.0,0.0,1.24,0.0,0.67,0.0,0.0,0.0,0.4
14527,2025-05-09,663978,663855,4.61,3.62,5.54,3.57,8.89,10.02,1.98,0.56,0.0,0.0,4.56,5.39,4.23,5.44,1.57,2.08,0.0,0.0,1.31,2.36,5.6,6.12,0.0,0.0,3.0,7.52,6.0,6.0,6.0,6.0,27.33,32.33,7.24,7.52,0.0,0.0,7.5,7.18,1.5,1.52,0.0,0.0,1.29,1.75,0.0,0.17,0.0,0.0,0.0,0.25
14528,2025-05-09,622608,681190,1.53,6.26,1.83,6.72,15.34,7.9,2.15,0.33,0.0,0.0,4.89,4.56,4.77,4.96,2.6,0.53,0.0,0.0,1.93,0.54,5.22,4.28,0.0,0.0,6.12,5.48,6.0,6.0,6.0,6.0,29.33,27.33,3.99,3.29,0.0,0.0,4.68,2.95,1.88,1.57,0.0,0.0,1.76,1.64,0.17,0.17,0.0,0.0,0.2,0.25
14529,2025-05-09,543294,608372,4.7,1.64,2.5,2.3,7.83,8.73,1.57,1.64,0.0,0.0,4.6,5.5,5.22,5.14,1.08,2.83,0.0,0.0,0.0,1.78,6.65,3.0,0.0,0.0,6.65,2.79,5.0,6.0,5.0,6.0,23.0,33.0,5.09,4.64,0.0,0.0,5.09,4.97,1.39,1.15,0.0,0.0,1.39,1.1,0.2,0.33,0.0,0.0,0.0,0.75
14530,2025-05-09,593958,808963,2.2,6.39,2.72,10.21,10.74,6.39,1.65,1.07,0.0,0.0,5.44,4.22,5.48,3.36,4.38,1.11,0.0,0.0,4.33,0.88,6.06,3.55,0.0,0.0,6.26,3.63,6.0,6.0,6.0,6.0,32.67,25.33,9.64,7.11,0.0,0.0,9.88,6.85,1.44,1.42,0.0,0.0,1.5,1.34,0.17,0.17,0.0,0.0,0.25,0.0
14532,2025-05-09,622491,592332,3.9,2.91,3.68,1.9,8.63,6.35,0.84,1.06,0.0,0.0,5.39,5.67,5.53,6.08,2.0,2.55,0.0,0.0,2.09,3.91,3.62,4.5,0.0,0.0,3.62,4.82,6.0,6.0,6.0,6.0,32.33,34.0,7.79,7.41,0.0,0.0,7.9,7.71,1.39,1.03,0.0,0.0,1.46,1.11,0.33,0.5,0.0,0.0,0.6,0.4
64377,2025-05-09,674370,701542,3.45,4.5,3.79,4.71,10.34,8.25,1.72,1.12,0.0,0.0,5.22,4.0,5.12,4.24,1.42,2.17,0.0,0.0,1.77,2.0,4.31,5.63,0.0,0.0,4.78,6.16,6.0,6.0,6.0,6.0,31.33,24.0,4.88,9.75,0.0,0.0,4.44,10.42,1.53,1.42,0.0,0.0,1.56,1.53,0.0,0.0,0.0,0.0,0.5,0.5
14532,2025-05-10,688138,670102,5.4,2.64,0.0,3.28,3.6,9.39,1.8,3.23,0.0,0.0,5.0,5.11,0.0,5.55,1.0,2.56,0.0,0.0,0.0,2.33,3.6,5.28,0.0,0.0,0.0,5.84,1.0,6.0,1.0,6.0,5.0,30.67,5.4,6.75,0.0,0.0,0.0,6.93,1.0,1.34,0.0,0.0,0.0,1.46,0.0,0.33,0.0,0.0,1.0,0.33
14679,2025-05-10,571760,700363,2.25,4.26,1.92,0.0,5.75,10.89,0.75,1.42,0.0,0.0,6.0,4.75,6.12,0.0,3.44,2.44,0.0,0.0,4.56,0.0,2.5,4.26,0.0,0.0,2.61,4.26,6.0,4.0,6.0,4.0,36.0,19.0,7.75,10.42,0.0,0.0,8.42,10.42,0.89,1.68,0.0,0.0,0.87,1.68,0.5,0.0,0.0,0.0,0.5,0.33
14680,2025-05-10,656731,641745,3.48,0.0,3.73,0.0,6.68,0.0,0.29,0.0,0.0,0.0,5.17,0.0,4.98,0.0,3.25,0.0,0.0,0.0,2.75,0.0,1.74,0.0,0.0,0.0,1.73,0.0,6.0,0.0,6.0,0.0,31.0,0.0,11.32,0.0,0.0,0.0,11.42,0.0,1.13,0.0,0.0,0.0,1.19,0.0,0.17,0.0,0.0,0.0,0.6,0.0
14681,2025-05-10,671737,668964,3.82,9.0,3.62,0.0,8.15,7.71,1.02,1.29,0.0,0.0,5.89,3.5,5.66,0.0,1.93,0.86,0.0,0.0,2.72,0.0,4.58,5.14,0.0,0.0,4.91,0.0,6.0,3.0,6.0,2.0,35.33,7.0,7.39,7.71,0.0,0.0,6.75,0.0,1.33,1.86,0.0,0.0,1.43,0.0,0.67,0.0,0.0,0.0,0.5,0.0
14682,2025-05-10,676440,624133,3.82,0.0,4.16,0.0,7.91,0.0,2.45,0.0,0.0,0.0,5.5,0.0,5.06,0.0,1.79,0.0,0.0,0.0,1.6,0.0,4.36,0.0,0.0,0.0,5.27,0.0,6.0,0.0,6.0,0.0,33.0,0.0,6.82,0.0,0.0,0.0,7.57,0.0,1.3,0.0,0.0,0.0,1.43,0.0,0.33,0.0,0.0,0.0,0.5,0.0
14683,2025-05-10,592866,669467,2.7,3.31,2.33,3.64,11.1,8.27,1.2,1.65,0.0,0.0,5.0,5.44,4.95,5.29,2.89,1.67,0.0,0.0,3.34,1.81,5.7,4.13,0.0,0.0,5.76,4.23,6.0,6.0,6.0,6.0,30.0,32.67,7.8,5.51,0.0,0.0,8.28,5.53,1.53,1.29,0.0,0.0,1.44,1.3,0.0,0.33,0.0,0.0,0.25,0.5
14684,2025-05-10,656427,594798,3.06,1.91,3.36,2.5,6.96,7.09,1.39,1.36,0.0,0.0,5.39,5.5,5.48,5.31,3.45,4.71,0.0,0.0,3.2,3.59,3.34,2.73,0.0,0.0,3.38,3.21,6.0,6.0,6.0,6.0,32.33,33.0,10.58,9.0,0.0,0.0,11.14,8.68,1.11,1.0,0.0,0.0,1.16,1.04,0.17,0.33,0.0,0.0,0.25,0.5
14685,2025-05-10,666142,676979,2.64,3.68,2.46,3.26,7.92,5.73,1.17,0.41,0.0,0.0,5.11,6.29,5.38,6.31,5.11,2.78,0.0,0.0,5.77,3.03,4.4,2.05,0.0,0.0,4.21,2.32,6.0,7.0,6.0,7.0,30.67,44.0,13.5,10.23,0.0,0.0,15.08,11.03,1.17,1.05,0.0,0.0,1.13,1.1,0.33,0.57,0.0,0.0,0.5,0.6
14686,2025-05-10,621121,663903,0.0,3.24,0.0,3.09,0.0,6.48,0.0,1.08,0.0,0.0,0.0,5.56,0.0,5.6,0.0,3.0,0.0,0.0,0.0,3.44,0.0,3.24,0.0,0.0,0.0,4.1,0.0,6.0,0.0,6.0,0.0,33.33,0.0,9.72,0.0,0.0,0.0,9.57,0.0,1.08,0.0,0.0,0.0,1.25,0.0,0.5,0.0,0.0,0.0,0.8
14687,2025-05-10,681343,665795,3.34,5.3,3.39,0.0,6.4,10.61,0.28,1.93,0.0,0.0,5.39,4.67,5.63,0.0,2.17,1.82,0.0,0.0,2.0,0.0,2.23,7.23,0.0,0.0,2.03,7.23,6.0,4.0,6.0,4.0,32.33,18.67,7.24,9.64,0.0,0.0,7.76,9.64,1.08,1.77,0.0,0.0,1.09,1.77,0.33,0.0,0.0,0.0,0.5,0.0
14688,2025-05-10,657746,657277,1.06,2.4,0.58,2.2,7.15,8.49,1.32,0.22,0.0,0.0,5.67,5.9,5.45,6.06,9.75,4.55,0.0,0.0,0.0,5.02,3.18,2.83,0.0,0.0,3.41,2.76,6.0,7.0,6.0,7.0,34.0,41.33,10.32,10.89,0.0,0.0,10.55,11.97,0.91,1.21,0.0,0.0,0.9,1.23,0.33,0.57,0.0,0.0,0.5,0.6
