Date,Home Team,Home Score,Away Team,Away Score,Status
2025-05-30,Chicago Cubs,2,Cincinnati Reds,6,Final
2025-05-30,Baltimore Orioles,2,Chicago White Sox,1,Final
2025-05-30,Philadelphia Phillies,2,Milwaukee Brewers,6,Final
2025-05-30,Toronto Blue Jays,11,Athletics,7,Final
2025-05-30,Cleveland Guardians,1,Los Angeles Angels,4,Final
2025-05-30,New York Mets,4,Colorado Rockies,2,Final
2025-05-30,Miami Marlins,0,San Francisco Giants,2,Final
2025-05-30,Atlanta Braves,1,Boston Red Sox,5,Final
2025-05-30,Texas Rangers,11,St. Louis Cardinals,1,Final
2025-05-30,Kansas City Royals,5,Detroit Tigers,7,Final
2025-05-30,Houston Astros,2,Tampa Bay Rays,1,Final
2025-05-30,Arizona Diamondbacks,7,Washington Nationals,9,Final
2025-05-30,San Diego Padres,3,Pittsburgh Pirates,2,Final
2025-05-30,Seattle Mariners,6,Minnesota Twins,12,Final
2025-05-30,Los Angeles Dodgers,8,New York Yankees,5,Final
