Date,Home Team,Home Score,Away Team,Away Score,Status
2025-09-09,Baltimore Orioles,3,Pittsburgh Pirates,2,Final
2025-09-09,Cleveland Guardians,2,Kansas City Royals,0,Final
2025-09-09,Miami Marlins,5,Washington Nationals,7,Final
2025-09-09,Philadelphia Phillies,9,New York Mets,3,Final
2025-09-09,New York Yankees,2,Detroit Tigers,12,Final
2025-09-09,Toronto Blue Jays,4,Houston Astros,3,Final
2025-09-09,Atlanta Braves,1,Chicago Cubs,6,Final
2025-09-09,Chicago White Sox,4,Tampa Bay Rays,5,Final
2025-09-09,Texas Rangers,5,Milwaukee Brewers,4,Final
2025-09-09,Los Angeles Angels,12,Minnesota Twins,2,Final
2025-09-09,San Diego Padres,2,Cincinnati Reds,4,Final
2025-09-09,Seattle Mariners,5,St. Louis Cardinals,3,Final
2025-09-09,San Francisco Giants,5,Arizona Diamondbacks,3,Final
2025-09-09,Athletics,0,Boston Red Sox,6,Final
2025-09-09,Los Angeles Dodgers,7,Colorado Rockies,2,Final
