Date,Home Team,Home Score,Away Team,Away Score,Status
2025-05-28,Cleveland Guardians,7.0,Los Angeles Dodgers,4.0,Final
2025-05-28,Detroit Tigers,4.0,San Francisco Giants,3.0,Final
2025-05-28,Tampa Bay Rays,5.0,Minnesota Twins,0.0,Final
2025-05-28,New York Mets,4.0,Chicago White Sox,9.0,Final
2025-05-28,Milwaukee Brewers,6.0,Boston Red Sox,5.0,Final
2025-05-28,Houston Astros,5.0,Athletics,3.0,Final
2025-05-28,Arizona Diamondbacks,1.0,Pittsburgh Pirates,10.0,Final
2025-05-28,San Diego Padres,8.0,Miami Marlins,10.0,Final
2025-05-28,Baltimore Orioles,4.0,St. Louis Cardinals,6.0,Final
2025-05-28,Kansas City Royals,3.0,Cincinnati Reds,2.0,Final
2025-05-28,Chicago Cubs,2.0,Colorado Rockies,1.0,Final
2025-05-28,Texas Rangers,0.0,Toronto Blue Jays,2.0,Final
2025-05-28,Los Angeles Angels,0.0,New York Yankees,1.0,Final
2025-05-28,Seattle Mariners,0.0,Washington Nationals,9.0,Final
2025-05-28,Philadelphia Phillies,,Atlanta Braves,,Postponed
