Date,Home Team,Home Score,Away Team,Away Score,Status
2025-09-28,Boston Red Sox,4,Detroit Tigers,3,Final
2025-09-28,Athletics,2,Kansas City Royals,9,Final
2025-09-28,San Francisco Giants,4,Colorado Rockies,0,Final
2025-09-28,Philadelphia Phillies,2,Minnesota Twins,1,Final
2025-09-28,Washington Nationals,0,Chicago White Sox,8,Final
2025-09-28,New York Yankees,3,Baltimore Orioles,2,Final
2025-09-28,Los Angeles Angels,2,Houston Astros,6,Final
2025-09-28,Toronto Blue Jays,13,Tampa Bay Rays,4,Final
2025-09-28,San Diego Padres,12,Arizona Diamondbacks,4,Final
2025-09-28,Seattle Mariners,1,Los Angeles Dodgers,6,Final
2025-09-28,Cleveland Guardians,9,Texas Rangers,8,Final
2025-09-28,Miami Marlins,4,New York Mets,0,Final
2025-09-28,Milwaukee Brewers,4,Cincinnati Reds,2,Final
2025-09-28,Atlanta Braves,4,Pittsburgh Pirates,1,Final
2025-09-28,Chicago Cubs,2,St. Louis Cardinals,0,Final
