Date,Home Team,Home Score,Away Team,Away Score,Status
2025-08-23,New York Yankees,1,Boston Red Sox,12,Final
2025-08-23,Miami Marlins,6,Toronto Blue Jays,7,Final
2025-08-23,Philadelphia Phillies,6,Washington Nationals,4,Final
2025-08-23,Detroit Tigers,4,Kansas City Royals,2,Final
2025-08-23,Pittsburgh Pirates,5,Colorado Rockies,1,Final
2025-08-23,Baltimore Orioles,8,Houston Astros,9,Final
2025-08-23,Texas Rangers,10,Cleveland Guardians,0,Final
2025-08-23,Chicago White Sox,7,Minnesota Twins,3,Final
2025-08-23,Milwaukee Brewers,1,San Francisco Giants,7,Final
2025-08-23,Atlanta Braves,2,New York Mets,9,Final
2025-08-23,Arizona Diamondbacks,10,Cincinnati Reds,1,Final
2025-08-23,San Diego Padres,5,Los Angeles Dodgers,1,Final
2025-08-23,Los Angeles Angels,1,Chicago Cubs,12,Final
2025-08-23,Seattle Mariners,1,Athletics,2,Final
