Date,Home Team,Home Score,Away Team,Away Score,Status
2025-05-29,Philadelphia Phillies,5,Atlanta Braves,4,Final
2025-05-29,Philadelphia Phillies,3,Atlanta Braves,9,Final
2025-05-29,Toronto Blue Jays,12,Athletics,0,Final
2025-05-29,Houston Astros,3,Tampa Bay Rays,13,Final
2025-05-29,Seattle Mariners,3,Washington Nationals,9,Final
