Date,Home Team,Home Score,Away Team,Away Score,Status
2025-07-12,New York Yankees,2,Chicago Cubs,5,Final
2025-07-12,Detroit Tigers,7,Seattle Mariners,15,Final
2025-07-12,Minnesota Twins,12,Pittsburgh Pirates,4,Final
2025-07-12,St. Louis Cardinals,6,Atlanta Braves,7,Final
2025-07-12,San Francisco Giants,1,Los Angeles Dodgers,2,Final
2025-07-12,Baltimore Orioles,0,Miami Marlins,6,Final
2025-07-12,Cincinnati Reds,4,Colorado Rockies,3,Final
2025-07-12,Kansas City Royals,1,New York Mets,3,Final
2025-07-12,Boston Red Sox,1,Tampa Bay Rays,0,Final
2025-07-12,Chicago White Sox,2,Cleveland Guardians,6,Final
2025-07-12,Milwaukee Brewers,6,Washington Nationals,5,Final
2025-07-12,Houston Astros,5,Texas Rangers,4,Final
2025-07-12,San Diego Padres,5,Philadelphia Phillies,4,Final
2025-07-12,Los Angeles Angels,10,Arizona Diamondbacks,5,Final
2025-07-12,Athletics,4,Toronto Blue Jays,3,Final
