Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-26,Detroit Tigers,8,Athletics,0,Final
2025-06-26,Cleveland Guardians,0,Toronto Blue Jays,6,Final
2025-06-26,Minnesota Twins,10,Seattle Mariners,1,Final
2025-06-26,Kansas City Royals,0,Tampa Bay Rays,4,Final
2025-06-26,Houston Astros,2,Philadelphia Phillies,1,Final
2025-06-26,St. Louis Cardinals,0,Chicago Cubs,3,Final
2025-06-26,Colorado Rockies,1,Los Angeles Dodgers,3,Final
2025-06-26,San Francisco Giants,5,Miami Marlins,12,Final
2025-06-26,New York Mets,4,Atlanta Braves,0,Final
