Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-21,Tampa Bay Rays,8,Detroit Tigers,3,Final
2025-06-21,New York Yankees,9,Baltimore Orioles,0,Final
2025-06-21,Minnesota Twins,0,Milwaukee Brewers,9,Final
2025-06-21,St. Louis Cardinals,6,Cincinnati Reds,5,Final
2025-06-21,Chicago Cubs,10,Seattle Mariners,7,Final
2025-06-21,Toronto Blue Jays,7,Chicago White Sox,1,Final
2025-06-21,San Francisco Giants,3,Boston Red Sox,2,Final
2025-06-21,Pittsburgh Pirates,2,Texas Rangers,3,Final
2025-06-21,Miami Marlins,0,Atlanta Braves,7,Final
2025-06-21,San Diego Padres,5,Kansas City Royals,1,Final
2025-06-21,Philadelphia Phillies,4,New York Mets,11,Final
2025-06-21,Colorado Rockies,3,Arizona Diamondbacks,5,Final
2025-06-21,Los Angeles Angels,9,Houston Astros,1,Final
2025-06-21,Athletics,2,Cleveland Guardians,4,Final
2025-06-21,Los Angeles Dodgers,3,Washington Nationals,7,Final
