Date,Home Team,Home Score,Away Team,Away Score,Status
2025-08-02,Tampa Bay Rays,4.0,Los Angeles Dodgers,0.0,Final
2025-08-02,Chicago Cubs,3.0,Baltimore Orioles,4.0,Final
2025-08-02,Toronto Blue Jays,4.0,Kansas City Royals,2.0,Final
2025-08-02,Colorado Rockies,8.0,Pittsburgh Pirates,5.0,Final
2025-08-02,Philadelphia Phillies,5.0,Detroit Tigers,7.0,Final
2025-08-02,Washington Nationals,2.0,Milwaukee Brewers,8.0,Final
2025-08-02,Boston Red Sox,7.0,Houston Astros,3.0,Final
2025-08-02,New York Mets,12.0,San Francisco Giants,6.0,Final
2025-08-02,Seattle Mariners,4.0,Texas Rangers,6.0,Final
2025-08-02,Cleveland Guardians,5.0,Minnesota Twins,4.0,Final
2025-08-02,Miami Marlins,2.0,New York Yankees,0.0,Final
2025-08-02,Cincinnati Reds,,Atlanta Braves,,Suspended
2025-08-02,Athletics,2.0,Arizona Diamondbacks,7.0,Final
2025-08-02,Los Angeles Angels,0.0,Chicago White Sox,1.0,Final
2025-08-02,San Diego Padres,5.0,St. Louis Cardinals,8.0,Final
