Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-30,Philadelphia Phillies,4,San Diego Padres,0,Final
2025-06-30,Pittsburgh Pirates,7,St. Louis Cardinals,0,Final
2025-06-30,Toronto Blue Jays,5,New York Yankees,4,Final
2025-06-30,Boston Red Sox,13,Cincinnati Reds,6,Final
2025-06-30,Tampa Bay Rays,4,Athletics,6,Final
2025-06-30,Texas Rangers,6,Baltimore Orioles,10,Final
2025-06-30,Seattle Mariners,6,Kansas City Royals,2,Final
2025-06-30,Arizona Diamondbacks,4,San Francisco Giants,2,Final
