Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-02,Miami Marlins,4,Colorado Rockies,6,Final
2025-06-02,Boston Red Sox,6,Los Angeles Angels,7,Final
2025-06-02,Cincinnati Reds,2,Milwaukee Brewers,3,Final
2025-06-02,Chicago White Sox,1,Detroit Tigers,13,Final
2025-06-02,San Francisco Giants,0,San Diego Padres,1,Final
2025-06-02,Athletics,4,Minnesota Twins,10,Final
2025-06-02,Los Angeles Dodgers,3,New York Mets,4,Final
