Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-08,Tampa Bay Rays,3,Miami Marlins,2,Final
2025-06-08,Milwaukee Brewers,0,San Diego Padres,1,Final
2025-06-08,Washington Nationals,2,Texas Rangers,4,Final
2025-06-08,Pittsburgh Pirates,2,Philadelphia Phillies,1,Final
2025-06-08,Cincinnati Reds,4,Arizona Diamondbacks,2,Final
2025-06-08,Detroit Tigers,4,Chicago Cubs,0,Final
2025-06-08,Cleveland Guardians,4,Houston Astros,2,Final
2025-06-08,Minnesota Twins,6,Toronto Blue Jays,3,Final
2025-06-08,Chicago White Sox,5,Kansas City Royals,7,Final
2025-06-08,St. Louis Cardinals,3,Los Angeles Dodgers,7,Final
2025-06-08,Colorado Rockies,5,New York Mets,13,Final
2025-06-08,Athletics,5,Baltimore Orioles,1,Final
2025-06-08,San Francisco Giants,4,Atlanta Braves,3,Final
2025-06-08,Los Angeles Angels,2,Seattle Mariners,3,Final
2025-06-08,New York Yankees,7,Boston Red Sox,11,Final
