Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-11,Pittsburgh Pirates,5,Miami Marlins,2,Final
2025-06-11,Philadelphia Phillies,7,Chicago Cubs,2,Final
2025-06-11,Cleveland Guardians,11,Cincinnati Reds,2,Final
2025-06-11,Milwaukee Brewers,2,Atlanta Braves,6,Final
2025-06-11,St. Louis Cardinals,2,Toronto Blue Jays,5,Final
2025-06-11,Arizona Diamondbacks,5,Seattle Mariners,2,Final
2025-06-11,Los Angeles Angels,6,Athletics,5,Final
2025-06-11,San Diego Padres,2,Los Angeles Dodgers,5,Final
2025-06-11,Baltimore Orioles,10,Detroit Tigers,1,Final
2025-06-11,New York Mets,5,Washington Nationals,0,Final
2025-06-11,Boston Red Sox,4,Tampa Bay Rays,3,Final
2025-06-11,Minnesota Twins,6,Texas Rangers,2,Final
2025-06-11,Kansas City Royals,3,New York Yankees,6,Final
2025-06-11,Houston Astros,10,Chicago White Sox,2,Final
2025-06-11,Colorado Rockies,7,San Francisco Giants,10,Final
