Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-06,Tampa Bay Rays,4,Miami Marlins,3,Final
2025-06-06,Pittsburgh Pirates,5,Philadelphia Phillies,4,Final
2025-06-06,Washington Nationals,2,Texas Rangers,0,Final
2025-06-06,New York Yankees,9,Boston Red Sox,6,Final
2025-06-06,Cincinnati Reds,4,Arizona Diamondbacks,3,Final
2025-06-06,Detroit Tigers,3,Chicago Cubs,1,Final
2025-06-06,Cleveland Guardians,2,Houston Astros,4,Final
2025-06-06,Chicago White Sox,7,Kansas City Royals,2,Final
2025-06-06,Minnesota Twins,4,Toronto Blue Jays,6,Final
2025-06-06,Milwaukee Brewers,0,San Diego Padres,2,Final
2025-06-06,St. Louis Cardinals,5,Los Angeles Dodgers,0,Final
2025-06-06,Colorado Rockies,2,New York Mets,4,Final
2025-06-06,Los Angeles Angels,5,Seattle Mariners,4,Final
2025-06-06,Athletics,5,Baltimore Orioles,4,Final
2025-06-06,San Francisco Giants,5,Atlanta Braves,4,Final
