Date,Home Team,Home Score,Away Team,Away Score,Status
2025-06-29,Cleveland Guardians,0,St. Louis Cardinals,7,Final
2025-06-29,Pittsburgh Pirates,12,New York Mets,1,Final
2025-06-29,Baltimore Orioles,5,Tampa Bay Rays,1,Final
2025-06-29,Boston Red Sox,3,Toronto Blue Jays,5,Final
2025-06-29,Atlanta Braves,1,Philadelphia Phillies,2,Final
2025-06-29,New York Yankees,12,Athletics,5,Final
2025-06-29,Cincinnati Reds,3,San Diego Padres,2,Final
2025-06-29,Houston Astros,2,Chicago Cubs,0,Final
2025-06-29,Kansas City Royals,1,Los Angeles Dodgers,5,Final
2025-06-29,Chicago White Sox,5,San Francisco Giants,2,Final
2025-06-29,Milwaukee Brewers,3,Colorado Rockies,4,Final
2025-06-29,Texas Rangers,4,Seattle Mariners,6,Final
2025-06-29,Los Angeles Angels,4,Washington Nationals,7,Final
2025-06-29,Arizona Diamondbacks,4,Miami Marlins,6,Final
2025-06-29,Detroit Tigers,3,Minnesota Twins,0,Final
