Date,Home Team,Home Score,Away Team,Away Score,Status
2025-09-02,Detroit Tigers,5,New York Mets,12,Final
2025-09-02,Pittsburgh Pirates,9,Los Angeles Dodgers,7,Final
2025-09-02,Cincinnati Reds,9,Toronto Blue Jays,12,Final
2025-09-02,Boston Red Sox,11,Cleveland Guardians,7,Final
2025-09-02,Washington Nationals,5,Miami Marlins,2,Final
2025-09-02,Tampa Bay Rays,6,Seattle Mariners,5,Final
2025-09-02,Kansas City Royals,1,Los Angeles Angels,5,Final
2025-09-02,Chicago Cubs,4,Atlanta Braves,3,Final
2025-09-02,Minnesota Twins,3,Chicago White Sox,12,Final
2025-09-02,St. Louis Cardinals,2,Athletics,1,Final
2025-09-02,Houston Astros,1,New York Yankees,7,Final
2025-09-02,Colorado Rockies,4,San Francisco Giants,7,Final
2025-09-02,San Diego Padres,2,Baltimore Orioles,6,Final
2025-09-02,Arizona Diamondbacks,5,Texas Rangers,3,Final
