game_pk,home_batting_k_pct_rolling_10,away_batting_k_pct_rolling_10
778563,,
778564,0.3,0.2647058823529412
778545,,
778546,0.28125,
778547,,
778551,,
778552,,0.328125
778553,,
778554,,
778555,,
778556,,
778557,,
778558,,
778559,,
778561,,
778562,,
778518,0.2413793103448276,0.23333333333333334
778541,0.28,0.3448275862068966
778542,0.2903225806451613,0.2857142857142857
778543,0.12121212121212122,0.29523809523809524
778544,0.25263157894736843,0.2647058823529412
778548,0.36666666666666664,0.3548387096774194
778549,0.10714285714285714,0.20512820512820512
778550,0.21212121212121213,0.3939393939393939
778560,,
778520,0.1875,0.34328358208955223
778521,0.35714285714285715,0.22388059701492538
778528,0.15151515151515152,0.3235294117647059
778529,0.2857142857142857,0.1388888888888889
778530,0.29310344827586204,0.3
778531,0.16129032258064516,0.29850746268656714
778532,0.15714285714285714,0.2647058823529412
778533,0.26153846153846155,0.3424657534246575
778534,0.18181818181818182,0.3125
778535,0.3939393939393939,0.5135135135135135
778536,0.1935483870967742,0.25
778537,0.3,0.375
778538,0.3448275862068966,0.3939393939393939
778539,0.29508196721311475,0.265625
778540,0.24242424242424243,0.5151515151515151
778510,0.20588235294117646,0.15625
778513,0.37209302325581395,0.21359223300970873
778514,0.2087912087912088,0.2916666666666667
778515,0.17142857142857143,0.2616279069767442
778516,0.16304347826086957,0.3069306930693069
778517,0.23076923076923078,0.21875
778519,0.25471698113207547,0.25471698113207547
778522,0.26153846153846155,0.27692307692307694
778523,0.21739130434782608,0.2857142857142857
778524,0.18461538461538463,0.3230769230769231
778525,0.2708333333333333,0.25
778526,0.3888888888888889,0.3157894736842105
778527,0.21666666666666667,0.265625
778496,0.35964912280701755,0.3619047619047619
778499,0.22950819672131148,0.16161616161616163
778500,0.2670807453416149,0.29508196721311475
778501,0.22556390977443608,0.26570048309178745
778502,0.27522935779816515,0.31
778503,0.19387755102040816,0.24468085106382978
778504,0.2909090909090909,0.2
778505,0.27058823529411763,0.25510204081632654
778506,0.20652173913043478,0.19791666666666666
778507,0.25,0.3786407766990291
778508,0.19387755102040816,0.2647058823529412
778509,0.23529411764705882,0.3068181818181818
778511,0.23157894736842105,0.1652892561983471
778512,0.26618705035971224,0.31343283582089554
778485,0.2064516129032258,0.18181818181818182
