game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
415084,2015-07-24,2.0,1,0,1,3,0,0.0,1.0,13.5,3.0,0.0,4.5,3.0,3,0,2,3,0,0.0,1.67,9.0,1.5,0.0,6.0
415085,2015-07-24,3.0,2,0,0,5,0,0.0,0.67,15.0,0.0,0.0,0.0,1.0,3,2,1,1,0,18.0,4.0,9.0,1.0,0.0,9.0
415086,2015-07-24,2.0,2,0,0,1,0,0.0,1.0,4.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
415087,2015-07-24,3.0,4,2,2,4,1,6.0,2.0,12.0,2.0,3.0,6.0,1.6667,4,3,0,2,1,16.2,2.4,10.8,0.0,5.4,0.0
415088,2015-07-24,4.0,2,0,1,5,0,0.0,0.75,11.25,5.0,0.0,2.25,2.3333,2,1,1,2,0,3.86,1.29,7.71,2.0,0.0,3.86
415089,2015-07-24,2.0,0,0,0,2,0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1,0,1,2,0,0.0,1.0,9.0,2.0,0.0,4.5
415090,2015-07-24,6.0,4,1,0,5,1,1.5,0.67,7.5,0.0,1.5,0.0,4.0,3,1,1,2,0,2.25,1.0,4.5,2.0,0.0,2.25
415091,2015-07-24,2.0,0,0,2,1,0,0.0,1.0,4.5,0.5,0.0,9.0,2.0,0,0,0,3,0,0.0,0.0,13.5,0.0,0.0,0.0
415092,2015-07-24,2.0,2,1,2,2,0,4.5,2.0,9.0,1.0,0.0,9.0,2.0,3,1,0,2,0,4.5,1.5,9.0,0.0,0.0,0.0
415093,2015-07-24,2.0,3,0,1,0,0,0.0,2.0,0.0,0.0,0.0,4.5,2.3333,6,5,0,2,3,19.29,2.57,7.71,0.0,11.57,0.0
415094,2015-07-24,3.0,3,0,0,3,0,0.0,1.0,9.0,0.0,0.0,0.0,5.0,9,4,0,6,0,7.2,1.8,10.8,0.0,0.0,0.0
415095,2015-07-24,3.0,5,3,0,2,1,9.0,1.67,6.0,0.0,3.0,0.0,4.0,3,0,2,3,0,0.0,1.25,6.75,1.5,0.0,4.5
415096,2015-07-24,3.0,1,0,0,2,0,0.0,0.33,6.0,0.0,0.0,0.0,1.3333,1,0,0,2,0,0.0,0.75,13.5,0.0,0.0,0.0
415097,2015-07-24,2.0,1,0,0,1,0,0.0,0.5,4.5,0.0,0.0,0.0,4.0,1,0,2,4,0,0.0,0.75,9.0,2.0,0.0,4.5
415098,2015-07-24,4.0,3,1,1,4,1,2.25,1.0,9.0,4.0,2.25,2.25,3.0,5,2,0,4,0,6.0,1.67,12.0,0.0,0.0,0.0
