game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
413789,2015-04-17,3.0,3.0,3,2,3,1,2,1,3,2,1,0,9.0,3.0,1.67,1.0,9.0,6.0,1.5,2.0,3.0,0.0,6.0,3.0
413790,2015-04-17,5.8,0.0,10,0,4,0,5,0,6,0,0,0,6.21,0.0,2.59,0.0,9.31,0.0,1.2,0.0,0.0,0.0,7.76,0.0
413791,2015-04-17,4.8,4.0,5,4,3,2,2,1,2,3,2,1,5.62,4.5,1.46,1.25,3.75,6.75,1.0,3.0,3.75,2.25,3.75,2.25
413792,2015-04-17,3.8,4.9,1,4,0,3,0,4,5,3,0,1,0.0,5.51,0.26,1.63,11.84,5.51,0.0,0.75,0.0,1.84,0.0,7.35
413793,2015-04-17,1.0,0.1,0,2,0,1,0,0,0,0,0,0,0.0,90.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413794,2015-04-17,2.0,1.0,1,1,0,1,1,1,3,0,0,0,0.0,9.0,1.0,2.0,13.5,0.0,3.0,0.0,0.0,0.0,4.5,9.0
413795,2015-04-17,6.0,2.0,5,3,1,1,1,3,8,2,1,1,1.5,4.5,1.0,3.0,12.0,9.0,8.0,0.67,1.5,4.5,1.5,13.5
413796,2015-04-17,3.0,3.8,1,3,0,1,0,1,4,3,0,0,0.0,2.37,0.33,1.05,12.0,7.11,0.0,3.0,0.0,0.0,0.0,2.37
413797,2015-04-17,2.0,3.8,1,6,0,3,0,0,2,3,0,0,0.0,7.11,0.5,1.58,9.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0
413798,2015-04-17,3.0,3.0,2,6,1,3,0,2,3,4,0,1,3.0,9.0,0.67,2.67,9.0,12.0,0.0,2.0,0.0,3.0,0.0,6.0
413799,2015-04-17,4.0,5.0,3,2,3,0,2,1,2,7,1,0,6.75,0.0,1.25,0.6,4.5,12.6,1.0,7.0,2.25,0.0,4.5,1.8
413800,2015-04-17,3.0,2.0,1,4,0,2,2,0,2,0,0,0,0.0,9.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
413801,2015-04-17,1.0,3.0,3,5,1,2,0,1,2,4,0,0,9.0,6.0,3.0,2.0,18.0,12.0,0.0,4.0,0.0,0.0,0.0,3.0
413802,2015-04-17,2.9,3.0,1,2,1,0,1,1,2,3,1,0,3.1,0.0,0.69,1.0,6.21,9.0,2.0,3.0,3.1,0.0,3.1,3.0
413803,2015-04-17,2.0,3.0,2,2,0,1,2,0,1,2,0,0,0.0,3.0,2.0,0.67,4.5,6.0,0.5,0.0,0.0,0.0,9.0,0.0
