game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
414451,2015-06-04,3.0,2.9,2,0,1,0,1,2,3,5,1,0,3.0,0.0,1.0,0.69,9.0,15.52,3.0,2.5,3.0,0.0,3.0,6.21
414452,2015-06-04,5.0,4.1,3,7,0,1,0,3,3,3,0,0,0.0,2.2,0.6,2.44,5.4,6.59,0.0,1.0,0.0,0.0,0.0,6.59
414453,2015-06-04,3.0,3.0,2,2,0,0,0,3,4,1,0,0,0.0,0.0,0.67,1.67,12.0,3.0,0.0,0.33,0.0,0.0,0.0,9.0
414454,2015-06-04,3.8,2.0,0,1,0,0,1,0,4,5,0,0,0.0,0.0,0.26,0.5,9.47,22.5,4.0,0.0,0.0,0.0,2.37,0.0
414455,2015-06-04,3.0,0.9,2,0,0,0,1,1,2,1,0,0,0.0,0.0,1.0,1.11,6.0,10.0,2.0,1.0,0.0,0.0,3.0,10.0
414456,2015-06-04,3.0,4.0,5,3,2,0,4,0,5,1,0,0,6.0,0.0,3.0,0.75,15.0,2.25,1.25,0.0,0.0,0.0,12.0,0.0
414457,2015-06-04,4.0,2.0,8,2,4,0,0,1,5,2,1,0,9.0,0.0,2.0,1.5,11.25,9.0,0.0,2.0,2.25,0.0,0.0,4.5
414458,2015-06-04,4.9,2.0,2,4,1,4,2,0,4,1,0,1,1.84,18.0,0.82,2.0,7.35,4.5,2.0,0.0,0.0,4.5,3.67,0.0
414459,2015-06-04,2.8,2.0,2,2,2,0,2,0,4,2,0,0,6.43,0.0,1.43,1.0,12.86,9.0,2.0,0.0,0.0,0.0,6.43,0.0
414460,2015-06-04,1.0,3.9,1,3,0,0,0,1,2,4,0,0,0.0,0.0,1.0,1.03,18.0,9.23,0.0,4.0,0.0,0.0,0.0,2.31
