game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
413902,2015-07-22,6.3333,6,1,2,6,0,1.42,1.26,8.53,3.0,0.0,2.84,7.0,7,0,4,11,0,0.0,1.57,14.14,2.75,0.0,5.14
415059,2015-07-22,3.0,1,1,0,4,1,3.0,0.33,12.0,0.0,3.0,0.0,2.0,1,0,0,1,0,0.0,0.5,4.5,0.0,0.0,0.0
415060,2015-07-22,2.0,0,0,1,2,0,0.0,0.5,9.0,2.0,0.0,4.5,2.6667,2,0,0,2,0,0.0,0.75,6.75,0.0,0.0,0.0
415061,2015-07-22,1.0,1,0,2,1,0,0.0,3.0,9.0,0.5,0.0,18.0,2.0,6,4,2,2,0,18.0,4.0,9.0,1.0,0.0,9.0
415062,2015-07-22,4.0,4,2,3,2,0,4.5,1.75,4.5,0.67,0.0,6.75,6.3333,7,1,1,7,0,1.42,1.26,9.95,7.0,0.0,1.42
415063,2015-07-22,2.0,0,0,2,3,0,0.0,1.0,13.5,1.5,0.0,9.0,2.0,0,0,1,3,0,0.0,0.5,13.5,3.0,0.0,4.5
415064,2015-07-22,4.3333,2,0,0,4,0,0.0,0.46,8.31,0.0,0.0,0.0,2.0,3,0,3,5,0,0.0,3.0,22.5,1.67,0.0,13.5
415065,2015-07-22,4.0,3,0,3,2,0,0.0,1.5,4.5,0.67,0.0,6.75,2.0,3,1,1,2,0,4.5,2.0,9.0,2.0,0.0,4.5
415066,2015-07-22,2.0,0,0,0,3,0,0.0,0.0,13.5,0.0,0.0,0.0,3.0,4,3,3,3,0,9.0,2.33,9.0,1.0,0.0,9.0
415067,2015-07-22,1.3333,0,0,0,2,0,0.0,0.0,13.5,0.0,0.0,0.0,1.3333,2,0,0,3,0,0.0,1.5,20.25,0.0,0.0,0.0
415068,2015-07-22,2.3333,2,0,2,2,0,0.0,1.71,7.71,1.0,0.0,7.71,5.3333,7,1,0,3,0,1.69,1.31,5.06,0.0,0.0,0.0
415069,2015-07-22,4.0,8,7,3,3,2,15.75,2.75,6.75,1.0,4.5,6.75,3.0,1,0,2,2,0,0.0,1.0,6.0,1.0,0.0,6.0
415070,2015-07-22,2.3333,2,2,2,3,0,7.71,1.71,11.57,1.5,0.0,7.71,3.0,3,0,0,5,0,0.0,1.0,15.0,0.0,0.0,0.0
415071,2015-07-22,5.6667,4,1,5,4,1,1.59,1.59,6.35,0.8,1.59,7.94,4.6667,7,3,1,3,0,5.79,1.71,5.79,3.0,0.0,1.93
415072,2015-07-22,3.0,5,4,5,4,0,12.0,3.33,12.0,0.8,0.0,15.0,3.0,3,4,2,4,2,12.0,1.67,12.0,2.0,6.0,6.0
415073,2015-07-22,3.0,3,1,3,3,0,3.0,2.0,9.0,1.0,0.0,9.0,5.0,4,1,2,6,0,1.8,1.2,10.8,3.0,0.0,3.6
