favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
KAN,LAA,KAN,LAA,-1.5,105,-109,618,803,0.11802902979373568,0.15170980540336293,247,239,0.047173414820473644,0.04515397695068959,26,22,0.004965622612681436,0.0041564330247496695,164,212,0.03132161955691368,0.04005290005667863,1209,1227,0.23090145148968677,0.2318156055167202,462,604,0.08823529411764706,0.11411297940676365,1269,1377,0.242,0.26,5236,5293,0.308,0.338,0.393,0.434,0.701,0.772,3.77,4.86,1384.0,1377.1,579,744,0.11058059587471353,0.14056300774607972,1.25,1.44,5786,6023,2060,2296,16.22,16.84,156,156,2.62,2.03,7.86,8.02,3.0,3.95,8.25,9.0,4.02,5.25,1.07,1.39
CHC,NYM,CHC,NYM,-1.5,197,-204,625,683,0.12065637065637065,0.12999619337647506,216,247,0.0416988416988417,0.04701180053292729,22,23,0.0042471042471042475,0.0043776170536733916,193,143,0.03725868725868726,0.027217358203273697,1207,1339,0.233011583011583,0.2548534449942901,394,539,0.07606177606177607,0.1025885039969547,1241,1291,0.24,0.246,5180,5254,0.298,0.322,0.402,0.383,0.7,0.705,3.82,3.99,1381.0,1381.0,586,612,0.11312741312741313,0.11648267986296156,1.18,1.33,5689,5934,2080,2013,15.75,16.89,156,155,3.06,2.48,7.87,8.73,2.57,3.51,8.09,8.41,4.07,4.45,1.26,0.93
LAD,ARI,LAD,ARI,-1.5,110,-118,668,744,0.12903225806451613,0.13903943188189125,243,309,0.0469383813019123,0.057746215660624184,24,27,0.0046358895112999805,0.005045785834423472,173,184,0.033417036893954026,0.03438609605681181,1433,1235,0.27680123623720304,0.23079798168566623,546,482,0.10546648638207456,0.0900766211923005,1206,1346,0.233,0.252,5177,5351,0.311,0.318,0.389,0.423,0.7,0.741,4.02,4.43,1385.1,1391.0,619,685,0.11956731697894533,0.1280134554288918,1.26,1.31,5849,5947,2016,2261,16.63,16.47,156,156,2.62,2.56,9.31,7.99,3.55,3.12,7.83,8.71,4.34,4.81,1.12,1.19
TOR,BOS,BOS,TOR,-1.5,137,-151,702,660,0.1338928094602327,0.12481089258698941,244,210,0.046538241464810226,0.0397125567322239,14,8,0.0026702269692923898,0.0015128593040847202,204,160,0.038909021552546254,0.030257186081694403,1371,1311,0.26149151249284763,0.24791981845688352,496,509,0.09460232691207324,0.09625567322239031,1266,1294,0.241,0.245,5243,5288,0.313,0.317,0.41,0.378,0.723,0.695,4.23,3.76,1384.0,1395.1,650,583,0.12397482357428953,0.11024962178517397,1.27,1.29,5864,5933,2150,2000,16.48,16.31,154,154,2.76,2.58,8.92,8.46,3.23,3.28,8.23,8.35,4.57,4.26,1.33,1.03
ATL,WAS,WAS,ATL,-1.5,107,-111,715,870,0.13518623558328607,0.16171003717472118,240,264,0.04537719795802609,0.04907063197026022,23,29,0.004348648137644167,0.005390334572490706,189,201,0.035734543391945546,0.037360594795539034,1372,1200,0.2594063149933825,0.22304832713754646,515,551,0.09737190395159766,0.10241635687732342,1303,1447,0.246,0.269,5289,5380,0.319,0.343,0.408,0.441,0.727,0.784,4.37,5.36,1393.0,1379.1,677,822,0.12800151257326528,0.15278810408921933,1.31,1.45,5929,6096,2156,2372,16.7,17.19,156,157,2.66,2.18,8.86,7.83,3.33,3.6,8.42,9.44,4.62,5.68,1.22,1.31
OAK,HOU,HOU,OAK,-1.5,179,-205,789,642,0.14875565610859728,0.12315365432572416,278,231,0.0524132730015083,0.04431229618262037,19,16,0.003582202111613876,0.0030692499520429697,217,192,0.040912518853695325,0.036830999424515634,1276,1454,0.24057315233785823,0.2789180893919049,548,489,0.1033182503770739,0.09380395165931325,1340,1211,0.253,0.232,5304,5213,0.329,0.303,0.435,0.393,0.764,0.696,4.72,3.87,1383.2,1391.0,725,598,0.1366892911010558,0.11471321695760599,1.36,1.22,6001,5826,2307,2050,17.22,16.35,156,153,2.33,2.97,8.3,9.41,3.56,3.16,8.72,7.84,5.13,4.15,1.41,1.24
CIN,PIT,PIT,CIN,-1.5,135,-137,663,630,0.12745098039215685,0.12169209967162449,268,278,0.05151864667435602,0.05369905350589144,18,20,0.0034602076124567475,0.0038632412594166504,187,147,0.03594771241830065,0.02839482325671238,1319,1254,0.2535563244905805,0.24222522696542398,477,456,0.09169550173010381,0.08808190071469964,1224,1223,0.235,0.236,5202,5177,0.305,0.305,0.402,0.383,0.707,0.688,3.91,3.82,1380.0,1376.2,600,585,0.11534025374855825,0.11299980683793703,1.23,1.22,5815,5766,2089,1982,16.59,16.26,152,155,2.77,2.75,8.6,8.2,3.11,2.98,7.98,8.0,4.32,4.12,1.22,0.96
SF,STL,SF,STL,-1.5,121,-131,666,721,0.1260647359454855,0.13459025574015307,282,265,0.05337876206700738,0.049467985812955015,21,33,0.003975014196479273,0.006160164271047228,137,159,0.025932235472269544,0.029680791487773008,1306,1166,0.2472080257429491,0.21765913757700206,495,448,0.09369676320272573,0.08362889677058055,1314,1384,0.249,0.258,5283,5357,0.319,0.318,0.388,0.409,0.707,0.727,3.85,4.23,1388.2,1391.0,594,654,0.11243611584327087,0.12208325555348143,1.3,1.32,5915,5933,2049,2192,16.46,16.05,156,155,2.64,2.6,8.46,7.54,3.21,2.9,8.52,8.95,4.32,4.66,0.89,1.03
DET,CLE,DET,CLE,-1.5,129,-137,670,625,0.12793584113041817,0.12005378409527469,232,238,0.04430017185411495,0.0457164809834806,20,18,0.003818980332251289,0.0034575489819439107,184,162,0.035134619056711856,0.0311179408374952,1318,1313,0.25167080389535995,0.25220898962735305,471,515,0.08993698682451785,0.09892431809450634,1265,1247,0.242,0.24,5237,5206,0.309,0.312,0.399,0.386,0.708,0.698,3.98,3.71,1386.0,1387.0,613,571,0.117051747183502,0.10968113714944296,1.25,1.27,5827,5828,2089,2007,16.26,16.53,155,154,2.8,2.55,8.56,8.52,3.06,3.34,8.21,8.09,4.35,4.06,1.19,1.05
TB,BAL,TB,BAL,-1.5,147,-162,647,760,0.1248311788539456,0.1424821897262842,216,242,0.04167470576885973,0.045369328833895765,12,26,0.0023152614316033185,0.004874390701162355,195,207,0.037622998263553926,0.03880764904386952,1362,1302,0.26278217248697666,0.2440944881889764,452,508,0.08720818059039166,0.09523809523809523,1225,1383,0.236,0.259,5183,5334,0.304,0.327,0.396,0.431,0.7,0.758,3.85,4.61,1382.1,1381.2,591,707,0.11402662550646343,0.1325459317585302,1.21,1.37,5746,5952,2050,2298,15.98,16.66,155,155,3.01,2.56,8.87,8.48,2.94,3.31,7.98,9.01,4.21,4.95,1.27,1.35
