favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
SF,TB,SF,TB,-1.5,179,-191,504,509,0.12283694857421398,0.12472433227150208,216,178,0.05264440653180599,0.04361676059789267,17,8,0.004143309773336583,0.0019603038470963,107,157,0.02607847916158908,0.038470962999264884,1030,1039,0.25103582744333414,0.25459446214163195,388,351,0.09456495247379966,0.08600833129135016,1008,967,0.246,0.237,4103,4081,0.315,0.304,0.385,0.4,0.7,0.704,3.74,3.91,1081.0,1087.2,449,473,0.10943212283694857,0.11590296495956873,1.29,1.21,4585,4516,1579,1632,16.32,15.87,121,122,2.65,2.96,8.58,8.6,3.23,2.9,8.39,8.0,4.2,4.21,0.89,1.3
KAN,CWS,CWS,KAN,-1.5,144,-158,471,539,0.11485003657644477,0.13328387734915925,186,223,0.04535479151426482,0.05514342235410485,20,19,0.00487685930260912,0.004698318496538081,124,131,0.03023652767617654,0.032393669634025714,960,930,0.23408924652523774,0.22997032640949555,369,449,0.08997805413313825,0.11102868447082097,976,999,0.238,0.247,4101,4044,0.305,0.329,0.384,0.409,0.689,0.738,3.64,4.11,1086.0,1065.1,439,487,0.10704706169227018,0.12042532146389713,1.24,1.36,4538,4607,1574,1653,16.1,16.71,122,122,2.6,2.07,7.96,7.86,3.06,3.79,8.09,8.44,3.9,4.55,1.03,1.11
NYY,STL,NYY,STL,-1.5,127,-140,525,551,0.12921486586266306,0.13166069295101554,183,202,0.04504061038641398,0.04826762246117085,17,28,0.0041841004184100415,0.006690561529271207,136,120,0.03347280334728033,0.02867383512544803,1086,892,0.2672901796701944,0.213142174432497,425,321,0.10460251046025104,0.07670250896057347,929,1072,0.229,0.256,4063,4185,0.307,0.312,0.382,0.404,0.689,0.716,4.01,4.18,1080.2,1086.2,481,505,0.11838542948560177,0.12066905615292713,1.25,1.28,4567,4597,1554,1690,16.53,15.91,122,121,2.56,2.78,9.04,7.39,3.54,2.66,7.74,8.88,4.37,4.56,1.13,0.99
ARI,COL,ARI,COL,-1.5,-105,100,597,784,0.14133522727272727,0.18228318995582424,257,258,0.06084280303030303,0.05998604975587073,19,26,0.004498106060606061,0.006045105789351314,152,177,0.03598484848484849,0.04115322018135317,995,800,0.23555871212121213,0.1860032550569635,389,423,0.09209280303030302,0.09834922111136946,1077,1287,0.255,0.299,4224,4301,0.323,0.365,0.433,0.495,0.756,0.86,4.52,6.0,1094.0,1064.1,549,709,0.1299715909090909,0.1648453847942339,1.34,1.61,4706,4828,1828,2128,16.47,16.98,123,122,2.56,1.89,8.19,6.76,3.2,3.58,8.86,10.88,4.91,6.63,1.25,1.5
DET,MIN,DET,MIN,-1.5,163,-173,511,545,0.12331081081081081,0.1319293149358509,182,198,0.04391891891891892,0.04793028322440087,14,11,0.0033783783783783786,0.002662793512466715,138,142,0.033301158301158304,0.03437424352457032,1055,1023,0.2545849420849421,0.2476397966594045,358,325,0.08638996138996138,0.07867344468651659,987,1047,0.238,0.253,4144,4131,0.304,0.313,0.389,0.41,0.693,0.723,3.8,4.25,1100.1,1074.0,464,507,0.11196911196911197,0.12273057371096587,1.22,1.28,4599,4567,1611,1693,16.19,16.48,123,121,2.95,3.15,8.63,8.57,2.93,2.72,8.07,8.77,4.18,4.57,1.13,1.19
LAD,SD,LAD,SD,-1.5,172,-188,548,460,0.13352826510721247,0.11502875718929732,195,162,0.04751461988304093,0.04051012753188297,23,14,0.005604288499025341,0.003500875218804701,147,117,0.035818713450292396,0.029257314328582147,1084,1049,0.26413255360623783,0.2623155788947237,424,397,0.10331384015594541,0.09927481870467617,998,904,0.243,0.226,4104,3999,0.32,0.301,0.409,0.361,0.729,0.662,4.15,3.55,1085.1,1080.0,501,426,0.12207602339181287,0.10652663165791448,1.31,1.2,4633,4505,1680,1445,16.72,16.2,122,120,2.56,2.64,8.99,8.74,3.52,3.31,8.28,7.53,4.54,3.83,1.22,0.98
OAK,LAA,LAA,OAK,-1.5,159,-171,648,610,0.15333648840511122,0.14659937515020427,228,171,0.05395172740179839,0.0410958904109589,13,16,0.003076194983435873,0.0038452295121365054,176,167,0.0416469474680549,0.040134583032924775,1012,969,0.23946994794131565,0.2328767123287671,435,464,0.10293421675343115,0.11151165585195866,1080,1080,0.256,0.26,4226,4161,0.331,0.336,0.441,0.429,0.772,0.765,4.88,4.67,1098.1,1082.0,596,562,0.14103170847136773,0.13506368661379475,1.38,1.43,4785,4712,1862,1784,17.3,16.83,124,122,2.33,2.09,8.29,8.06,3.56,3.86,8.85,8.98,5.31,5.07,1.44,1.39
CHC,PIT,CHC,PIT,-1.5,100,-103,493,519,0.12199950507300174,0.1265236470014627,169,234,0.04182133135362534,0.05704534373476353,13,20,0.0032170254887404106,0.0048756704046806435,150,122,0.03711952487008166,0.029741589468551925,914,953,0.22618163820836426,0.23232569478303267,308,361,0.07621875773323435,0.08800585080448561,984,985,0.244,0.24,4041,4102,0.301,0.307,0.403,0.396,0.704,0.703,3.85,4.04,1073.2,1086.0,459,488,0.11358574610244988,0.1189663578742077,1.2,1.24,4438,4567,1629,1625,15.79,16.33,121,122,2.97,2.64,7.66,7.9,2.58,2.99,8.25,8.16,4.13,4.3,1.26,1.01
CLE,ATL,ATL,CLE,-1.5,190,-205,507,539,0.12521610274141765,0.13253012048192772,182,198,0.04494937021486787,0.04868453405458569,14,15,0.003457643862682144,0.003688222276862552,130,141,0.032106693010619906,0.03466928940250799,1017,1069,0.25117312916769574,0.2628473075977379,432,406,0.10669301061990615,0.09982788296041308,975,982,0.241,0.241,4049,4067,0.318,0.316,0.389,0.402,0.707,0.718,3.86,4.25,1077.2,1079.2,462,510,0.11410224746851075,0.12539955741332678,1.31,1.29,4572,4568,1575,1633,16.64,16.68,120,121,2.35,2.63,8.49,8.91,3.61,3.38,8.14,8.19,4.23,4.49,1.09,1.18
MIL,CIN,MIL,CIN,-1.5,141,-150,469,513,0.11657966691523738,0.12503046551303923,170,214,0.04225702212279393,0.05215695832317816,12,12,0.002982848620432513,0.002924689251767,131,136,0.03256276410638827,0.03314647818669266,1049,1016,0.2607506835694755,0.24762368998293932,400,382,0.09942828734775043,0.09310260784791616,927,965,0.23,0.235,4023,4103,0.305,0.306,0.376,0.393,0.681,0.699,3.63,3.85,1077.1,1086.2,434,465,0.10787969177230922,0.11333170850597124,1.23,1.24,4512,4586,1514,1611,16.43,16.57,121,120,2.62,2.66,8.76,8.41,3.34,3.16,7.74,7.99,3.92,4.25,1.09,1.13
HOU,BAL,BAL,HOU,-1.5,148,-159,487,600,0.11998029071199803,0.14419610670511895,197,198,0.04853412170485341,0.047584715212689255,10,22,0.002463661000246366,0.005287190579187695,144,165,0.03547671840354767,0.03965392934390771,1154,995,0.2843064794284306,0.23912521028598893,367,392,0.09041635870904163,0.09420812304734438,941,1094,0.232,0.263,4059,4161,0.301,0.33,0.392,0.44,0.693,0.77,3.78,4.75,1085.0,1071.1,456,565,0.1123429416112343,0.13578466714732035,1.21,1.39,4530,4641,1590,1831,16.26,16.73,119,121,3.14,2.54,9.57,8.36,3.04,3.29,7.81,9.19,4.04,5.04,1.19,1.39
TOR,TEX,TEX,TOR,-1.5,132,-142,550,444,0.13381995133819952,0.10938654841093866,184,166,0.04476885644768856,0.04089677260408968,11,12,0.00267639902676399,0.0029563932002956393,166,122,0.040389294403892946,0.030056664203005668,1092,1007,0.2656934306569343,0.24809066272480906,390,364,0.0948905109489051,0.08967726040896773,980,919,0.238,0.226,4110,4059,0.311,0.294,0.41,0.363,0.721,0.657,4.22,3.35,1090.2,1094.1,512,407,0.1245742092457421,0.1002710027100271,1.26,1.17,4607,4504,1684,1475,16.38,15.79,122,121,2.8,2.77,9.01,8.28,3.22,2.99,8.09,7.56,4.54,3.65,1.37,1.0
