favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
DET,ARI,ARI,DET,-1.5,164,-180,449,533,0.1228454172366621,0.14405405405405405,158,222,0.04322845417236662,0.06,13,16,0.0035567715458276333,0.004324324324324324,115,137,0.03146374829001368,0.03702702702702703,933,895,0.25526675786593706,0.2418918918918919,315,340,0.08618331053351573,0.0918918918918919,882,938,0.241,0.254,3655,3700,0.307,0.323,0.386,0.433,0.693,0.756,3.77,4.6,966.1,959.2,405,490,0.11080711354309165,0.13243243243243244,1.24,1.33,4055,4123,1411,1603,16.26,16.49,108,108,2.96,2.63,8.69,8.39,2.93,3.19,8.21,8.8,4.18,5.0,1.07,1.28
MIN,BOS,BOS,MIN,-1.5,181,-189,471,476,0.1306518723994452,0.12882273342354533,172,139,0.04771151178918169,0.03761840324763194,9,4,0.0024965325936199723,0.0010825439783491205,117,111,0.03245492371705964,0.030040595399188092,908,912,0.251872399445215,0.24682002706359946,279,360,0.07739251040221914,0.09742895805142084,907,910,0.252,0.246,3605,3695,0.31,0.319,0.402,0.376,0.712,0.695,4.21,3.79,938.2,976.0,439,411,0.1217753120665742,0.11123139377537213,1.26,1.3,3986,4154,1448,1390,16.36,16.4,106,107,3.25,2.53,8.71,8.41,2.68,3.32,8.7,8.39,4.52,4.39,1.12,1.02
PHI,CWS,PHI,CWS,-1.5,123,-131,428,477,0.11777655476059438,0.13301728945900726,160,201,0.04402861860209136,0.05605131065253765,12,19,0.003302146395156852,0.005298382598996096,114,114,0.03137039075399009,0.03179029559397657,991,795,0.2727022564667034,0.22169548243167875,308,398,0.08475509080902587,0.11098717233686559,884,898,0.243,0.25,3634,3586,0.307,0.332,0.388,0.412,0.695,0.744,3.75,4.1,953.1,941.2,397,429,0.10924600990643918,0.1196319018404908,1.25,1.38,4011,4084,1410,1479,16.3,16.66,105,108,3.22,2.0,9.36,7.6,2.91,3.8,8.35,8.58,4.04,4.56,1.08,1.09
KAN,ATL,ATL,KAN,-1.5,175,-180,411,466,0.11350455675227837,0.132348764555524,171,178,0.04722452361226181,0.05055381993751775,17,13,0.004694835680751174,0.003692132916785004,112,124,0.030930682132007732,0.03521726782164158,870,956,0.24026512013256007,0.2715137744958819,331,357,0.09141121237227286,0.10139165009940358,858,847,0.237,0.241,3621,3521,0.305,0.316,0.386,0.404,0.691,0.72,3.57,4.22,960.1,936.2,381,439,0.1052195526097763,0.12468048849758591,1.24,1.29,4016,3964,1399,1423,16.1,16.7,108,105,2.63,2.68,8.15,9.19,3.1,3.43,8.04,8.14,3.85,4.48,1.05,1.19
HOU,WAS,WAS,HOU,-1.5,186,-202,423,564,0.11772891733927081,0.15469007131102577,175,176,0.048705816866128585,0.04827207899067471,10,24,0.0027831895352073478,0.006582556226001097,126,123,0.03506818814361258,0.03373560065825562,1048,808,0.29167826328973,0.22161272627537026,321,355,0.08934038408015586,0.09736697750959956,825,962,0.23,0.264,3593,3646,0.298,0.337,0.389,0.426,0.687,0.763,3.71,5.09,962.0,940.1,397,532,0.1104926245477317,0.14591332967635764,1.19,1.4,4002,4116,1398,1555,16.21,16.93,105,107,3.26,2.28,9.8,7.73,3.0,3.4,7.72,9.21,3.96,5.4,1.18,1.18
MIL,CHC,CHC,MIL,-1.5,183,-199,412,454,0.11595834506051224,0.1260410882842865,146,149,0.04109203490008444,0.041365907828983896,11,13,0.0030959752321981426,0.003609106052193226,113,139,0.03180410920349001,0.03858967240421988,928,794,0.26118772867998874,0.22043309272626319,354,285,0.09963411201801295,0.07912270960577457,822,893,0.231,0.248,3553,3602,0.306,0.307,0.374,0.412,0.68,0.719,3.57,3.97,951.1,951.2,377,420,0.10610751477624543,0.11660188784008883,1.24,1.24,3989,3966,1329,1485,16.47,15.89,107,107,2.62,2.79,8.78,7.51,3.35,2.7,7.78,8.45,3.9,4.29,1.07,1.31
SF,PIT,SF,PIT,-1.5,108,-123,436,419,0.12074217668235945,0.11749859786876052,187,196,0.051786208806424816,0.054963544587773416,17,17,0.004707837164220438,0.0047672462142456535,94,99,0.026031570202160067,0.027762198541783512,918,820,0.2542232068679036,0.22994952327537857,343,312,0.09498753807809471,0.08749298934380258,877,829,0.243,0.232,3611,3566,0.313,0.3,0.382,0.38,0.695,0.68,3.66,3.7,954.2,954.2,388,393,0.10744945998338411,0.11020751542344363,1.28,1.2,4035,3963,1380,1356,16.17,16.09,107,107,2.68,2.63,8.65,7.73,3.23,2.94,8.27,7.82,4.11,3.95,0.89,0.93
SEA,OAK,SEA,OAK,-1.5,120,-130,471,595,0.1273661438615468,0.1576158940397351,160,210,0.04326663061114116,0.05562913907284768,12,12,0.003244997295835587,0.0031788079470198675,120,158,0.03244997295835587,0.04185430463576159,910,884,0.24607896160086534,0.2341721854304636,335,389,0.0905895078420768,0.10304635761589404,896,984,0.242,0.261,3698,3775,0.311,0.336,0.389,0.448,0.7,0.784,3.87,5.04,978.2,974.0,421,545,0.11384532179556517,0.14437086092715232,1.26,1.41,4135,4279,1440,1692,16.26,17.34,108,110,2.72,2.27,8.37,8.17,3.08,3.59,8.24,9.09,4.33,5.5,1.1,1.46
STL,MIA,STL,MIA,-1.5,150,-163,490,500,0.1319687584163749,0.13869625520110956,186,192,0.05009426339886884,0.05325936199722608,25,17,0.006733099919202801,0.004715672676837725,103,111,0.02774037166711554,0.030790568654646324,793,834,0.21357392943711284,0.23134535367545075,288,333,0.07756531106921627,0.09237170596393897,955,899,0.257,0.249,3713,3605,0.314,0.318,0.404,0.404,0.718,0.722,4.19,4.4,963.2,943.1,449,461,0.1209264745488823,0.127877947295423,1.29,1.31,4085,4028,1500,1458,15.91,16.5,107,106,2.75,2.5,7.41,7.96,2.69,3.18,8.92,8.58,4.58,4.77,0.96,1.06
NYY,TB,NYY,TB,-1.5,160,-172,457,443,0.12826269997193376,0.12315818737837086,153,155,0.042941341566095984,0.04309146510981374,16,7,0.004490597810833568,0.0019460661662496525,120,139,0.03367948358125175,0.03864331387267167,944,899,0.26494527083918046,0.24993049763691966,366,307,0.10272242492281786,0.08534890186266333,815,853,0.229,0.237,3563,3597,0.305,0.303,0.382,0.4,0.687,0.703,3.99,3.87,945.2,957.2,419,412,0.11759753017120404,0.11453989435640811,1.25,1.21,3996,3974,1360,1439,16.44,15.81,107,107,2.58,2.93,8.98,8.45,3.48,2.89,7.76,8.02,4.35,4.16,1.14,1.31
NYM,SD,NYM,SD,-1.5,162,-176,425,413,0.11772853185595568,0.1164364251480124,162,148,0.04487534626038781,0.04172540174795602,15,12,0.004155124653739612,0.0033831406822667043,94,106,0.0260387811634349,0.029884409360022554,920,911,0.2548476454293629,0.2568367634620806,389,358,0.1077562326869806,0.10093036368762334,863,809,0.239,0.228,3610,3547,0.319,0.304,0.37,0.366,0.689,0.67,3.58,3.58,958.0,953.0,381,379,0.10554016620498614,0.10685085988159007,1.31,1.22,4086,3998,1337,1299,16.91,16.28,107,106,2.37,2.54,8.64,8.6,3.65,3.38,8.11,7.64,3.99,3.9,0.88,1.0
TEX,LAA,TEX,LAA,-1.5,144,-161,377,535,0.1060478199718706,0.14514378730330982,143,155,0.04022503516174402,0.042051003798155184,11,12,0.0030942334739803095,0.0032555615843733042,97,144,0.02728551336146273,0.03906673901247965,881,844,0.24781997187060478,0.2289744981009224,313,412,0.0880450070323488,0.11177428106348346,804,956,0.226,0.259,3555,3686,0.292,0.337,0.354,0.425,0.646,0.762,3.22,4.59,959.1,958.0,343,489,0.09648382559774965,0.13266413456321216,1.16,1.43,3937,4176,1260,1567,15.69,16.78,106,108,2.81,2.05,8.27,7.93,2.94,3.87,7.54,8.98,3.54,5.03,0.91,1.35
LAD,CIN,LAD,CIN,-1.5,101,-108,496,450,0.13618890719384955,0.12520868113522537,178,191,0.04887424492037342,0.053144129104062326,22,10,0.0060406370126304225,0.0027824151363383415,131,121,0.03596924766611752,0.033667223149693934,946,894,0.25974739154310816,0.24874791318864775,381,339,0.10461285008237232,0.09432387312186978,888,842,0.244,0.234,3642,3594,0.321,0.306,0.413,0.394,0.734,0.7,4.26,3.87,963.1,953.2,456,410,0.12520593080724876,0.11407902058987202,1.32,1.24,4114,4026,1503,1416,16.73,16.59,108,105,2.48,2.64,8.84,8.44,3.56,3.2,8.3,7.95,4.63,4.25,1.22,1.14
CLE,COL,COL,CLE,-1.5,124,-131,453,660,0.12674874090654728,0.17609391675560299,164,221,0.04588696138780078,0.05896478121664888,12,24,0.003357582540570789,0.0064034151547491995,119,147,0.03329602686066033,0.03922091782283885,889,702,0.24874090654728595,0.18729989327641408,382,372,0.10688304420817012,0.09925293489861259,872,1109,0.244,0.296,3574,3748,0.321,0.361,0.396,0.485,0.717,0.846,3.94,5.65,950.2,934.0,416,586,0.11639619473978735,0.15635005336179295,1.32,1.59,4039,4210,1417,1819,16.7,16.92,106,107,2.33,1.89,8.42,6.76,3.62,3.58,8.26,10.69,4.29,6.36,1.13,1.42
