favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
BOS,MIA,MIA,BOS,-1.5,-116,115,527,591,0.12553596950929014,0.1418967587034814,159,219,0.0378751786565031,0.05258103241296518,6,19,0.0014292520247737017,0.004561824729891957,125,135,0.02977608384945212,0.03241296518607443,1009,969,0.2403525488327775,0.23265306122448978,408,379,0.09718913768461172,0.09099639855942376,1030,1036,0.245,0.249,4198,4165,0.319,0.317,0.375,0.408,0.694,0.725,3.73,4.56,1109.0,1088.1,460,551,0.1095759885659838,0.13229291716686675,1.3,1.3,4717,4648,1576,1698,16.33,16.55,122,123,2.47,2.56,8.19,8.01,3.31,3.13,8.36,8.57,4.28,4.89,1.01,1.12
SF,TB,SF,TB,-1.5,173,-189,506,510,0.12234042553191489,0.12393681652490887,216,179,0.05222437137330754,0.043499392466585664,17,8,0.004110251450676982,0.0019441069258809235,107,157,0.025870406189555127,0.038153098420413124,1039,1053,0.25120889748549324,0.2558930741190765,390,352,0.09429400386847195,0.08554070473876063,1015,974,0.245,0.237,4136,4115,0.315,0.303,0.383,0.399,0.698,0.702,3.72,3.89,1090.0,1096.2,451,474,0.10904255319148937,0.11518833535844472,1.29,1.21,4621,4551,1586,1640,16.31,15.86,122,123,2.66,2.99,8.58,8.64,3.22,2.89,8.38,7.99,4.18,4.19,0.88,1.29
CIN,MIL,MIL,CIN,-1.5,172,-191,519,474,0.12524131274131275,0.11669128508124077,216,171,0.052123552123552123,0.042097488921713444,12,12,0.0028957528957528956,0.0029542097488921715,137,134,0.03305984555984556,0.032988675529295915,1023,1062,0.24686293436293436,0.2614475627769572,389,403,0.09387065637065638,0.09921221073362875,973,936,0.235,0.23,4144,4062,0.306,0.305,0.392,0.377,0.698,0.682,3.84,3.61,1097.2,1088.1,468,437,0.11293436293436293,0.10758247168882323,1.24,1.23,4634,4555,1624,1533,16.56,16.42,121,122,2.63,2.64,8.39,8.78,3.19,3.33,7.98,7.74,4.26,3.92,1.12,1.11
LAD,SD,LAD,SD,-1.5,153,-161,548,466,0.13255926463473633,0.11571889744226471,197,162,0.04765360425737784,0.04022845790911348,23,14,0.005563618771165941,0.003476533399553017,147,118,0.03555878084179971,0.029302210081946858,1090,1053,0.2636671504596033,0.2614849764092376,427,403,0.10328979196903725,0.10007449714427613,1004,909,0.243,0.226,4134,4027,0.319,0.302,0.408,0.361,0.727,0.663,4.12,3.56,1094.1,1088.0,501,430,0.12119013062409288,0.10677924012912839,1.31,1.21,4666,4540,1688,1453,16.71,16.21,123,121,2.55,2.61,8.96,8.71,3.51,3.33,8.26,7.52,4.51,3.85,1.21,0.98
NYY,STL,NYY,STL,-1.5,113,-118,533,563,0.12996830041453303,0.1332544378698225,184,204,0.0448671055840039,0.048284023668639056,18,28,0.0043891733723482075,0.006627218934911243,139,123,0.03389417215313338,0.02911242603550296,1098,905,0.2677395757132407,0.21420118343195266,426,327,0.10387710314557425,0.07739644970414201,941,1087,0.229,0.257,4101,4225,0.307,0.313,0.385,0.406,0.692,0.719,4.04,4.25,1089.2,1095.2,489,517,0.11923920994879297,0.12236686390532545,1.25,1.29,4606,4644,1578,1716,16.54,15.94,123,122,2.58,2.77,9.07,7.43,3.52,2.69,7.77,8.93,4.4,4.62,1.15,1.01
LAA,OAK,LAA,OAK,-1.5,141,-159,617,650,0.1471851145038168,0.15261798544259217,171,228,0.04079198473282443,0.05353369335524771,16,13,0.003816793893129771,0.0030523597088518433,169,176,0.04031488549618321,0.041324254519840335,975,1023,0.2325858778625954,0.24019722939657195,472,440,0.11259541984732824,0.10331063629960084,1088,1087,0.26,0.255,4192,4259,0.337,0.331,0.429,0.439,0.766,0.77,4.7,4.85,1090.0,1107.1,569,597,0.13573473282442747,0.14017374970650387,1.43,1.38,4751,4824,1798,1869,16.86,17.31,123,125,2.07,2.33,8.05,8.31,3.9,3.58,8.98,8.83,5.09,5.28,1.4,1.43
KAN,CWS,CWS,KAN,-1.5,123,-136,473,545,0.11441702951136913,0.13370951913640824,188,225,0.045476536042573776,0.055201177625122666,20,19,0.004837929366231253,0.004661432777232581,124,133,0.02999516207063377,0.03263002944062807,967,940,0.2339138848572811,0.23061825318940138,372,452,0.0899854862119013,0.11089303238469088,984,1009,0.238,0.248,4134,4076,0.305,0.329,0.383,0.41,0.688,0.739,3.62,4.13,1095.0,1073.1,441,492,0.10667634252539913,0.12070657507360157,1.24,1.36,4575,4642,1584,1671,16.12,16.74,123,123,2.6,2.08,7.95,7.88,3.06,3.79,8.09,8.46,3.89,4.57,1.02,1.12
HOU,BAL,BAL,HOU,-1.5,163,-182,491,605,0.11972689587905389,0.14397905759162305,198,198,0.048280907095830286,0.04712041884816754,11,22,0.0026822726164350157,0.005235602094240838,146,166,0.03560107290904657,0.039504997620180865,1168,1011,0.2848085832723726,0.24059971442170394,369,401,0.08997805413313825,0.095430747263208,948,1102,0.231,0.262,4101,4202,0.3,0.33,0.392,0.438,0.692,0.768,3.77,4.73,1097.0,1083.0,460,569,0.11216776396000976,0.13541170871013802,1.2,1.39,4575,4691,1606,1842,16.23,16.72,120,122,3.17,2.52,9.58,8.4,3.03,3.33,7.78,9.16,4.03,5.03,1.2,1.38
CLE,ATL,ATL,CLE,-1.5,181,-202,517,540,0.12646771037181997,0.13173944864601123,187,198,0.04574363992172211,0.048304464503537446,14,15,0.003424657534246575,0.003659429129055867,131,142,0.03204500978473581,0.03464259575506221,1023,1077,0.2502446183953033,0.26274701146621127,434,408,0.10616438356164383,0.09953647231031959,990,988,0.242,0.241,4088,4099,0.318,0.315,0.391,0.401,0.709,0.716,3.89,4.22,1086.2,1088.2,470,511,0.1149706457925636,0.12466455232983654,1.31,1.28,4616,4602,1598,1642,16.66,16.66,121,122,2.36,2.64,8.47,8.9,3.59,3.37,8.2,8.17,4.28,4.46,1.08,1.17
SEA,NYM,SEA,NYM,-1.5,141,-156,531,515,0.1254725897920605,0.12451644100580271,186,189,0.04395085066162571,0.0456963249516441,14,17,0.0033081285444234404,0.004110251450676982,145,114,0.034262759924385634,0.02756286266924565,1062,1051,0.250945179584121,0.254110251450677,371,443,0.08766540642722118,0.1071083172147002,1011,994,0.239,0.24,4232,4136,0.306,0.32,0.392,0.377,0.698,0.697,3.82,3.79,1123.1,1091.0,477,459,0.11271266540642721,0.11097678916827854,1.23,1.32,4714,4680,1660,1559,16.16,16.98,124,122,2.86,2.37,8.51,8.67,2.97,3.65,8.1,8.2,4.25,4.25,1.16,0.94
