favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
LAD,PIT,LAD,PIT,-1.5,106,-109,608,569,0.13180143073921527,0.12332032943216298,222,254,0.04812486451333189,0.055049848287819676,24,20,0.00520268805549534,0.004334633723450368,159,134,0.03446780836765662,0.02904204594711747,1229,1095,0.26642098417515714,0.23732119635890767,470,398,0.10188597442011706,0.08625921109666233,1112,1094,0.241,0.237,4613,4614,0.316,0.304,0.403,0.388,0.719,0.692,4.12,3.91,1224.2,1225.2,561,532,0.12161283329720356,0.1153012570437798,1.29,1.22,5201,5132,1859,1790,16.63,16.23,138,138,2.61,2.75,9.03,8.04,3.45,2.92,8.17,8.03,4.47,4.18,1.17,0.98
STL,OAK,STL,OAK,-1.5,189,-218,648,721,0.13590604026845637,0.15118473474522962,237,253,0.049706375838926176,0.05305095407842315,31,15,0.0065016778523489934,0.003145313482910463,145,197,0.030411073825503357,0.04130845040889075,1031,1152,0.21623322147651006,0.2415600754875236,392,492,0.08221476510067115,0.1031662822394632,1228,1206,0.258,0.253,4768,4769,0.317,0.328,0.411,0.436,0.728,0.764,4.27,4.8,1236.2,1243.1,587,663,0.12311241610738255,0.13902285594464248,1.31,1.37,5267,5396,1962,2080,15.99,17.24,138,140,2.63,2.34,7.5,8.34,2.85,3.56,8.94,8.73,4.72,5.22,1.06,1.43
SEA,TB,SEA,TB,-1.5,125,-134,618,571,0.13018748683378975,0.12459087933667903,217,192,0.04571308194649252,0.04189395592406721,15,8,0.0031598904571308196,0.0017455814968361336,169,181,0.0356014324836739,0.039493781365917524,1186,1194,0.24984200547714347,0.2605280384027929,415,396,0.08742363598061934,0.08640628409338862,1157,1086,0.244,0.237,4747,4583,0.311,0.304,0.403,0.401,0.714,0.705,4.01,3.89,1251.2,1222.1,558,528,0.11754792500526648,0.11520837879118481,1.26,1.21,5288,5071,1911,1837,16.23,15.89,139,137,2.86,3.02,8.53,8.79,2.98,2.92,8.32,8.0,4.44,4.2,1.22,1.33
SD,BAL,SD,BAL,-1.5,134,-143,537,688,0.11802197802197802,0.14450745641671917,179,220,0.03934065934065934,0.04620877966813695,15,23,0.0032967032967032967,0.004830917874396135,144,188,0.03164835164835165,0.03948750262549885,1195,1140,0.26263736263736265,0.23944549464398235,456,445,0.10021978021978022,0.0934677588741861,1023,1246,0.225,0.262,4550,4761,0.301,0.328,0.366,0.436,0.667,0.764,3.64,4.69,1227.0,1227.0,496,640,0.10901098901098902,0.13442554085276204,1.21,1.38,5125,5308,1664,2076,16.31,16.65,137,138,2.62,2.56,8.77,8.36,3.34,3.26,7.5,9.14,3.94,5.05,1.06,1.38
ARI,TEX,TEX,ARI,-1.5,168,-174,673,514,0.14003329171868498,0.1113759479956663,282,195,0.05867665418227216,0.04225352112676056,26,13,0.005409904286308781,0.0028169014084507044,167,149,0.03474823137744486,0.03228602383531961,1115,1155,0.23200166458593424,0.2502708559046587,437,409,0.09092800665834373,0.0886240520043337,1220,1049,0.254,0.227,4806,4615,0.321,0.295,0.428,0.372,0.749,0.667,4.48,3.45,1246.2,1243.1,621,477,0.12921348314606743,0.10335861321776815,1.33,1.17,5345,5114,2055,1717,16.47,15.79,140,138,2.55,2.82,8.05,8.36,3.15,2.96,8.81,7.59,4.86,3.72,1.21,1.08
TOR,CIN,TOR,CIN,-1.5,106,-116,633,594,0.13537211291702309,0.12790697674418605,214,240,0.04576561163387511,0.05167958656330749,13,16,0.002780153977758768,0.0034453057708871662,189,161,0.040419161676646706,0.03466838931955211,1233,1175,0.2636869118905047,0.25301464254952627,438,433,0.09366980325064157,0.09323858742463394,1133,1093,0.242,0.235,4676,4644,0.314,0.306,0.415,0.398,0.729,0.704,4.26,3.9,1234.0,1230.2,584,533,0.12489307100085544,0.11477174849267872,1.27,1.24,5233,5194,1940,1848,16.51,16.6,138,136,2.82,2.71,8.99,8.59,3.19,3.17,8.26,7.99,4.62,4.34,1.38,1.18
MIA,WAS,MIA,WAS,-1.5,114,-124,689,753,0.1457584091389888,0.159736953754773,247,229,0.05225301459699598,0.048578701739499366,21,27,0.0044425639940765815,0.0057276198557488335,161,179,0.03405965728792046,0.03797199830292745,1095,1063,0.231647979691136,0.22549851506151888,436,469,0.09223609054368521,0.09949087823504454,1175,1259,0.249,0.267,4727,4714,0.318,0.34,0.412,0.441,0.73,0.781,4.66,5.31,1232.1,1210.1,638,714,0.13496932515337423,0.15146372507424694,1.31,1.43,5283,5329,1947,2079,16.61,17.1,139,138,2.51,2.27,8.0,7.9,3.18,3.49,8.58,9.36,5.03,5.6,1.18,1.33
NYM,DET,NYM,DET,-1.5,147,-159,599,593,0.12782757148954332,0.12665527552328065,219,207,0.04673495518565941,0.04421187526697992,22,17,0.004694835680751174,0.003630926954293037,124,160,0.026461801109688432,0.03417343015805212,1194,1186,0.25480153649167736,0.2533105510465613,489,409,0.10435339308578745,0.08735583084152072,1139,1124,0.243,0.24,4686,4682,0.321,0.306,0.379,0.394,0.7,0.7,3.9,3.9,1232.0,1241.2,534,538,0.11395646606914213,0.11490815890645023,1.32,1.23,5294,5202,1774,1845,16.97,16.16,138,139,2.44,2.9,8.72,8.6,3.57,2.96,8.32,8.15,4.38,4.3,0.91,1.16
CHC,ATL,CHC,ATL,-1.5,142,-154,568,632,0.12244018107350722,0.13550600343053174,197,223,0.04246604871739599,0.04781303602058319,17,20,0.0036645828842422935,0.004288164665523156,171,168,0.036861392541496014,0.036020583190394515,1061,1190,0.22871308471653373,0.25514579759862777,361,463,0.07781849536538046,0.09927101200686106,1128,1146,0.243,0.246,4639,4664,0.302,0.319,0.404,0.41,0.706,0.729,3.87,4.39,1233.0,1230.0,530,600,0.11424876050873033,0.12864493996569468,1.21,1.31,5105,5234,1872,1913,15.78,16.71,139,138,2.94,2.57,7.74,8.71,2.64,3.39,8.23,8.39,4.15,4.62,1.25,1.23
MIN,CWS,CWS,MIN,-1.5,125,-136,654,636,0.1390010626992561,0.13736501079913607,232,254,0.049309245483528164,0.05485961123110151,11,20,0.0023379383634431457,0.004319654427645789,168,155,0.035706695005313496,0.03347732181425486,1157,1072,0.2459086078639745,0.23153347732181426,389,515,0.08267800212539851,0.11123110151187905,1217,1146,0.259,0.248,4705,4630,0.32,0.329,0.42,0.411,0.74,0.74,4.51,4.22,1215.0,1216.1,609,570,0.12943676939426144,0.12311015118790497,1.32,1.37,5218,5272,1975,1905,16.73,16.78,137,139,2.97,2.08,8.57,7.93,2.88,3.81,9.01,8.48,4.84,4.71,1.24,1.15
