favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
SEA,COL,COL,SEA,-1.5,-106,-104,678,1001,0.12569521690767518,0.18068592057761731,241,325,0.04467927326659251,0.058664259927797835,16,30,0.0029662588060808304,0.005415162454873646,187,245,0.034668149796069705,0.04422382671480144,1383,1070,0.25639599555061177,0.1931407942238267,443,535,0.082128290693363,0.09657039711191336,1301,1645,0.241,0.297,5394,5540,0.305,0.363,0.396,0.499,0.701,0.862,3.87,5.99,1426.2,1375.1,613,915,0.11364479050797183,0.1651624548736462,1.22,1.59,5986,6222,2135,2765,16.15,17.03,158,158,3.12,2.0,8.72,7.0,2.79,3.5,8.21,10.76,4.28,6.55,1.18,1.6
TB,BAL,TB,BAL,-1.5,156,-160,655,766,0.125,0.1418255878541011,217,246,0.04141221374045802,0.04554712090353638,12,26,0.0022900763358778627,0.004813923347528236,196,209,0.03740458015267176,0.038696537678207736,1376,1316,0.26259541984732826,0.24365858174412147,460,510,0.08778625954198473,0.09442695797074616,1235,1396,0.236,0.258,5240,5401,0.304,0.326,0.394,0.43,0.698,0.756,3.85,4.57,1399.1,1399.2,599,711,0.11431297709923664,0.13164228846509907,1.21,1.36,5815,6022,2064,2321,15.99,16.64,157,157,2.99,2.58,8.85,8.46,2.96,3.28,7.94,8.98,4.21,4.93,1.26,1.34
TEX,MIN,MIN,TEX,-1.5,153,-166,586,768,0.11181072314443809,0.1426448736998514,224,273,0.04273993512688418,0.05070579494799406,15,13,0.0028620492272467086,0.0024145616641901933,166,192,0.03167334478153024,0.03566121842496285,1307,1327,0.24937988933409655,0.24647102526002973,453,454,0.0864338866628506,0.08432392273402675,1202,1391,0.229,0.258,5241,5384,0.295,0.321,0.373,0.421,0.668,0.742,3.45,4.65,1407.1,1391.0,539,718,0.10284296889906507,0.13335809806835067,1.18,1.33,5795,5986,1954,2266,15.83,16.79,156,157,2.89,2.92,8.36,8.59,2.9,2.94,7.69,9.0,3.75,4.97,1.06,1.24
KAN,LAA,KAN,LAA,-1.5,141,-151,625,813,0.1179690449226123,0.15162252890712422,249,245,0.04699886749716874,0.04569190600522193,26,22,0.004907512268780672,0.004102946661693398,167,213,0.03152132880332201,0.03972398358821335,1228,1243,0.23178557946394865,0.23181648638567698,468,610,0.08833522083805209,0.11376352107422603,1280,1394,0.242,0.26,5298,5362,0.307,0.338,0.393,0.433,0.7,0.771,3.75,4.86,1401.0,1395.1,584,754,0.11023027557568894,0.14061917195076465,1.25,1.44,5854,6100,2082,2322,16.21,16.83,158,158,2.62,2.04,7.89,8.02,3.01,3.93,8.22,8.99,4.01,5.24,1.07,1.37
NYY,CWS,NYY,CWS,-1.5,-139,133,675,722,0.12764750378214826,0.137210186240973,241,282,0.045574886535552195,0.053591790193842644,22,23,0.00416036308623298,0.004370961611554542,169,180,0.03195915279878971,0.03420752565564424,1401,1242,0.2649394856278366,0.23603192702394526,544,583,0.10287443267776097,0.11079437476244774,1219,1305,0.231,0.248,5288,5262,0.307,0.329,0.38,0.413,0.687,0.742,3.94,4.25,1403.2,1382.0,615,652,0.11630105900151286,0.12390725959711137,1.26,1.37,5936,5979,2011,2173,16.54,16.87,158,158,2.58,2.13,8.98,8.09,3.49,3.8,7.82,8.5,4.33,4.7,1.08,1.17
NYM,CHC,NYM,CHC,-1.5,156,-178,700,637,0.13148009015777612,0.12133333333333333,252,217,0.0473328324567994,0.04133333333333333,23,22,0.004320060105184072,0.004190476190476191,145,198,0.027235161532682194,0.037714285714285714,1356,1221,0.25469571750563486,0.23257142857142857,547,397,0.10274229902329075,0.07561904761904761,1311,1256,0.246,0.239,5324,5250,0.323,0.297,0.384,0.402,0.707,0.699,4.03,3.81,1398.0,1399.0,626,593,0.11758076634109692,0.11295238095238096,1.33,1.18,6014,5763,2044,2111,16.91,15.74,157,158,2.48,3.08,8.73,7.85,3.52,2.55,8.44,8.08,4.51,4.1,0.93,1.27
TOR,BOS,BOS,TOR,-1.5,159,-174,713,662,0.13412340105342363,0.12373831775700934,251,212,0.047215951843491345,0.03962616822429907,14,8,0.0026335590669676447,0.0014953271028037382,206,161,0.03875094055680963,0.030093457943925234,1388,1324,0.26109857035364936,0.2474766355140187,502,515,0.09443190368698269,0.09626168224299066,1287,1301,0.242,0.243,5316,5350,0.314,0.316,0.411,0.376,0.725,0.692,4.24,3.73,1402.0,1413.1,661,585,0.12434161023325808,0.10934579439252337,1.28,1.28,5943,6001,2184,2012,16.47,16.31,156,156,2.76,2.57,8.91,8.43,3.22,3.28,8.26,8.28,4.58,4.22,1.32,1.03
HOU,OAK,HOU,OAK,-1.5,144,-154,653,790,0.12374455182869054,0.1473056125303002,237,280,0.044911881750994885,0.0522095841879545,16,19,0.0030320257722190637,0.0035427932127540555,194,217,0.03676331248815615,0.04046242774566474,1468,1291,0.27818836460109914,0.24072347566660451,495,552,0.0938032973280273,0.10292746597053888,1228,1348,0.233,0.251,5277,5363,0.303,0.327,0.394,0.432,0.697,0.759,3.88,4.66,1407.0,1401.2,607,726,0.11502747773356073,0.13537199328733918,1.22,1.36,5897,6066,2079,2317,16.35,17.19,155,158,2.97,2.34,9.39,8.29,3.17,3.54,7.86,8.66,4.18,5.07,1.24,1.39
LAD,ARI,LAD,ARI,-1.5,106,-114,677,753,0.12905070529927565,0.1388274336283186,246,310,0.04689287075867327,0.05715339233038348,24,29,0.004574914220358368,0.005346607669616519,174,187,0.03316812809759817,0.034476401179941,1452,1254,0.27678231033168127,0.23119469026548672,553,485,0.10541364849409074,0.08941740412979352,1224,1362,0.233,0.251,5246,5424,0.311,0.317,0.389,0.422,0.7,0.739,4.02,4.42,1405.0,1411.0,628,693,0.11971025543271063,0.1277654867256637,1.26,1.31,5931,6024,2040,2291,16.63,16.44,158,158,2.63,2.59,9.3,8.0,3.54,3.09,7.84,8.69,4.34,4.8,1.11,1.19
PHI,MIA,MIA,PHI,-1.5,133,-142,641,790,0.11963419186263531,0.1458910433979686,246,276,0.04591265397536394,0.05096952908587258,15,23,0.002799552071668533,0.004247460757156048,173,197,0.03228816722657708,0.03638042474607572,1427,1254,0.26633072041806644,0.23157894736842105,424,489,0.07913400522583053,0.09030470914127424,1317,1350,0.246,0.249,5358,5415,0.305,0.317,0.394,0.418,0.699,0.735,3.85,4.66,1403.1,1408.1,600,729,0.11198208286674133,0.13462603878116344,1.24,1.31,5883,6038,2112,2263,16.2,16.6,156,158,3.37,2.56,9.15,8.01,2.72,3.12,8.45,8.63,4.11,5.05,1.11,1.26
