favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
CHC,MIL,CHC,MIL,-1.5,154,-164,504,477,0.12159227985524729,0.11560833737275812,176,172,0.04246079613992763,0.04168686379059622,13,12,0.0031363088057901087,0.00290838584585555,153,134,0.03691194209891435,0.03247697527872031,945,1077,0.22798552472858866,0.2610276296655356,320,410,0.07720144752714113,0.09936984973339796,1007,946,0.243,0.229,4145,4126,0.301,0.304,0.402,0.374,0.703,0.678,3.83,3.56,1100.2,1106.2,469,438,0.11314837153196622,0.10615608337372757,1.21,1.23,4556,4628,1668,1544,15.81,16.39,124,124,2.95,2.63,7.73,8.76,2.62,3.33,8.23,7.69,4.12,3.88,1.25,1.09
SD,SF,SD,SF,-1.5,104,-107,475,510,0.11610853092153507,0.12139966674601285,163,217,0.03984355903202151,0.05165436800761723,14,17,0.0034221461745294547,0.004046655558200428,124,108,0.030310437545832316,0.025708164722685074,1074,1055,0.26252749938890246,0.25113068317067366,411,392,0.10046443412368614,0.09331111640085694,923,1026,0.226,0.244,4091,4201,0.302,0.314,0.363,0.381,0.665,0.695,3.58,3.67,1105.0,1108.0,439,452,0.10730872647274504,0.10759343013568198,1.21,1.28,4612,4689,1486,1601,16.22,16.28,123,124,2.61,2.69,8.75,8.57,3.35,3.18,7.52,8.33,3.87,4.14,1.01,0.88
CIN,LAA,CIN,LAA,-1.5,130,-139,522,626,0.12399049881235154,0.14670728849308648,218,174,0.05178147268408551,0.040778064213733305,13,19,0.0030878859857482186,0.00445277712678697,138,173,0.0327790973871734,0.040543707522849776,1041,992,0.24726840855106888,0.23248183735645653,395,480,0.09382422802850356,0.11249121162409187,986,1110,0.234,0.26,4210,4267,0.305,0.337,0.39,0.431,0.695,0.768,3.8,4.69,1116.2,1109.0,471,578,0.11187648456057007,0.13545816733067728,1.24,1.43,4706,4836,1644,1841,16.53,16.87,123,125,2.64,2.07,8.39,8.05,3.18,3.9,7.95,9.01,4.21,5.08,1.11,1.4
LAD,COL,LAD,COL,-1.5,-184,173,556,799,0.13234944060937873,0.1812202313449762,204,264,0.04855986669840514,0.05987752324790202,23,26,0.005474886931682933,0.005897028804717623,149,180,0.03546774577481552,0.04082558403266047,1109,830,0.26398476553201616,0.18825130415060104,430,431,0.10235658176624614,0.09775459287820368,1020,1317,0.243,0.299,4201,4409,0.319,0.364,0.409,0.493,0.728,0.857,4.12,5.96,1111.2,1091.1,509,723,0.12116162818376577,0.1639827625311862,1.3,1.6,4738,4948,1717,2173,16.71,17.0,125,125,2.58,1.93,8.98,6.84,3.48,3.55,8.26,10.86,4.5,6.59,1.21,1.48
ARI,CLE,CLE,ARI,-1.5,170,-189,616,523,0.1424277456647399,0.12575138254388074,262,189,0.06057803468208092,0.045443616253907186,20,15,0.004624277456647399,0.0036066362106275548,156,132,0.036069364161849714,0.03173839865352248,1012,1044,0.23398843930635838,0.2510218802596778,392,442,0.09063583815028901,0.10627554700649194,1103,1006,0.255,0.242,4325,4159,0.323,0.318,0.433,0.39,0.756,0.708,4.57,3.86,1119.0,1104.2,568,474,0.13132947976878612,0.11396970425583072,1.34,1.31,4812,4696,1873,1621,16.45,16.7,126,123,2.58,2.36,8.14,8.51,3.15,3.6,8.87,8.2,4.95,4.26,1.25,1.08
KAN,TEX,TEX,KAN,-1.5,190,-214,478,466,0.11367419738406659,0.11193850588517895,191,170,0.045422116527942924,0.04083593562334855,20,12,0.0047562425683709865,0.002882536632236368,125,132,0.029726516052318668,0.03170790295460005,982,1031,0.23353151010701545,0.24765793898630795,376,376,0.08941736028537456,0.0903194811434062,1004,952,0.239,0.229,4205,4163,0.305,0.297,0.383,0.37,0.688,0.667,3.6,3.45,1113.0,1119.1,445,429,0.10582639714625446,0.10305068460245016,1.24,1.19,4650,4621,1610,1542,16.12,15.84,125,124,2.61,2.74,7.94,8.29,3.04,3.02,8.12,7.65,3.87,3.75,1.01,1.06
MIN,OAK,OAK,MIN,-1.5,157,-169,554,661,0.13196760362077178,0.1537924616100512,203,231,0.048356360171510245,0.05374592833876222,11,14,0.0026202953787517864,0.003257328990228013,143,178,0.03406383992377322,0.04141461144718474,1045,1035,0.24892806098141973,0.2408096789204281,337,447,0.08027632205812292,0.10400186133085156,1062,1098,0.253,0.255,4198,4298,0.313,0.331,0.409,0.44,0.722,0.771,4.24,4.89,1092.0,1117.1,515,607,0.12267746545974273,0.14122847836202884,1.28,1.38,4648,4873,1716,1891,16.53,17.34,123,126,3.1,2.32,8.61,8.34,2.78,3.6,8.75,8.84,4.57,5.32,1.18,1.43
NYY,TB,NYY,TB,-1.5,142,-154,537,517,0.12983558994197292,0.12460833935888166,185,181,0.044729206963249515,0.043624969872258376,18,8,0.004352030947775629,0.001928175463967221,140,159,0.033849129593810444,0.038322487346348515,1104,1064,0.26692456479690524,0.2564473367076404,429,354,0.10372340425531915,0.08532176428054954,948,985,0.229,0.237,4136,4149,0.306,0.304,0.384,0.4,0.69,0.704,4.02,3.92,1098.2,1104.2,491,481,0.1187137330754352,0.11593154977102917,1.25,1.21,4644,4587,1589,1659,16.55,15.87,124,124,2.57,3.01,9.04,8.67,3.51,2.88,7.77,8.03,4.4,4.21,1.15,1.3
ATL,CWS,CWS,ATL,-1.5,130,-142,557,560,0.1332535885167464,0.13497228247770546,202,228,0.04832535885167464,0.0549530007230658,16,19,0.003827751196172249,0.00457941672692215,146,138,0.034928229665071774,0.033261026753434564,1095,955,0.2619617224880383,0.230175946011087,419,458,0.10023923444976077,0.1103880453121234,1017,1032,0.243,0.249,4180,4149,0.318,0.33,0.404,0.413,0.722,0.743,4.29,4.17,1106.2,1090.1,527,505,0.12607655502392345,0.12171607616293083,1.3,1.37,4697,4722,1689,1712,16.73,16.77,124,125,2.61,2.09,8.91,7.88,3.41,3.78,8.27,8.52,4.53,4.62,1.19,1.14
TOR,PIT,TOR,PIT,-1.5,119,-123,567,528,0.1346153846153846,0.12589413447782546,191,238,0.04534662867996201,0.05674773485932284,11,20,0.0026115859449192783,0.004768717215069146,170,122,0.04036087369420703,0.029089175011921792,1111,975,0.2637701804368471,0.23247496423462088,404,370,0.09591642924976258,0.0882212684787792,1008,1006,0.239,0.24,4212,4194,0.313,0.307,0.411,0.393,0.724,0.7,4.25,4.02,1116.2,1111.0,527,496,0.1251187084520418,0.11826418693371483,1.26,1.24,4728,4672,1731,1650,16.43,16.31,125,125,2.75,2.64,8.95,7.9,3.26,3.0,8.12,8.15,4.57,4.28,1.37,0.99
DET,HOU,HOU,DET,-1.5,146,-150,524,513,0.12355576514972884,0.12293314162473042,185,200,0.04362178731431266,0.047927150730889045,16,13,0.00377269511907569,0.003115264797507788,141,151,0.03324687573685452,0.03618499880182123,1087,1180,0.25630747465220466,0.2827701893122454,368,381,0.08677198773874087,0.09130122214234364,1009,975,0.238,0.234,4241,4173,0.304,0.303,0.389,0.396,0.693,0.699,3.8,3.89,1126.1,1114.0,476,482,0.11223767979250177,0.11550443326144261,1.22,1.22,4708,4664,1649,1654,16.18,16.3,126,122,2.95,3.1,8.69,9.53,2.94,3.08,8.06,7.88,4.19,4.14,1.13,1.22
PHI,SEA,SEA,PHI,-1.5,116,-122,499,550,0.11766092902617308,0.12749188687992583,186,193,0.043857580759254895,0.044738062123319426,13,14,0.0030653147842489977,0.003245248029670839,136,150,0.03206790851214336,0.03477051460361613,1134,1075,0.2673897665644895,0.2491886879925823,335,377,0.07899080405564725,0.08738989337042188,1035,1046,0.244,0.242,4241,4314,0.304,0.309,0.39,0.398,0.694,0.707,3.78,3.92,1110.1,1139.1,466,496,0.10987974534307947,0.11497450162262401,1.23,1.25,4651,4803,1655,1717,16.14,16.2,123,126,3.39,2.85,9.19,8.49,2.72,2.98,8.39,8.26,4.04,4.34,1.1,1.18
MIA,STL,STL,MIA,-1.5,154,-162,602,574,0.14214876033057852,0.1337995337995338,220,209,0.05194805194805195,0.04871794871794872,19,28,0.00448642266824085,0.006526806526806527,137,124,0.032349468713105074,0.028904428904428906,985,918,0.23258559622195984,0.213986013986014,386,337,0.09114521841794569,0.07855477855477855,1053,1102,0.249,0.257,4235,4290,0.317,0.313,0.407,0.405,0.724,0.718,4.55,4.24,1106.1,1113.2,559,525,0.1319952774498229,0.12237762237762238,1.3,1.29,4728,4721,1722,1739,16.53,15.94,125,124,2.55,2.72,8.01,7.42,3.14,2.72,8.57,8.91,4.9,4.64,1.11,1.0
NYM,WAS,NYM,WAS,-1.5,-117,111,518,682,0.12416107382550336,0.16028202115158638,191,208,0.04578139980824544,0.04888366627497062,17,26,0.004074784276126558,0.006110458284371328,115,153,0.027564717162032598,0.03595769682726205,1059,942,0.25383509108341323,0.22138660399529964,446,418,0.10690316395014382,0.0982373678025852,1004,1153,0.241,0.271,4172,4255,0.321,0.343,0.377,0.44,0.698,0.783,3.78,5.33,1100.0,1089.1,462,645,0.11073825503355705,0.15158636897767333,1.32,1.44,4720,4811,1574,1872,16.99,17.04,123,124,2.37,2.25,8.66,7.78,3.65,3.45,8.21,9.53,4.24,5.63,0.94,1.26
BOS,BAL,BAL,BOS,-1.5,160,-168,538,608,0.12596581596815734,0.1425556858147714,161,200,0.03769608990868649,0.04689331770222743,7,22,0.001638960430812456,0.005158264947245018,129,166,0.03020369936782955,0.038921453692848766,1028,1031,0.24069304612502926,0.24173505275498242,413,404,0.09669866541793491,0.09472450175849942,1050,1114,0.246,0.261,4271,4265,0.319,0.328,0.377,0.435,0.696,0.763,3.76,4.68,1127.0,1101.0,471,572,0.11027862327323812,0.13411488862837045,1.3,1.38,4798,4758,1612,1856,16.34,16.71,124,124,2.49,2.55,8.21,8.43,3.3,3.3,8.39,9.11,4.3,4.97,1.03,1.36
