favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
CHC,LAA,CHC,LAA,-1.5,118,-134,519,648,0.11972318339100346,0.147239263803681,181,185,0.041753171856978084,0.04203590093160645,13,19,0.0029988465974625142,0.004317200636219041,158,179,0.036447520184544405,0.0406725744149057,993,1021,0.2290657439446367,0.23199272892524425,339,492,0.0782006920415225,0.11179277436946149,1043,1147,0.241,0.261,4335,4401,0.3,0.337,0.398,0.433,0.698,0.77,3.77,4.72,1154.2,1145.0,484,600,0.11164936562860438,0.136332651670075,1.2,1.43,4768,4987,1724,1907,15.77,16.81,130,129,2.93,2.08,7.74,8.03,2.64,3.87,8.13,9.02,4.05,5.09,1.23,1.41
DET,KAN,KAN,DET,-1.5,141,-156,533,501,0.12191216834400732,0.11454046639231824,189,197,0.04322964318389753,0.045038866026520345,16,21,0.0036596523330283625,0.004801097393689987,144,132,0.03293687099725526,0.03017832647462277,1116,1018,0.2552607502287283,0.23273891175125744,379,390,0.08668801463860933,0.08916323731138547,1037,1051,0.237,0.24,4372,4374,0.304,0.306,0.387,0.385,0.691,0.691,3.75,3.61,1163.1,1156.0,485,464,0.11093321134492223,0.10608139003200731,1.22,1.25,4852,4836,1690,1686,16.12,16.18,130,130,2.94,2.61,8.63,7.93,2.93,3.04,8.02,8.18,4.12,3.9,1.11,1.03
SEA,OAK,OAK,SEA,-1.5,138,-147,571,673,0.1282857784767468,0.1508630351939027,200,238,0.04493372275893058,0.05335126653216767,15,14,0.0033700292069197934,0.003138309796009863,156,184,0.035048303751965854,0.04124635731898677,1104,1074,0.2480341496292968,0.24075319435104237,393,461,0.08829476522129859,0.1033400582828962,1084,1128,0.244,0.253,4451,4461,0.311,0.329,0.4,0.436,0.711,0.765,3.95,4.78,1174.1,1163.1,515,618,0.11570433610424624,0.13853396099529253,1.26,1.37,4961,5052,1782,1946,16.23,17.29,130,131,2.81,2.33,8.46,8.31,3.01,3.57,8.31,8.73,4.38,5.21,1.2,1.42
MIL,SF,SF,MIL,-1.5,163,-185,503,537,0.11654309545875811,0.12305224564619616,180,230,0.04170528266913809,0.052703941338221816,13,17,0.0030120481927710845,0.003895508707607699,141,113,0.03266913809082484,0.025893675527039414,1129,1092,0.26158480074142726,0.25022914757103576,436,407,0.1010194624652456,0.09326306141154904,987,1070,0.229,0.245,4316,4364,0.304,0.315,0.374,0.383,0.678,0.698,3.57,3.74,1157.2,1149.2,459,478,0.10634847080630214,0.10953253895508708,1.23,1.28,4847,4876,1616,1673,16.44,16.36,130,129,2.59,2.68,8.78,8.55,3.39,3.19,7.67,8.38,3.91,4.2,1.1,0.88
NYY,BOS,NYY,BOS,-1.5,132,-148,563,546,0.1304448563484708,0.12392192464820699,196,165,0.04541241890639481,0.037448933272809806,19,8,0.004402224281742354,0.0018157058556513845,144,131,0.033364226135310475,0.02973218338629142,1147,1068,0.26575532900834103,0.24239673172945983,453,428,0.10495829471733086,0.09714026327734906,995,1074,0.231,0.244,4316,4406,0.309,0.317,0.385,0.374,0.694,0.691,4.03,3.69,1144.2,1165.0,513,478,0.11886005560704356,0.10848842487517023,1.26,1.29,4855,4950,1661,1648,16.59,16.32,129,128,2.53,2.5,9.02,8.25,3.56,3.31,7.82,8.3,4.43,4.22,1.13,1.01
NYM,ATL,NYM,ATL,-1.5,123,-133,542,588,0.12517321016166283,0.13585951940850277,200,211,0.046189376443418015,0.04875231053604436,19,17,0.004387990762124711,0.003927911275415897,118,154,0.02725173210161663,0.0355822550831793,1104,1120,0.25496535796766745,0.2587800369685767,457,433,0.10554272517321016,0.10004621072088725,1040,1064,0.24,0.246,4330,4328,0.319,0.32,0.377,0.409,0.696,0.729,3.82,4.39,1143.0,1142.2,485,558,0.11200923787528869,0.1289279112754159,1.31,1.31,4897,4862,1632,1771,16.94,16.75,128,128,2.42,2.59,8.69,8.82,3.6,3.41,8.19,8.38,4.27,4.63,0.93,1.21
BAL,HOU,HOU,BAL,-1.5,155,-174,637,538,0.14418288818469896,0.1238204833141542,208,205,0.047080126754187414,0.047180667433831994,22,15,0.004979628791308284,0.0034522439585730723,175,156,0.03961068356722499,0.03590333716915996,1055,1223,0.23879583521955636,0.28147295742232453,419,405,0.09483929379809869,0.09321058688147296,1155,1018,0.261,0.234,4418,4345,0.329,0.305,0.437,0.396,0.766,0.701,4.72,3.91,1139.0,1158.2,597,504,0.13512901765504753,0.11599539700805524,1.38,1.23,4929,4862,1932,1721,16.67,16.35,128,127,2.52,3.02,8.34,9.5,3.31,3.15,9.13,7.91,5.03,4.18,1.38,1.21
PHI,WAS,WAS,PHI,-1.5,-129,123,514,707,0.11751257430269776,0.1598462581957947,197,218,0.045038866026520345,0.049287813701107845,13,26,0.002972107910379515,0.005878363101966991,141,164,0.03223593964334705,0.03707890572009948,1187,979,0.2713763145861911,0.22134297987791093,345,436,0.07887517146776406,0.09857562740221569,1064,1196,0.243,0.27,4374,4423,0.303,0.343,0.391,0.443,0.694,0.786,3.76,5.32,1146.1,1133.1,479,670,0.10951074531321445,0.1514808953199186,1.23,1.44,4796,4999,1710,1958,16.12,17.05,127,129,3.44,2.25,9.32,7.77,2.71,3.46,8.35,9.5,4.04,5.61,1.11,1.3
TOR,MIA,TOR,MIA,-1.5,136,-147,580,623,0.13330268903700299,0.14217252396166133,197,227,0.0452769478280855,0.051802829758101326,11,19,0.002528154447253505,0.00433591967138293,172,140,0.039531142266145715,0.03194888178913738,1155,1013,0.26545621696161803,0.23117298037425832,416,397,0.09561020455067801,0.09059790050205385,1038,1089,0.239,0.249,4351,4382,0.312,0.317,0.407,0.405,0.719,0.722,4.19,4.51,1154.2,1145.1,537,574,0.12341990347046657,0.13099041533546327,1.26,1.3,4882,4892,1773,1774,16.42,16.53,129,129,2.78,2.55,9.0,7.96,3.24,3.12,8.09,8.56,4.52,4.9,1.34,1.1
MIN,CWS,MIN,CWS,-1.5,142,-155,586,584,0.13391224862888482,0.13628938156359394,215,232,0.04913162705667276,0.05414235705950992,11,19,0.002513711151736746,0.004434072345390899,150,144,0.034277879341864714,0.03360560093348892,1086,984,0.24817184643510054,0.22963827304550757,357,473,0.08158135283363803,0.1103850641773629,1113,1068,0.254,0.249,4376,4285,0.315,0.331,0.411,0.413,0.726,0.744,4.32,4.19,1137.0,1124.1,546,524,0.12477148080438757,0.12228704784130688,1.29,1.37,4850,4876,1800,1770,16.57,16.78,128,129,3.04,2.08,8.6,7.88,2.83,3.79,8.81,8.55,4.64,4.67,1.19,1.15
ARI,CIN,CIN,ARI,-1.5,168,-186,629,544,0.14090501792114696,0.12517257248044178,267,225,0.05981182795698925,0.051771744132535664,22,14,0.00492831541218638,0.0032213529682466636,157,145,0.035170250896057347,0.033364012885411874,1040,1090,0.23297491039426524,0.2508053382420617,405,402,0.0907258064516129,0.09249884951679706,1130,1022,0.253,0.235,4464,4346,0.321,0.305,0.428,0.393,0.749,0.698,4.51,3.82,1158.0,1151.2,580,489,0.12992831541218638,0.11251725724804418,1.33,1.24,4966,4854,1912,1710,16.39,16.55,130,127,2.57,2.71,8.08,8.52,3.15,3.14,8.78,7.99,4.89,4.25,1.22,1.13
TEX,CLE,CLE,TEX,-1.5,181,-193,483,546,0.11183144246353323,0.12727272727272726,178,196,0.04121324380643668,0.04568764568764569,12,18,0.0027784209307710117,0.004195804195804196,138,139,0.031951840703866634,0.0324009324009324,1076,1065,0.24913174345913405,0.24825174825174826,390,449,0.09029868025005788,0.10466200466200466,985,1041,0.228,0.243,4319,4290,0.297,0.318,0.371,0.394,0.668,0.712,3.45,3.92,1162.1,1138.0,446,496,0.10326464459365593,0.11561771561771562,1.18,1.31,4798,4836,1601,1690,15.85,16.67,129,127,2.76,2.37,8.33,8.42,3.02,3.55,7.63,8.23,3.74,4.32,1.07,1.1
SD,LAD,SD,LAD,-1.5,204,-215,483,580,0.11386138613861387,0.1331191186596282,167,211,0.03936822253653937,0.04842781730548543,15,24,0.003536067892503536,0.005508377323846684,130,152,0.030645921735030647,0.034886389717695664,1118,1140,0.26355492692126353,0.2616479228827175,423,443,0.09971711456859972,0.1016754647693367,943,1064,0.222,0.244,4242,4357,0.298,0.319,0.361,0.408,0.659,0.727,3.5,4.16,1150.0,1153.2,447,533,0.10537482319660538,0.12233187973376176,1.19,1.31,4777,4915,1530,1779,16.18,16.67,128,130,2.64,2.57,8.75,8.89,3.31,3.46,7.38,8.3,3.78,4.52,1.02,1.19
