favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
TEX,MIA,MIA,TEX,-1.5,179,-207,576,772,0.11206225680933853,0.1455505279034691,218,271,0.042412451361867706,0.051093514328808445,14,23,0.002723735408560311,0.004336349924585219,165,186,0.032101167315175094,0.03506787330316742,1280,1221,0.2490272373540856,0.23020361990950225,445,480,0.08657587548638132,0.09049773755656108,1178,1324,0.229,0.25,5140,5304,0.295,0.318,0.373,0.415,0.668,0.733,3.45,4.65,1380.1,1380.1,529,713,0.10291828793774319,0.13442684766214177,1.18,1.31,5684,5918,1919,2199,15.82,16.59,153,155,2.88,2.54,8.35,7.96,2.9,3.13,7.68,8.63,3.76,5.03,1.08,1.21
PIT,OAK,OAK,PIT,-1.5,178,-200,630,778,0.12252042007001167,0.14771217011581544,277,273,0.053870089459354335,0.05183216252135941,20,19,0.0038895371450797353,0.003607366622365673,147,215,0.028588098016336057,0.04082020125308525,1245,1268,0.24212368728121353,0.2407442566926144,456,544,0.08868144690781797,0.10328460224036454,1215,1325,0.236,0.252,5142,5267,0.305,0.328,0.384,0.433,0.689,0.761,3.85,4.68,1367.2,1375.2,585,715,0.11376896149358226,0.13575090184165559,1.22,1.36,5731,5960,1973,2281,16.25,17.21,154,155,2.73,2.33,8.19,8.3,3.0,3.56,8.0,8.67,4.15,5.09,0.97,1.41
CIN,CHC,CHC,CIN,-1.5,176,-192,663,624,0.1282646546720836,0.12114152591729761,268,214,0.0518475527181273,0.0415453310036886,18,22,0.003482298316889147,0.0042710153368278,187,193,0.03617721029212614,0.0374684527276257,1313,1202,0.2540143161153028,0.23335274703940984,474,394,0.09170052234474753,0.07649000194137061,1218,1236,0.236,0.24,5169,5151,0.305,0.298,0.403,0.402,0.708,0.7,3.94,3.83,1371.0,1373.0,600,585,0.11607661056297155,0.11357018054746651,1.23,1.19,5779,5660,2083,2073,16.59,15.78,151,155,2.77,3.05,8.62,7.88,3.11,2.58,8.0,8.1,4.35,4.09,1.23,1.27
MIL,STL,MIL,STL,-1.5,133,-143,604,715,0.11734991257042937,0.13510959939531367,220,265,0.04274334563823587,0.05007558578987151,17,32,0.003302894890227317,0.006046863189720333,159,157,0.030891781620361377,0.029667422524565383,1374,1151,0.2669516223042549,0.2174981103552532,506,442,0.0983096949679425,0.0835222978080121,1187,1370,0.231,0.259,5147,5292,0.305,0.318,0.373,0.41,0.678,0.728,3.61,4.25,1379.2,1373.0,553,648,0.10744122789974743,0.12244897959183673,1.23,1.32,5776,5858,1918,2170,16.46,16.04,155,153,2.72,2.6,8.96,7.54,3.3,2.9,7.74,8.98,3.94,4.69,1.04,1.03
LAA,COL,LAA,COL,-1.5,149,-158,800,987,0.15188912094171256,0.18120066091426473,238,320,0.04518701348015949,0.05874793464292271,22,30,0.004176950825897095,0.005507618872774004,211,239,0.04006075564837668,0.0438773636864329,1218,1034,0.23125118663375735,0.189829263814944,599,528,0.11372697930510728,0.09693409216082247,1373,1621,0.261,0.298,5267,5447,0.338,0.363,0.434,0.499,0.772,0.862,4.87,6.02,1369.1,1350.1,741,903,0.14068729827226126,0.16577932807049753,1.44,1.59,5991,6117,2288,2718,16.85,17.04,155,155,2.03,1.96,8.01,6.89,3.94,3.52,9.02,10.8,5.26,6.58,1.39,1.59
PHI,ARI,PHI,ARI,-1.5,125,-144,625,742,0.11909298780487805,0.13963116296575084,243,306,0.046303353658536585,0.057583741061347386,15,27,0.002858231707317073,0.005080918328942416,168,184,0.03201219512195122,0.03462551750094091,1401,1227,0.26695884146341464,0.23089951072638315,421,477,0.08022103658536585,0.08976289047798269,1287,1335,0.245,0.251,5248,5314,0.306,0.318,0.393,0.423,0.699,0.741,3.85,4.45,1375.1,1382.0,588,683,0.11204268292682927,0.12852841550621,1.24,1.31,5768,5905,2064,2247,16.19,16.47,153,155,3.33,2.57,9.17,7.99,2.75,3.11,8.42,8.69,4.09,4.83,1.1,1.2
CLE,MIN,CLE,MIN,-1.5,128,-133,619,761,0.11968290796597061,0.14382914382914383,235,272,0.045436968290796596,0.05140805140805141,18,13,0.0034802784222737818,0.002457002457002457,160,189,0.030935808197989172,0.03572103572103572,1303,1302,0.2519334880123743,0.24607824607824608,513,448,0.09918793503480279,0.08467208467208467,1237,1378,0.239,0.26,5172,5291,0.312,0.323,0.384,0.424,0.696,0.747,3.69,4.69,1379.0,1365.0,565,711,0.10924207269914926,0.13437913437913437,1.27,1.34,5792,5886,1988,2243,16.52,16.83,153,154,2.54,2.91,8.5,8.58,3.35,2.95,8.07,9.09,4.04,5.02,1.04,1.25
SEA,HOU,SEA,HOU,-1.5,125,-142,670,635,0.1264628161570404,0.12261054257578684,237,230,0.04473386183465459,0.04441011778335586,16,16,0.003020007550018875,0.0030893994979725816,184,190,0.03473008682521706,0.036686619038424406,1356,1447,0.2559456398640997,0.27939756709789537,440,487,0.08305020762551907,0.09403359721954045,1285,1203,0.243,0.232,5298,5179,0.307,0.303,0.398,0.393,0.705,0.696,3.89,3.85,1399.2,1382.0,605,591,0.11419403548508872,0.11411469395636223,1.23,1.22,5885,5790,2106,2035,16.17,16.36,155,152,3.08,2.97,8.72,9.42,2.83,3.17,8.26,7.83,4.31,4.14,1.18,1.24
SD,CWS,SD,CWS,-1.5,105,-112,603,708,0.11867742570360165,0.13723589842992828,194,279,0.038181460342452275,0.05408024811009886,15,22,0.0029521747687463098,0.0042643923240938165,173,176,0.03404841566620744,0.03411513859275053,1356,1210,0.2668765990946664,0.2345415778251599,497,570,0.09781539067112772,0.11048652839697616,1147,1274,0.226,0.247,5081,5159,0.3,0.328,0.372,0.412,0.672,0.74,3.69,4.24,1368.0,1356.1,561,639,0.11041133635111199,0.12386121341345221,1.2,1.36,5707,5863,1890,2125,16.33,16.86,153,155,2.73,2.12,8.92,8.03,3.27,3.78,7.55,8.45,3.97,4.7,1.14,1.17
TOR,KAN,TOR,KAN,-1.5,136,-151,697,610,0.13385826771653545,0.11733025581842663,243,244,0.046667946994430574,0.04693210232737065,13,25,0.0024966391396197426,0.004808617041738796,204,164,0.039178029575571344,0.0315445277938065,1367,1204,0.26253120798924523,0.2315829967301404,493,460,0.09468023814096409,0.08847855356799385,1256,1257,0.241,0.242,5207,5199,0.313,0.307,0.41,0.393,0.723,0.7,4.22,3.74,1375.0,1375.0,645,571,0.12387171115805647,0.1098288132333141,1.27,1.25,5825,5746,2137,2043,16.49,16.22,153,155,2.77,2.62,8.95,7.88,3.23,3.01,8.22,8.23,4.56,3.99,1.34,1.07
