favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
BOS,KAN,KAN,BOS,-1.5,132,-141,482,422,0.12591431556948798,0.11241342567927544,141,173,0.03683385579937304,0.046084176877996805,4,17,0.0010449320794148381,0.004528502930207778,115,114,0.030041797283176592,0.030367607884922748,933,896,0.24373040752351097,0.23867874267448055,373,340,0.09743991640543365,0.09057005860415557,939,884,0.245,0.235,3828,3754,0.318,0.303,0.374,0.382,0.692,0.685,3.7,3.53,1013.0,997.1,417,391,0.10893416927899686,0.10415556739477891,1.3,1.23,4300,4161,1433,1433,16.31,16.09,111,112,2.5,2.64,8.29,8.09,3.31,3.07,8.34,7.98,4.28,3.81,1.02,1.03
PHI,BAL,BAL,PHI,-1.5,105,-116,448,558,0.118706942236354,0.14569190600522194,162,187,0.04292527821939587,0.04882506527415144,13,19,0.003444621091679915,0.004960835509138381,124,154,0.03285638579756227,0.0402088772845953,1017,916,0.26947535771065184,0.2391644908616188,311,369,0.08240593534711181,0.09634464751958224,923,1015,0.245,0.265,3774,3830,0.306,0.333,0.393,0.444,0.699,0.777,3.79,4.82,988.1,983.1,416,527,0.11022787493375728,0.13759791122715403,1.25,1.41,4155,4282,1483,1702,16.25,16.81,109,111,3.27,2.48,9.26,8.38,2.83,3.38,8.41,9.29,4.08,5.11,1.13,1.41
MIL,ATL,MIL,ATL,-1.5,123,-133,436,483,0.1180931744312026,0.1319672131147541,158,180,0.04279523293607801,0.04918032786885246,12,13,0.0032502708559046588,0.003551912568306011,117,128,0.03169014084507042,0.034972677595628415,960,988,0.2600216684723727,0.26994535519125684,369,370,0.09994582881906826,0.10109289617486339,857,882,0.232,0.241,3692,3660,0.307,0.316,0.376,0.402,0.683,0.718,3.66,4.21,987.1,972.2,401,455,0.10861321776814735,0.12431693989071038,1.24,1.29,4146,4117,1390,1472,16.49,16.66,111,109,2.6,2.67,8.75,9.14,3.36,3.42,7.81,8.16,3.97,4.47,1.07,1.18
SD,ARI,SD,ARI,-1.5,131,-144,425,551,0.11564625850340136,0.14352696014587132,152,232,0.041360544217687076,0.06043240427194582,12,17,0.0032653061224489797,0.004428236519927064,108,141,0.029387755102040815,0.036728314665277415,953,921,0.2593197278911565,0.23990622557957803,363,350,0.09877551020408164,0.09116957541026309,834,978,0.227,0.255,3675,3839,0.302,0.323,0.363,0.434,0.665,0.757,3.56,4.57,989.0,993.2,391,505,0.10639455782312925,0.13154467309195103,1.21,1.34,4135,4275,1334,1667,16.22,16.47,110,112,2.63,2.63,8.67,8.34,3.3,3.17,7.59,8.86,3.87,4.99,0.98,1.28
LAA,TB,LAA,TB,-1.5,162,-172,553,463,0.1445751633986928,0.12300743889479278,159,162,0.04156862745098039,0.04303931987247609,13,8,0.0033986928104575162,0.0021253985122210413,150,144,0.0392156862745098,0.03825717321997875,872,946,0.22797385620915034,0.25132837407013814,424,323,0.11084967320261438,0.08581296493092455,994,894,0.26,0.238,3825,3764,0.336,0.304,0.426,0.4,0.762,0.704,4.58,3.86,994.0,1002.2,506,430,0.1322875816993464,0.11424017003188097,1.43,1.21,4328,4161,1629,1504,16.71,15.84,112,112,2.06,2.93,7.9,8.49,3.84,2.9,9.0,8.02,5.01,4.16,1.36,1.29
LAD,STL,LAD,STL,-1.5,113,-125,505,508,0.13384574609064406,0.13215400624349635,179,189,0.047442353564802545,0.049167533818938604,23,27,0.0060959448714550755,0.007023933402705515,134,107,0.035515504903260005,0.027835587929240374,988,816,0.26186058839120063,0.21227887617065558,388,297,0.10283593957063344,0.07726326742976067,917,987,0.243,0.257,3773,3844,0.319,0.313,0.409,0.403,0.728,0.716,4.17,4.19,997.1,997.2,462,464,0.12244897959183673,0.12070759625390219,1.31,1.29,4254,4228,1544,1551,16.71,15.9,112,111,2.55,2.75,8.92,7.36,3.5,2.68,8.28,8.9,4.56,4.58,1.21,0.97
NYY,TEX,NYY,TEX,-1.5,128,-138,487,399,0.13056300268096516,0.10722923945176029,162,148,0.043431635388739946,0.03977425423273313,17,12,0.004557640750670241,0.0032249395323837677,127,105,0.034048257372654156,0.028218220908357967,991,928,0.26568364611260054,0.24939532383767804,386,329,0.10348525469168901,0.08841709217952164,856,840,0.229,0.226,3730,3721,0.306,0.292,0.384,0.357,0.69,0.649,4.05,3.26,990.0,1003.1,446,363,0.1195710455764075,0.09755442085460897,1.25,1.17,4188,4120,1433,1327,16.5,15.74,112,111,2.57,2.82,9.01,8.32,3.51,2.95,7.78,7.53,4.43,3.58,1.15,0.94
TOR,COL,TOR,COL,-1.5,-135,126,515,695,0.1358839050131926,0.17857142857142858,172,228,0.04538258575197889,0.05858170606372045,11,24,0.0029023746701846965,0.006166495375128468,155,156,0.040897097625329816,0.040082219938335044,1007,730,0.2656992084432718,0.18756423432682426,342,391,0.09023746701846966,0.10046248715313463,913,1151,0.241,0.296,3790,3892,0.311,0.362,0.415,0.487,0.726,0.849,4.29,5.76,1002.2,969.0,478,620,0.12612137203166227,0.1593011305241521,1.25,1.59,4232,4377,1572,1895,16.4,16.96,112,111,2.94,1.87,9.04,6.78,3.07,3.63,8.2,10.69,4.62,6.46,1.39,1.45
DET,MIN,MIN,DET,-1.5,114,-129,463,496,0.12245437714890241,0.1321609379163336,167,182,0.04416820946839461,0.0484945377031708,13,9,0.003438243850833113,0.002398081534772182,119,124,0.03147315524993388,0.0330402344790834,970,940,0.25654588733139383,0.25046629363176126,321,289,0.0848981750859561,0.0770050626165734,909,951,0.24,0.253,3781,3753,0.305,0.312,0.386,0.406,0.691,0.718,3.76,4.28,1000.1,974.0,418,463,0.11055276381909548,0.1233679722888356,1.23,1.27,4189,4148,1459,1523,16.23,16.43,112,110,3.02,3.25,8.73,8.69,2.89,2.67,8.18,8.79,4.17,4.58,1.07,1.15
MIA,HOU,HOU,MIA,-1.5,169,-183,515,439,0.13777421080791868,0.11807423345884885,194,183,0.051899411449973246,0.0492200107584723,18,10,0.004815409309791332,0.0026896180742334587,116,129,0.03103263777421081,0.03469607315761162,873,1081,0.23354735152487963,0.2907477138246369,344,331,0.09202782236490102,0.08902635825712749,927,854,0.248,0.23,3738,3718,0.317,0.298,0.403,0.388,0.72,0.686,4.37,3.71,979.1,996.0,476,411,0.12734082397003746,0.11054330285099516,1.3,1.19,4173,4145,1505,1444,16.51,16.24,110,109,2.54,3.27,8.02,9.77,3.16,2.99,8.52,7.72,4.73,3.97,1.07,1.17
