favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
MIN,CLE,CLE,MIN,-1.5,172,-198,747,619,0.14304864036767523,0.12099296325254105,269,232,0.05151283033320567,0.04534792806880375,13,18,0.00248946763692072,0.003518373729476153,184,160,0.035235541937954806,0.03127443315089914,1288,1284,0.24664879356568364,0.2509773260359656,440,510,0.08425890463423975,0.09968725566849101,1359,1230,0.26,0.24,5222,5116,0.323,0.313,0.422,0.387,0.745,0.7,4.66,3.74,1347.0,1361.0,698,565,0.13366526235158943,0.11043784206411258,1.34,1.28,5808,5733,2206,1978,16.84,16.56,152,151,2.93,2.52,8.61,8.49,2.94,3.37,9.08,8.13,4.99,4.09,1.23,1.06
DET,ATL,ATL,DET,-1.5,183,-190,658,703,0.12734662279852912,0.13560956790123457,230,237,0.04451325720921231,0.045717592592592594,19,23,0.0036771821172827557,0.004436728395061728,180,185,0.034836462163731374,0.03568672839506173,1305,1342,0.25256435068705246,0.25887345679012347,458,505,0.08863944261660538,0.09741512345679013,1247,1275,0.241,0.246,5167,5184,0.308,0.319,0.398,0.408,0.706,0.727,3.95,4.38,1368.0,1366.0,601,665,0.11631507644668086,0.12827932098765432,1.25,1.3,5743,5809,2055,2113,16.22,16.69,153,153,2.85,2.66,8.59,8.84,3.01,3.33,8.2,8.4,4.33,4.63,1.18,1.22
TEX,MIA,MIA,TEX,-1.5,135,-141,572,769,0.11204701273261508,0.14589261999620565,217,271,0.042507345739471104,0.051413394042876114,14,23,0.002742409402546523,0.00436349838740277,163,185,0.031929480901077376,0.035097704420413586,1273,1214,0.2493633692458374,0.2303168279263897,442,476,0.08658178256611165,0.0903054448871182,1168,1316,0.229,0.25,5105,5271,0.295,0.317,0.373,0.415,0.668,0.732,3.45,4.66,1371.1,1371.1,525,710,0.10284035259549461,0.1346992980459116,1.17,1.31,5645,5881,1902,2188,15.82,16.59,152,154,2.88,2.55,8.35,7.97,2.9,3.12,7.67,8.64,3.75,5.05,1.07,1.21
HOU,SEA,SEA,HOU,-1.5,193,-223,629,666,0.12227838258164853,0.12654379631388943,227,236,0.04412908242612753,0.04484134524035721,16,16,0.003110419906687403,0.0030400912027360822,189,183,0.03674183514774495,0.034771043131293936,1438,1345,0.2795489891135303,0.2555576667300019,482,439,0.093701399688958,0.08341250237507125,1194,1275,0.232,0.242,5144,5263,0.303,0.307,0.393,0.397,0.696,0.704,3.83,3.89,1373.0,1390.2,585,601,0.11372472783825817,0.11419342580277408,1.22,1.23,5749,5847,2020,2092,16.35,16.17,151,154,2.98,3.06,9.43,8.7,3.16,2.84,7.83,8.25,4.12,4.31,1.24,1.18
TB,BOS,TB,BOS,-1.5,190,-210,638,650,0.12475557293703558,0.12444955006701129,213,207,0.041650371529135706,0.03963239517518667,12,8,0.0023464998044583495,0.0015316867700555237,195,159,0.03813062182244818,0.030442274554853533,1343,1295,0.26261243644896365,0.24794179590273788,443,502,0.0866249511145874,0.0961133448209841,1204,1278,0.235,0.245,5114,5223,0.303,0.317,0.396,0.379,0.699,0.696,3.85,3.75,1364.1,1378.1,584,574,0.11419632381697302,0.10989852575148382,1.21,1.29,5664,5860,2026,1978,15.94,16.3,153,152,3.03,2.58,8.86,8.46,2.92,3.28,7.94,8.34,4.21,4.24,1.29,1.04
OAK,PIT,OAK,PIT,-1.5,154,-170,776,630,0.14811987020423745,0.12319123973406336,273,276,0.052109181141439205,0.05396949550254204,19,20,0.003626646306547051,0.003910833007430583,213,147,0.04065661385760641,0.028744622604614783,1262,1232,0.24088566520328306,0.24090731325772388,542,456,0.10345485779728956,0.08916699256941729,1320,1214,0.252,0.237,5239,5114,0.328,0.306,0.433,0.385,0.761,0.691,4.69,3.88,1367.2,1358.2,713,585,0.13609467455621302,0.11439186546734455,1.36,1.23,5930,5702,2270,1971,17.22,16.28,154,153,2.33,2.7,8.3,8.16,3.57,3.02,8.69,8.04,5.11,4.17,1.4,0.97
SD,CWS,SD,CWS,-1.5,105,-110,600,701,0.11883541295306001,0.1368606013276064,192,277,0.038027332144979206,0.05408043732916829,15,22,0.0029708853238265003,0.004295197188598204,172,175,0.034066151713210535,0.03416634127294026,1348,1201,0.26698356110120813,0.23447871925029284,495,567,0.09803921568627451,0.11069894572432644,1139,1263,0.226,0.247,5049,5122,0.3,0.327,0.372,0.412,0.672,0.739,3.7,4.22,1359.0,1347.1,558,632,0.11051693404634581,0.12338930105427567,1.2,1.36,5672,5823,1877,2109,16.34,16.86,152,154,2.72,2.12,8.93,8.02,3.28,3.79,7.54,8.44,3.97,4.68,1.14,1.17
NYY,BAL,NYY,BAL,-1.5,-118,115,670,747,0.12989530825901513,0.14201520912547527,237,240,0.04594804187669639,0.045627376425855515,22,26,0.004265219077161691,0.00494296577946768,167,203,0.03237689026754556,0.038593155893536124,1364,1275,0.2644435827840248,0.2423954372623574,533,499,0.10333462582396277,0.09486692015209125,1199,1363,0.232,0.259,5158,5260,0.309,0.326,0.384,0.43,0.693,0.756,4.02,4.59,1366.2,1362.2,610,695,0.1182628925940287,0.13212927756653992,1.27,1.37,5794,5867,1981,2264,16.58,16.64,154,153,2.56,2.56,8.98,8.42,3.51,3.3,7.9,9.0,4.41,4.93,1.1,1.34
NYM,WAS,NYM,WAS,-1.5,-123,118,675,854,0.1303088803088803,0.1620493358633776,245,257,0.0472972972972973,0.04876660341555977,23,29,0.00444015444015444,0.0055028462998102465,141,199,0.02722007722007722,0.037760910815939276,1315,1175,0.25386100386100385,0.22296015180265655,536,538,0.10347490347490347,0.10208728652751423,1276,1414,0.246,0.268,5180,5270,0.324,0.342,0.384,0.441,0.708,0.783,4.01,5.37,1361.0,1351.1,607,806,0.11718146718146719,0.15294117647058825,1.33,1.44,5857,5966,1990,2326,16.91,17.15,153,154,2.45,2.18,8.7,7.83,3.54,3.58,8.44,9.42,4.46,5.69,0.93,1.33
ARI,PHI,PHI,ARI,-1.5,178,-206,739,621,0.1399621212121212,0.119102416570771,304,239,0.05757575757575758,0.04583812811660913,27,15,0.005113636363636364,0.0028768699654775605,183,168,0.03465909090909091,0.03222094361334868,1217,1394,0.23049242424242425,0.26735711545838126,475,418,0.08996212121212122,0.08016877637130802,1328,1276,0.252,0.245,5280,5214,0.318,0.305,0.423,0.393,0.741,0.698,4.46,3.84,1373.0,1367.1,680,584,0.12878787878787878,0.11200613732259301,1.31,1.24,5868,5729,2235,2049,16.48,16.18,154,152,2.56,3.33,7.98,9.18,3.11,2.75,8.71,8.4,4.84,4.09,1.2,1.11
