favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
NYY,WAS,NYY,WAS,-1.5,-124,118,571,725,0.1294784580498866,0.16043372427528213,199,225,0.04512471655328798,0.049789776499225495,19,26,0.004308390022675737,0.005753485284354946,145,168,0.032879818594104306,0.03717636645275504,1181,1002,0.26780045351473925,0.22173047134321752,467,452,0.10589569160997732,0.10002212878955521,1017,1221,0.231,0.27,4410,4519,0.309,0.343,0.383,0.443,0.692,0.786,4.0,5.34,1171.2,1157.1,521,687,0.118140589569161,0.15202478424430182,1.27,1.45,4965,5113,1689,2002,16.6,17.11,132,132,2.53,2.22,9.07,7.79,3.59,3.51,7.81,9.5,4.39,5.64,1.11,1.31
STL,PIT,STL,PIT,-1.5,130,-143,619,547,0.13667476264075956,0.12383971021055015,221,246,0.04879664385073968,0.055693909893592936,30,20,0.00662397880326783,0.004527960153950645,135,128,0.029807904614705234,0.028978944985284128,981,1047,0.21660410686685802,0.23703871405931629,365,381,0.08059174210642527,0.0862576409327598,1170,1046,0.258,0.237,4529,4417,0.316,0.304,0.41,0.388,0.726,0.692,4.33,3.95,1173.2,1173.2,565,515,0.12475160079487746,0.11659497396422912,1.31,1.22,4995,4914,1856,1716,16.01,16.25,131,132,2.69,2.75,7.52,8.03,2.8,2.92,8.97,8.02,4.75,4.19,1.04,0.98
BOS,BAL,BOS,BAL,-1.5,118,-124,556,648,0.12355555555555556,0.14339455631776943,169,211,0.03755555555555556,0.046691745961495904,8,22,0.0017777777777777779,0.004868333702146493,136,179,0.030222222222222223,0.03961053330382828,1098,1089,0.244,0.2409825182562514,436,425,0.09688888888888889,0.09404735560964815,1093,1179,0.243,0.261,4500,4519,0.316,0.328,0.375,0.436,0.691,0.764,3.69,4.69,1191.0,1166.0,488,608,0.10844444444444444,0.13454304049568488,1.28,1.38,5055,5038,1686,1971,16.28,16.62,131,131,2.52,2.56,8.3,8.41,3.29,3.28,8.26,9.1,4.2,5.0,1.03,1.38
LAD,CIN,LAD,CIN,-1.5,109,-122,585,558,0.13143113906987194,0.12570398738454608,215,232,0.04830375196585037,0.05226402342870016,24,15,0.0053920467310716695,0.003379139445821131,154,149,0.034598966524376544,0.03356611849515657,1171,1116,0.26308694675353855,0.25140797476909216,449,413,0.10087620759379914,0.09303897274160847,1079,1043,0.242,0.235,4451,4439,0.317,0.305,0.405,0.395,0.722,0.7,4.1,3.83,1180.2,1176.2,538,501,0.12087171422152325,0.11286325749042578,1.29,1.24,5015,4961,1804,1752,16.62,16.58,133,130,2.61,2.7,8.93,8.54,3.42,3.16,8.23,7.98,4.46,4.27,1.17,1.14
TOR,MIN,MIN,TOR,-1.5,116,-119,596,609,0.13399280575539568,0.1359375,198,220,0.044514388489208634,0.049107142857142856,12,11,0.002697841726618705,0.002455357142857143,178,155,0.04001798561151079,0.03459821428571429,1178,1104,0.2648381294964029,0.24642857142857144,427,364,0.09599820143884892,0.08125,1062,1149,0.239,0.256,4448,4480,0.313,0.317,0.409,0.414,0.722,0.731,4.22,4.4,1180.2,1162.0,553,568,0.12432553956834533,0.12678571428571428,1.26,1.3,4994,4964,1818,1856,16.43,16.6,132,131,2.76,3.03,8.98,8.55,3.25,2.82,8.1,8.9,4.54,4.72,1.36,1.2
HOU,COL,COL,HOU,-1.5,-134,129,547,841,0.12412071704107103,0.18082132874650614,206,282,0.04674381665532108,0.06063212212427435,15,28,0.0034036759700476512,0.006020210707374758,159,192,0.03607896528250511,0.04128144485056977,1240,876,0.28137054685727253,0.18834659213072458,407,460,0.09235307465395962,0.09890346162115674,1032,1390,0.234,0.299,4407,4651,0.305,0.365,0.396,0.495,0.701,0.86,3.9,5.96,1175.2,1151.1,509,763,0.11549807125028363,0.16405074177596216,1.22,1.61,4928,5226,1745,2304,16.34,17.05,129,132,3.05,1.9,9.49,6.85,3.12,3.6,7.9,10.87,4.19,6.57,1.22,1.5
TEX,LAA,LAA,TEX,-1.5,131,-149,490,659,0.11101042138649751,0.14663996439697374,180,188,0.040779338468509285,0.04183355585224744,12,19,0.002718622564567286,0.004227859368046284,142,182,0.032170367014046214,0.040498442367601244,1106,1043,0.2505663797009515,0.23208722741433022,397,502,0.08994109651110105,0.11170449488206498,1003,1167,0.227,0.26,4414,4494,0.296,0.336,0.37,0.431,0.666,0.767,3.43,4.7,1189.1,1171.0,453,611,0.10262800181241505,0.1359590565198042,1.18,1.43,4900,5093,1633,1939,15.82,16.82,132,132,2.79,2.08,8.37,8.02,3.0,3.86,7.59,8.97,3.71,5.06,1.07,1.4
ATL,MIA,ATL,MIA,-1.5,139,-152,595,638,0.13449367088607594,0.1423789332738228,214,232,0.04837251356238698,0.051774157554117385,18,19,0.00406871609403255,0.004240124972104441,156,144,0.0352622061482821,0.032135683999107344,1135,1039,0.25655515370705245,0.23186788663244812,442,407,0.09990958408679927,0.09082794019192145,1086,1108,0.245,0.247,4424,4481,0.32,0.316,0.408,0.404,0.728,0.72,4.35,4.52,1168.2,1172.1,565,589,0.1277124773960217,0.13144387413523767,1.31,1.29,4971,5003,1804,1810,16.73,16.53,131,132,2.57,2.55,8.74,7.98,3.4,3.12,8.36,8.51,4.58,4.9,1.2,1.11
TB,CLE,TB,CLE,-1.5,127,-137,554,560,0.12633979475484608,0.12744651797906237,186,203,0.04241733181299886,0.0461993627674101,8,18,0.0018244013683010262,0.004096495220755576,176,144,0.040136830102622575,0.032771961766044605,1131,1089,0.2579247434435576,0.24783796085571233,375,459,0.08551881413911061,0.10446062812926718,1039,1070,0.237,0.244,4385,4394,0.303,0.319,0.403,0.396,0.706,0.715,3.97,3.94,1167.2,1164.0,515,509,0.11744583808437856,0.1158397815202549,1.21,1.31,4847,4951,1769,1741,15.87,16.68,131,130,3.02,2.37,8.72,8.42,2.89,3.55,8.01,8.27,4.27,4.33,1.36,1.11
DET,OAK,DET,OAK,-1.5,132,-142,558,693,0.12447022083426278,0.15170753064798598,197,243,0.04394378764220388,0.05319614711033275,16,14,0.003569038590229757,0.003064798598949212,150,189,0.03345973678340397,0.04137478108581436,1145,1103,0.25540932411331696,0.24146234676007006,388,476,0.08654918581307161,0.1042031523642732,1069,1156,0.238,0.253,4483,4568,0.305,0.329,0.39,0.437,0.695,0.766,3.81,4.82,1189.2,1190.1,504,637,0.11242471559223734,0.13944833625218914,1.22,1.37,4975,5175,1748,1994,16.13,17.29,133,134,2.95,2.32,8.66,8.34,2.94,3.6,8.09,8.74,4.22,5.24,1.13,1.43
CHC,SF,CHC,SF,-1.5,133,-153,527,542,0.11977272727272727,0.1222648319422513,184,235,0.04181818181818182,0.05301150462440785,13,17,0.0029545454545454545,0.003834874802616738,161,114,0.03659090909090909,0.025716219264606363,1012,1105,0.23,0.24926686217008798,343,413,0.07795454545454546,0.09316489961651252,1057,1087,0.24,0.245,4400,4433,0.299,0.315,0.398,0.383,0.697,0.698,3.77,3.72,1171.2,1167.2,491,483,0.11159090909090909,0.1089555605684638,1.19,1.28,4837,4951,1750,1698,15.77,16.35,132,131,2.95,2.68,7.77,8.52,2.63,3.18,8.12,8.38,4.05,4.18,1.24,0.88
NYM,PHI,NYM,PHI,-1.5,140,-156,554,535,0.1250282103362672,0.11952636282394996,203,203,0.045813586097946286,0.045352993744414656,20,13,0.0045136538027533285,0.00290437890974084,119,143,0.026856240126382307,0.03194816800714924,1134,1217,0.2559241706161137,0.27189454870420016,469,357,0.10584518167456557,0.07975871313672922,1065,1095,0.24,0.245,4431,4476,0.32,0.305,0.376,0.392,0.696,0.697,3.83,3.83,1169.0,1171.1,497,499,0.11216429699842022,0.1114834673815907,1.31,1.24,5012,4917,1665,1753,16.98,16.18,131,130,2.42,3.41,8.73,9.35,3.61,2.74,8.2,8.41,4.27,4.11,0.92,1.1
