favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
NYM,TEX,NYM,TEX,-1.5,196,-210,645,539,0.13051396195872117,0.11083693193501953,232,205,0.046944556859571024,0.042155048324079784,22,14,0.004451639012545528,0.0028788813489615465,134,155,0.027114528530959126,0.031873329220645695,1268,1216,0.2565762849048968,0.25005140859551717,518,424,0.1048158640226629,0.08718897799712112,1213,1109,0.245,0.228,4942,4863,0.323,0.294,0.383,0.372,0.706,0.666,4.02,3.43,1297.0,1308.1,579,499,0.11715904492108459,0.10261155665227226,1.33,1.17,5589,5378,1891,1807,17.0,15.81,146,145,2.45,2.87,8.8,8.36,3.59,2.92,8.42,7.63,4.48,3.71,0.93,1.07
ATL,HOU,HOU,ATL,-1.5,182,-199,672,602,0.1369472182596291,0.12263190059075169,230,222,0.04687181577338496,0.045223059686290486,21,16,0.0042796005706134095,0.003259319617029945,179,177,0.03647850010189525,0.036056223263393763,1260,1387,0.25677603423680456,0.28254226930128334,487,461,0.09924597513755859,0.09390914646567529,1209,1136,0.246,0.231,4907,4909,0.32,0.303,0.411,0.391,0.731,0.694,4.42,3.84,1293.0,1311.0,635,560,0.129406969635215,0.11407618659604807,1.31,1.22,5511,5492,2018,1921,16.73,16.32,145,144,2.59,3.01,8.77,9.52,3.39,3.16,8.42,7.8,4.68,4.13,1.25,1.22
CHC,TB,CHC,TB,-1.5,143,-152,593,604,0.12209182623018323,0.12471608507123684,205,201,0.0422071237389335,0.041503200495560603,20,10,0.0041177681696520484,0.0020648358455502788,179,187,0.036854025118385834,0.038612430311790215,1119,1279,0.23038912909203213,0.26409250464588063,370,419,0.0761787111385629,0.08651662192855668,1172,1141,0.241,0.236,4857,4843,0.299,0.303,0.402,0.397,0.701,0.7,3.86,3.88,1295.0,1292.1,555,557,0.11426806670784435,0.11501135659715053,1.19,1.21,5339,5363,1954,1923,15.72,15.94,146,145,3.02,3.05,7.78,8.91,2.57,2.92,8.15,7.95,4.12,4.21,1.24,1.3
CLE,CWS,CWS,CLE,-1.5,152,-169,608,673,0.12433537832310838,0.13743108025321626,225,266,0.046012269938650305,0.05431897079844803,18,21,0.0036809815950920245,0.004288339799877476,156,166,0.03190184049079755,0.03389830508474576,1206,1147,0.24662576687116564,0.234225035736165,495,544,0.10122699386503067,0.11108842148254033,1192,1211,0.244,0.247,4890,4897,0.317,0.328,0.393,0.412,0.71,0.74,3.86,4.22,1297.0,1287.1,556,604,0.11370143149284254,0.12334082091076169,1.3,1.36,5490,5574,1921,2017,16.6,16.86,145,147,2.44,2.11,8.37,8.02,3.43,3.8,8.27,8.47,4.22,4.71,1.08,1.16
OAK,CIN,CIN,OAK,-1.5,162,-185,755,624,0.15093962415033987,0.1279475087143736,268,253,0.05357856857257097,0.05187615337297519,17,18,0.003398640543782487,0.0036907935206069303,205,171,0.040983606557377046,0.03506253844576584,1215,1239,0.2429028388644542,0.2540496206684437,514,455,0.10275889644142343,0.09329505843756408,1264,1148,0.253,0.235,5002,4877,0.329,0.306,0.436,0.4,0.765,0.706,4.81,3.91,1304.1,1294.0,697,562,0.13934426229508196,0.1152347754767275,1.36,1.24,5660,5461,2181,1950,17.25,16.58,147,143,2.36,2.72,8.38,8.62,3.55,3.16,8.72,7.98,5.21,4.34,1.41,1.19
LAD,SF,LAD,SF,-1.5,113,-123,627,605,0.1291186161449753,0.1232932545343387,230,255,0.04736408566721582,0.05196657835744854,24,19,0.004942339373970346,0.0038720195638883227,164,125,0.03377265238879736,0.025473812920317914,1324,1235,0.2726523887973641,0.25168127165274096,494,453,0.10172981878088962,0.09231709802323211,1152,1211,0.237,0.247,4856,4907,0.313,0.316,0.396,0.383,0.709,0.699,4.03,3.76,1294.0,1291.2,580,539,0.11943986820428336,0.10984308131241084,1.27,1.29,5471,5477,1922,1879,16.61,16.4,146,145,2.68,2.73,9.21,8.61,3.44,3.16,8.01,8.44,4.36,4.22,1.14,0.87
TOR,BAL,BAL,TOR,-1.5,165,-185,656,707,0.13393221723152307,0.1414,224,226,0.045732952225398124,0.0452,13,26,0.002654144548795427,0.0052,194,197,0.03960800326663944,0.0394,1292,1202,0.263781135157207,0.2404,461,469,0.09412004899959167,0.0938,1175,1297,0.24,0.259,4898,5000,0.312,0.326,0.41,0.433,0.722,0.759,4.19,4.58,1296.0,1293.0,604,658,0.12331563903634137,0.1316,1.26,1.37,5481,5573,2007,2166,16.46,16.62,144,145,2.8,2.56,8.97,8.37,3.2,3.26,8.16,9.03,4.56,4.92,1.35,1.37
DET,MIA,DET,MIA,-1.5,101,-104,620,741,0.12617012617012616,0.14758016331408086,217,263,0.04415954415954416,0.052380003983270265,17,23,0.0034595034595034596,0.004580760804620594,169,176,0.03439153439153439,0.03505277833100976,1244,1157,0.25315425315425316,0.23043218482374028,434,458,0.08831908831908832,0.09121688906592312,1183,1264,0.241,0.252,4914,5021,0.308,0.32,0.395,0.418,0.703,0.738,3.9,4.75,1303.2,1303.1,565,688,0.11497761497761498,0.13702449711212905,1.24,1.32,5463,5605,1941,2101,16.22,16.67,146,147,2.87,2.53,8.59,7.99,3.0,3.16,8.17,8.73,4.28,5.12,1.17,1.22
NYY,BOS,NYY,BOS,-1.5,142,-148,635,619,0.12969771241830066,0.12439710610932476,226,197,0.04616013071895425,0.039590032154340836,21,8,0.00428921568627451,0.001607717041800643,158,150,0.03227124183006536,0.03014469453376206,1295,1218,0.2645016339869281,0.2447749196141479,510,479,0.10416666666666667,0.0962620578778135,1136,1217,0.232,0.245,4896,4976,0.31,0.317,0.384,0.378,0.694,0.695,4.01,3.74,1297.2,1314.1,578,546,0.11805555555555555,0.10972668810289389,1.27,1.29,5504,5585,1878,1880,16.62,16.28,146,145,2.54,2.54,8.98,8.34,3.54,3.28,7.88,8.33,4.4,4.24,1.1,1.03
MIN,ARI,ARI,MIN,-1.5,159,-165,702,705,0.1411338962605549,0.1400476758045292,249,294,0.05006031363088058,0.058402860548271755,13,27,0.002613590671491757,0.005363528009535161,176,174,0.03538399678327302,0.03456495828367104,1221,1163,0.24547647768395658,0.2310290027810886,415,455,0.08343385605146764,0.09038537941994437,1291,1271,0.26,0.252,4974,5034,0.321,0.319,0.421,0.425,0.742,0.744,4.6,4.47,1283.0,1307.2,656,650,0.13188580619219945,0.12912197059992053,1.33,1.32,5523,5595,2094,2141,16.81,16.47,145,147,2.94,2.56,8.57,8.0,2.91,3.13,9.06,8.75,4.92,4.85,1.23,1.2
MIL,STL,STL,MIL,-1.5,112,-123,576,675,0.11805697888911662,0.13478434504792333,210,251,0.043041606886657105,0.050119808306709264,16,32,0.003279360524697684,0.006389776357827476,152,151,0.031153924984627997,0.030151757188498402,1290,1086,0.26439844230375076,0.21685303514376997,485,415,0.09940561590489855,0.08286741214057508,1124,1293,0.23,0.258,4879,5008,0.305,0.318,0.373,0.412,0.678,0.73,3.63,4.26,1306.2,1300.2,527,615,0.10801393728222997,0.12280351437699681,1.23,1.31,5472,5538,1822,2061,16.46,15.96,147,145,2.66,2.62,8.89,7.51,3.34,2.87,7.74,8.95,3.97,4.67,1.05,1.04
SD,COL,SD,COL,-1.5,-123,119,565,933,0.11721991701244813,0.1804991294254208,185,306,0.038381742738589214,0.0591990713871155,15,30,0.0031120331950207467,0.005803830528148578,157,224,0.03257261410788382,0.043335267943509385,1278,985,0.26514522821576764,0.1905591023408783,481,506,0.09979253112033196,0.09789127490810602,1084,1540,0.225,0.298,4820,5169,0.301,0.364,0.367,0.499,0.668,0.863,3.62,5.98,1299.0,1280.1,523,851,0.10850622406639004,0.16463532598181466,1.2,1.6,5420,5805,1770,2578,16.3,17.07,145,147,2.66,1.95,8.85,6.92,3.33,3.56,7.51,10.83,3.91,6.56,1.09,1.57
PHI,KAN,KAN,PHI,-1.5,153,-168,585,570,0.11761158021712907,0.11538461538461539,226,231,0.045436268596702856,0.046761133603238865,14,23,0.0028146361077603537,0.00465587044534413,154,148,0.03096099718536389,0.029959514170040485,1346,1152,0.27060715721753115,0.23319838056680162,399,436,0.08021712907117008,0.08825910931174089,1214,1190,0.244,0.241,4974,4940,0.305,0.307,0.388,0.387,0.693,0.694,3.78,3.67,1304.1,1305.0,548,532,0.110172899075191,0.1076923076923077,1.24,1.25,5461,5456,1930,1911,16.17,16.21,145,147,3.37,2.64,9.29,7.94,2.75,3.01,8.38,8.21,4.04,3.93,1.06,1.02
WAS,PIT,PIT,WAS,-1.5,199,-218,798,599,0.1602409638554217,0.1226202661207779,242,265,0.048594377510040164,0.05424769703172978,27,20,0.005421686746987952,0.0040941658137154556,190,138,0.03815261044176707,0.028249744114636644,1114,1173,0.22369477911646587,0.24012282497441145,505,432,0.10140562248995984,0.08843398157625385,1328,1159,0.267,0.237,4980,4885,0.341,0.306,0.441,0.384,0.782,0.69,5.3,3.87,1279.1,1297.2,753,558,0.15120481927710844,0.11422722620266121,1.43,1.23,5638,5443,2194,1878,17.12,16.28,146,146,2.21,2.72,7.84,8.14,3.55,3.0,9.34,8.04,5.61,4.15,1.34,0.96
