favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
NYY,TEX,NYY,TEX,-1.5,138,-147,497,404,0.13082390102658595,0.10665258711721225,168,152,0.044222163727296655,0.04012671594508976,17,12,0.004474861805738352,0.0031678986272439284,129,107,0.03395630429060279,0.028247096092925028,1010,943,0.2658594366938668,0.2489440337909187,395,334,0.10397473019215583,0.08817317845828933,874,852,0.23,0.225,3799,3788,0.307,0.291,0.385,0.356,0.692,0.647,4.06,3.24,1007.2,1022.1,455,368,0.11976836009476179,0.09714889123548047,1.26,1.16,4266,4192,1463,1349,16.54,15.71,114,113,2.56,2.82,9.02,8.3,3.53,2.94,7.81,7.5,4.44,3.56,1.15,0.94
MIA,HOU,HOU,MIA,-1.5,186,-202,530,444,0.13896171997902465,0.11733615221987315,202,186,0.0529627687467226,0.04915433403805497,19,10,0.004981646565285789,0.002642706131078224,118,133,0.03093864708966964,0.03514799154334038,883,1100,0.23151546932354483,0.29069767441860467,348,337,0.09124278972207656,0.08905919661733615,950,866,0.249,0.229,3814,3784,0.317,0.298,0.405,0.389,0.722,0.687,4.43,3.69,997.1,1014.0,491,416,0.12873623492396435,0.10993657505285412,1.3,1.19,4254,4217,1544,1471,16.48,16.25,112,111,2.54,3.26,7.97,9.76,3.14,2.99,8.57,7.69,4.78,3.94,1.06,1.18
TB,LAA,TB,LAA,-1.5,143,-161,471,561,0.12300861843823453,0.14417887432536622,166,165,0.04335335596761557,0.04240555127216654,8,13,0.0020893183598850876,0.003341043433564636,146,151,0.03813006006790284,0.038807504497558466,964,895,0.25176286236615303,0.23001799023387304,326,430,0.08513972316531732,0.11051143664867644,911,1007,0.238,0.259,3829,3891,0.304,0.335,0.4,0.424,0.704,0.759,3.86,4.57,1019.2,1012.0,437,514,0.1141290154087229,0.13209971729632486,1.21,1.42,4230,4402,1531,1651,15.83,16.71,114,114,2.96,2.08,8.51,7.96,2.88,3.82,8.04,8.96,4.16,4.99,1.29,1.34
NYM,CLE,NYM,CLE,-1.5,133,-143,462,472,0.1206581352833638,0.12486772486772486,170,171,0.04439801514755811,0.04523809523809524,16,13,0.004178636719770175,0.0034391534391534392,100,121,0.026116479498563595,0.03201058201058201,974,959,0.2543745103160094,0.2537037037037037,408,396,0.10655523635413947,0.10476190476190476,920,913,0.24,0.242,3829,3780,0.32,0.317,0.371,0.39,0.691,0.707,3.67,3.85,1013.0,1006.2,413,431,0.10786106032906764,0.11402116402116402,1.31,1.3,4334,4263,1422,1473,16.92,16.62,113,112,2.39,2.42,8.65,8.57,3.62,3.54,8.17,8.16,4.1,4.22,0.89,1.08
OAK,WAS,OAK,WAS,-1.5,122,-130,620,627,0.1573204770362852,0.1625194401244168,214,193,0.05430093884800812,0.05002592016588906,12,24,0.0030449124587668104,0.006220839813374806,165,138,0.041867546308043645,0.03576982892690513,920,846,0.23344328850545548,0.2192846034214619,412,376,0.10454199441766049,0.09745982374287196,1025,1052,0.26,0.273,3941,3858,0.336,0.345,0.446,0.442,0.782,0.787,5.03,5.41,1019.0,984.1,569,592,0.14437959908652626,0.1534473820632452,1.41,1.45,4474,4357,1758,1707,17.36,17.08,115,112,2.23,2.25,8.13,7.74,3.64,3.44,9.05,9.62,5.48,5.73,1.46,1.26
CHC,CIN,CHC,CIN,-1.5,172,-179,472,473,0.12430866473531736,0.12453923117430227,159,197,0.04187516460363445,0.05186940494997367,13,11,0.003423755596523571,0.0028962611901000527,144,126,0.03792467737687648,0.03317535545023697,850,950,0.22386094284961813,0.25013164823591366,296,357,0.07795628127469055,0.09399684044233807,933,886,0.246,0.233,3797,3798,0.304,0.305,0.408,0.39,0.712,0.695,3.92,3.85,1005.2,1008.2,438,431,0.11535422702133263,0.11348077935755661,1.22,1.23,4175,4253,1550,1483,15.85,16.56,113,111,2.87,2.66,7.61,8.48,2.65,3.19,8.35,7.91,4.22,4.22,1.29,1.12
TOR,COL,TOR,COL,-1.5,-160,152,520,720,0.13488975356679636,0.1808136614766449,174,234,0.045136186770428015,0.05876443997990959,11,25,0.0028534370946822307,0.006278252134605726,156,164,0.04046692607003891,0.04118533400301356,1021,739,0.2648508430609598,0.18558513309894525,347,396,0.09001297016861219,0.09944751381215469,930,1190,0.241,0.299,3855,3982,0.311,0.365,0.413,0.494,0.724,0.859,4.25,5.88,1020.2,987.0,482,645,0.12503242542153048,0.16197890507282772,1.25,1.61,4303,4473,1594,1966,16.37,16.99,114,113,2.94,1.87,9.0,6.74,3.06,3.61,8.2,10.85,4.59,6.57,1.38,1.5
SD,ARI,SD,ARI,-1.5,117,-127,436,563,0.11642189586114819,0.1437691521961185,156,237,0.04165554072096128,0.06052093973442288,13,18,0.003471295060080107,0.004596527068437181,112,142,0.029906542056074768,0.03626149131767109,968,939,0.25847797062750333,0.23978549540347294,369,362,0.09853137516688919,0.09244126659856997,852,998,0.228,0.255,3745,3916,0.302,0.324,0.366,0.433,0.668,0.757,3.59,4.58,1008.0,1013.2,402,516,0.10734312416555407,0.1317671092951992,1.21,1.34,4214,4367,1370,1697,16.21,16.49,112,114,2.62,2.59,8.64,8.34,3.29,3.21,7.61,8.86,3.89,5.0,1.0,1.26
LAD,STL,LAD,STL,-1.5,-105,-106,514,522,0.13378448724622594,0.1334355828220859,179,195,0.04659031754294638,0.04984662576687116,23,27,0.005986465382613222,0.006901840490797546,138,112,0.03591879229567933,0.028629856850715747,1003,833,0.2610619469026549,0.21293456032719837,393,302,0.10229047371160854,0.07719836400817996,933,1007,0.243,0.257,3842,3912,0.319,0.313,0.409,0.407,0.728,0.72,4.16,4.24,1015.1,1014.2,469,478,0.12207183758459136,0.1221881390593047,1.31,1.29,4330,4303,1572,1592,16.7,15.92,114,113,2.55,2.76,8.89,7.39,3.48,2.68,8.27,8.93,4.56,4.63,1.22,0.99
SEA,CWS,CWS,SEA,-1.5,-114,108,492,499,0.1262509622786759,0.13320875600640683,171,206,0.04387990762124711,0.05499199145755473,12,19,0.003079291762894534,0.005072076882007475,130,121,0.03335899409802412,0.03230112119594234,963,840,0.2471131639722864,0.22423918846769889,344,414,0.08827303053630998,0.11051788574479444,937,933,0.24,0.249,3897,3746,0.308,0.331,0.391,0.411,0.699,0.742,3.83,4.11,1033.2,985.0,440,450,0.11290736463946625,0.1201281366791244,1.24,1.37,4347,4264,1522,1540,16.18,16.64,114,113,2.8,2.03,8.38,7.68,3.0,3.78,8.16,8.52,4.28,4.56,1.13,1.11
