favorite_team,underdog_team,away_team,home_team,runline_spread,favorite_spread_odds,underdog_spread_odds,fav_p_runs,dog_p_runs,fav_p_runs_per_ab,dog_p_runs_per_ab,fav_p_doubles,dog_p_doubles,fav_p_doubles_per_ab,dog_p_doubles_per_ab,fav_p_triples,dog_p_triples,fav_p_triples_per_ab,dog_p_triples_per_ab,fav_p_homeruns,dog_p_homeruns,fav_p_homeruns_per_ab,dog_p_homeruns_per_ab,fav_p_strikeouts,dog_p_strikeouts,fav_p_strikeouts_per_ab,dog_p_strikeouts_per_ab,fav_p_baseonballs,dog_p_baseonballs,fav_p_baseonballs_per_ab,dog_p_baseonballs_per_ab,fav_p_hits,dog_p_hits,fav_p_avg,dog_p_avg,fav_p_atbats,dog_p_atbats,fav_p_obp,dog_p_obp,fav_p_slg,dog_p_slg,fav_p_ops,dog_p_ops,fav_p_era,dog_p_era,fav_p_inningspitched,dog_p_inningspitched,fav_p_earnedruns,dog_p_earnedruns,fav_p_earnedruns_per_ab,dog_p_earnedruns_per_ab,fav_p_whip,dog_p_whip,fav_p_battersfaced,dog_p_battersfaced,fav_p_totalbases,dog_p_totalbases,fav_p_pitchesperinning,dog_p_pitchesperinning,fav_p_gamesfinished,dog_p_gamesfinished,fav_p_strikeoutwalkratio,dog_p_strikeoutwalkratio,fav_p_strikeoutsper9inn,dog_p_strikeoutsper9inn,fav_p_walksper9inn,dog_p_walksper9inn,fav_p_hitsper9inn,dog_p_hitsper9inn,fav_p_runsscoredper9,dog_p_runsscoredper9,fav_p_homerunsper9,dog_p_homerunsper9
MIL,TEX,MIL,TEX,-1.5,144,-159,560,532,0.11695906432748537,0.11176470588235295,206,202,0.04302422723475355,0.04243697478991597,15,14,0.003132832080200501,0.0029411764705882353,148,152,0.030910609857978277,0.031932773109243695,1264,1196,0.26399331662489556,0.25126050420168067,473,419,0.09878863826232247,0.08802521008403362,1105,1081,0.231,0.227,4788,4760,0.305,0.294,0.373,0.371,0.678,0.665,3.59,3.46,1282.2,1281.1,512,492,0.10693400167084377,0.10336134453781512,1.23,1.17,5369,5270,1785,1767,16.45,15.8,144,142,2.67,2.85,8.87,8.4,3.32,2.94,7.75,7.59,3.93,3.74,1.04,1.07
SD,CIN,SD,CIN,-1.5,160,-178,556,617,0.1186513017498933,0.12899853648337864,183,249,0.03905249679897567,0.052059376960066905,15,16,0.003201024327784891,0.00334518084883964,152,170,0.03243704652155356,0.03554254651892118,1232,1217,0.26291079812206575,0.25444281831486515,474,449,0.10115236875800256,0.09387413757056241,1061,1133,0.226,0.237,4686,4783,0.303,0.307,0.369,0.402,0.672,0.709,3.67,3.95,1262.0,1266.2,514,556,0.1096884336320956,0.1162450344971775,1.22,1.25,5279,5357,1730,1924,16.35,16.62,141,140,2.6,2.71,8.79,8.65,3.38,3.19,7.57,8.05,3.97,4.38,1.08,1.21
NYM,PHI,NYM,PHI,-1.5,140,-148,618,575,0.1285892634207241,0.11872806111914103,223,220,0.04640033291718685,0.045426388602106134,22,14,0.004577611319184353,0.0028907701837703904,128,152,0.02663337494798169,0.031385504852364236,1230,1299,0.25593008739076156,0.2682221763369812,507,390,0.10549313358302122,0.08052859797646088,1168,1187,0.243,0.245,4806,4843,0.321,0.306,0.378,0.39,0.699,0.696,3.93,3.82,1265.0,1268.1,552,538,0.11485642946317104,0.111088168490605,1.32,1.24,5436,5321,1819,1891,16.96,16.19,142,141,2.43,3.33,8.75,9.22,3.61,2.77,8.31,8.42,4.4,4.08,0.91,1.08
CLE,KAN,KAN,CLE,-1.5,192,-207,600,552,0.1259710266638673,0.11473706090209936,222,219,0.046609279865630904,0.045520681770941596,18,23,0.003779130799916019,0.0047807108709208065,155,145,0.032542515221499056,0.030139264186239866,1177,1122,0.2471131639722864,0.2332155477031802,486,423,0.10203653159773252,0.08792350862606527,1170,1155,0.246,0.24,4763,4811,0.319,0.306,0.397,0.386,0.716,0.692,3.91,3.64,1261.0,1272.0,548,514,0.11505353768633214,0.10683849511536063,1.31,1.24,5352,5314,1893,1855,16.64,16.19,141,143,2.42,2.65,8.4,7.94,3.47,2.99,8.35,8.17,4.28,3.91,1.11,1.03
LAA,MIN,LAA,MIN,-1.5,165,-182,728,683,0.14960953555281545,0.1400738310090238,207,247,0.04254007398273736,0.05065627563576702,20,11,0.004110152075626798,0.002255947497949139,200,173,0.04110152075626798,0.03547990155865464,1117,1196,0.22955199342375668,0.24528301886792453,547,405,0.11241265926839293,0.08305988515176374,1268,1264,0.261,0.259,4866,4876,0.337,0.321,0.435,0.421,0.772,0.742,4.81,4.56,1266.0,1258.0,676,637,0.1389231401561858,0.13063986874487285,1.43,1.33,5523,5411,2115,2052,16.8,16.77,143,142,2.04,2.95,7.94,8.56,3.89,2.9,9.01,9.04,5.18,4.89,1.42,1.24
SEA,STL,STL,SEA,-1.5,-104,-104,635,662,0.13006964358869316,0.13490931322600366,224,245,0.04588283490372798,0.04992867332382311,16,32,0.0032773453502662844,0.0065212961076013855,171,148,0.035026628430970916,0.03016099449765641,1216,1066,0.24907824662023761,0.21724067658447116,421,403,0.0862351495288816,0.08212757285510495,1198,1269,0.245,0.259,4882,4907,0.311,0.318,0.403,0.412,0.714,0.73,4.01,4.27,1285.2,1272.2,573,604,0.1173699303564113,0.12308946403097616,1.26,1.31,5436,5421,1967,2022,16.21,15.98,143,142,2.89,2.65,8.51,7.54,2.95,2.85,8.39,8.97,4.45,4.68,1.2,1.05
SF,ARI,SF,ARI,-1.5,121,-137,592,686,0.12323064113238967,0.1388663967611336,252,289,0.05245628642797669,0.05850202429149798,18,27,0.003746877601998335,0.005465587044534413,123,167,0.02560366361365529,0.033805668016194335,1209,1145,0.25166527893422147,0.23178137651821862,444,447,0.09242298084929226,0.09048582995951417,1184,1248,0.246,0.253,4804,4940,0.316,0.32,0.383,0.423,0.699,0.743,3.76,4.43,1264.2,1282.2,529,632,0.1101165695253955,0.12793522267206478,1.29,1.32,5361,5491,1841,2092,16.38,16.48,142,144,2.72,2.56,8.6,8.03,3.16,3.14,8.43,8.76,4.21,4.81,0.88,1.17
BOS,OAK,BOS,OAK,-1.5,101,-110,614,738,0.12597455888387363,0.1508277130594727,191,257,0.03918752564628642,0.05252401389740446,8,17,0.0016413623307345096,0.0034743511138360926,148,201,0.030365203118588428,0.041079092581238506,1186,1190,0.24333196553139105,0.24320457796852646,475,507,0.09745588838736151,0.10361741263028816,1192,1234,0.245,0.252,4874,4893,0.318,0.329,0.378,0.435,0.696,0.764,3.78,4.79,1288.0,1277.1,541,680,0.11099712761592122,0.1389740445534437,1.29,1.36,5477,5543,1843,2128,16.29,17.26,142,144,2.5,2.35,8.29,8.38,3.32,3.57,8.33,8.69,4.29,5.2,1.03,1.42
CHC,ATL,CHC,ATL,-1.5,149,-155,586,662,0.12303170270837707,0.1376871880199667,200,228,0.041990342221289105,0.04742096505823627,20,21,0.004199034222128911,0.004367720465890183,177,178,0.037161452865840855,0.0370216306156406,1101,1227,0.23115683392819653,0.25519966722129783,368,477,0.07726222968717195,0.09920965058236272,1154,1187,0.242,0.247,4763,4808,0.301,0.321,0.404,0.414,0.705,0.735,3.89,4.47,1269.0,1266.0,548,629,0.11505353768633214,0.13082362728785357,1.2,1.31,5241,5398,1925,1991,15.73,16.75,143,142,2.99,2.57,7.81,8.72,2.61,3.39,8.18,8.44,4.16,4.71,1.26,1.27
LAD,COL,LAD,COL,-1.5,-154,135,624,912,0.13084504088907528,0.1809164848244396,228,300,0.04780876494023904,0.05951200158698671,24,30,0.0050325015726567415,0.005951200158698671,163,217,0.03417907318096037,0.04304701448125372,1283,960,0.2690291465716083,0.19043840507835746,485,498,0.10169846928077166,0.09878992263439794,1144,1507,0.24,0.299,4769,5041,0.315,0.365,0.4,0.5,0.715,0.865,4.1,6.01,1267.0,1248.1,577,834,0.12098972530928916,0.16544336441182306,1.29,1.61,5374,5665,1909,2518,16.63,17.07,143,143,2.65,1.93,9.11,6.92,3.45,3.59,8.13,10.86,4.43,6.58,1.16,1.56
