game_pk,home_batting_hr_per_g_rolling_5,away_batting_hr_per_g_rolling_5
490099,,
490106,,
490110,,
490098,,
490100,,
490101,,
490103,,
490104,,
490105,,
490107,,
490108,,
490109,,
490111,,
490112,,
490102,,
490113,3.0,2.0
490114,0.0,1.0
490115,3.0,1.0
490116,2.0,0.0
490117,4.0,1.0
490118,1.0,2.0
490119,2.0,0.0
490136,1.0,1.0
490120,0.0,0.0
490122,2.0,1.5
490123,0.5,0.5
490125,1.0,1.0
490126,2.5,1.0
490127,2.0,0.0
490128,1.0,1.0
490129,1.0,2.0
490130,1.0,0.0
490131,2.0,1.0
490132,1.5,1.5
490133,2.0,0.0
490134,1.0,0.0
490121,0.5,0.5
490135,0.5,0.0
490137,1.3333333333333333,0.3333333333333333
490138,0.0,3.0
490139,1.0,0.5
490140,1.6666666666666667,0.6666666666666666
490141,1.5,0.5
490142,1.0,1.0
490144,1.6666666666666667,1.0
490145,1.0,1.3333333333333333
490146,1.6666666666666667,0.3333333333333333
490147,1.0,0.0
490148,0.0,0.6666666666666666
490149,2.0,1.0
490150,1.25,0.6666666666666666
490151,0.3333333333333333,1.3333333333333333
490152,1.5,1.6666666666666667
490153,1.75,1.0
490154,0.75,1.75
490155,0.6666666666666666,0.6666666666666666
490156,1.5,0.6666666666666666
490157,1.5,1.0
490158,2.0,1.5
490159,1.0,1.25
490160,0.5,0.5
490161,0.75,0.3333333333333333
490162,1.3333333333333333,2.0
490163,0.6666666666666666,0.5
490164,1.6666666666666667,1.0
490165,1.0,0.75
490166,0.25,1.25
490167,1.2,1.5
490168,1.4,1.0
490169,0.8,1.4
490170,0.75,0.75
490171,1.0,0.5
490172,1.6666666666666667,1.25
490173,2.0,1.6
490174,1.2,1.4
490175,0.8,0.4
490176,0.8,0.75
490177,1.5,2.25
490178,0.5,0.4
490179,1.75,0.75
490180,1.6,0.6
490181,0.6,1.4
490182,1.2,1.2
490183,1.2,1.4
490184,1.2,0.8
490185,0.8,0.8
490186,1.25,0.6
490187,1.25,1.0
490188,1.8,1.2
490189,1.0,1.0
490190,1.0,0.6
490191,0.4,0.6
490192,1.6,1.8
490193,1.2,1.0
490194,1.6,0.6
490195,0.6,1.6
490196,1.0,1.4
490197,0.8,1.0
490198,1.2,1.2
490199,1.8,0.8
490200,1.4,1.2
490201,1.6,0.4
490202,1.2,1.0
490203,1.0,1.2
490204,0.8,1.0
490205,0.4,1.0
490206,0.8,1.0
490207,0.6,1.8
490208,0.8,1.2
490209,0.8,1.8
490210,1.2,0.8
490211,1.4,1.4
490212,1.8,1.4
490213,1.4,0.6
490214,1.2,1.6
490215,0.8,0.6
490216,1.0,1.2
490217,0.2,0.8
490218,0.8,1.2
490219,0.6,1.8
490220,0.6,1.0
490221,0.8,0.8
490222,0.8,1.6
490223,1.2,0.6
490224,1.2,2.6
490225,1.8,1.0
490226,2.0,1.4
490227,1.4,1.0
490228,1.4,1.0
490229,1.6,1.8
490143,0.2,0.4
490230,0.6,1.4
490231,0.4,0.6
490232,0.4,1.8
490233,0.6,0.6
490234,1.6,1.6
490235,1.2,0.8
490236,1.2,2.6
490237,1.6,0.8
490238,1.4,1.2
490239,1.8,2.0
490240,0.6,0.6
490241,0.2,1.0
490242,1.4,1.0
490243,0.4,1.4
490244,0.6,1.2
490245,0.6,1.0
490246,1.4,1.6
490247,1.2,2.0
490248,1.2,3.2
490249,0.8,1.0
490250,0.8,0.6
490251,1.4,1.2
490252,1.4,1.2
490253,0.2,1.2
490254,1.0,2.0
490255,0.6,0.4
490256,0.4,1.8
490257,1.2,0.8
490258,0.4,1.2
490259,0.8,1.4
490260,0.8,1.0
490261,1.2,1.2
490262,1.2,1.6
490263,1.0,3.0
490264,0.8,0.8
490265,0.8,0.4
490266,1.6,1.2
490267,1.8,1.0
490268,0.2,2.0
490269,1.0,1.8
490270,0.8,0.4
490271,0.4,1.8
490272,0.8,0.8
490273,0.4,1.0
490274,1.6,1.4
490276,1.0,0.8
490277,1.0,1.8
490278,1.8,2.8
490279,0.8,1.0
490280,0.8,1.2
490281,2.0,1.2
490282,1.6,1.4
490283,0.4,1.4
490284,0.8,1.4
