game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
490099,,
490106,,
490110,,
490098,,
490100,,
490101,,
490103,,
490104,,
490105,,
490107,,
490108,,
490109,,
490111,,
490112,,
490102,,
490113,3.0,5.0
490114,6.0,2.0
490115,5.0,4.0
490116,3.0,1.0
490117,5.0,0.0
490118,0.0,5.0
490119,1.0,4.0
490136,8.0,0.0
490120,8.0,0.0
490122,2.0,5.0
490123,4.0,5.0
490125,7.0,2.0
490126,4.0,3.0
490127,3.0,0.0
490128,3.0,2.0
490129,2.0,5.0
490130,2.0,2.0
490131,3.5,1.0
490132,2.0,4.5
490133,2.0,3.0
490134,2.0,6.0
490121,5.5,2.0
490135,5.5,3.0
490137,3.0,5.333333333333333
490138,2.0,6.0
490139,8.0,2.5
490140,3.0,2.6666666666666665
490141,3.5,1.0
490142,1.5,3.0
490144,3.3333333333333335,2.0
490145,2.6666666666666665,3.6666666666666665
490146,2.3333333333333335,4.666666666666667
490147,2.6666666666666665,3.5
490148,1.5,2.0
490149,6.0,4.0
490150,3.5,2.3333333333333335
490151,4.666666666666667,1.6666666666666667
490152,3.25,4.666666666666667
490153,2.5,3.0
490154,4.5,5.25
490155,4.333333333333333,2.0
490156,4.0,7.666666666666667
490157,1.0,2.0
490158,3.0,3.25
490159,2.0,4.0
490160,2.75,4.5
490161,2.75,4.0
490162,4.0,4.333333333333333
490163,2.3333333333333335,1.5
490164,6.333333333333333,3.6666666666666665
490165,3.4,3.25
490166,4.25,2.0
490167,3.4,4.5
490168,2.6,3.75
490169,3.8,4.8
490170,3.75,3.0
490171,3.3333333333333335,6.25
490172,1.0,2.5
490173,3.0,3.2
490174,3.0,3.6
490175,2.6,3.8
490176,3.6,4.25
490177,4.0,4.75
490178,2.75,2.4
490179,6.0,3.25
490180,3.3333333333333335,3.8
490181,5.8,1.8
490182,3.3333333333333335,3.6
490183,2.5,3.4
490184,3.1666666666666665,4.5
490185,3.6,3.8
490186,3.25,5.4
490187,1.75,3.2
490188,2.6,3.1666666666666665
490189,2.8333333333333335,3.1666666666666665
490190,2.3333333333333335,3.3333333333333335
490191,4.5,4.2
490192,4.2,4.2
490193,3.2857142857142856,3.0
490194,5.4,3.8
490195,2.8,2.1666666666666665
490196,3.142857142857143,3.2857142857142856
490197,4.0,4.571428571428571
490198,4.333333333333333,3.1666666666666665
490199,2.8333333333333335,3.2857142857142856
490200,3.0,3.142857142857143
490201,4.166666666666667,5.0
490202,4.5,4.571428571428571
490203,3.375,2.625
490204,3.1666666666666665,2.3333333333333335
490205,3.6666666666666665,2.2
490206,3.5,3.6
490207,3.1666666666666665,2.7142857142857144
490208,3.125,3.25
490209,3.6666666666666665,3.142857142857143
490210,4.666666666666667,4.666666666666667
490211,4.285714285714286,3.4285714285714284
490212,3.0,3.125
490213,4.428571428571429,4.285714285714286
490214,3.0,3.0
490215,3.6666666666666665,2.7777777777777777
490216,3.142857142857143,2.4285714285714284
490217,3.5714285714285716,2.1666666666666665
490218,4.0,3.0
490219,3.4285714285714284,2.5
490220,3.3333333333333335,3.2222222222222223
490221,4.428571428571429,4.375
490222,3.857142857142857,2.875
490223,4.285714285714286,4.571428571428571
490224,4.0,3.625
490225,3.0,3.125
490226,2.888888888888889,3.0
490227,4.375,3.875
490228,4.0,4.0
490229,3.25,2.857142857142857
490143,3.625,3.125
490230,3.75,2.0
490231,4.0,2.857142857142857
490232,3.8,3.2
490233,4.25,4.555555555555555
490234,2.5555555555555554,2.6666666666666665
490235,4.0,4.5
490236,3.0,3.7777777777777777
490237,2.875,3.4444444444444446
490238,4.125,3.7777777777777777
490239,3.0,3.125
490240,4.5,2.8
490241,3.6666666666666665,2.0
490242,4.888888888888889,3.0
490243,3.6,3.2
490244,4.0,3.888888888888889
490245,3.2,3.5
490246,2.888888888888889,3.0
490247,2.3,2.5
490248,3.6666666666666665,3.7
490249,3.888888888888889,3.7777777777777777
490250,4.222222222222222,3.3333333333333335
490251,2.5,3.1
490252,4.222222222222222,3.7777777777777777
490253,3.5555555555555554,3.6
490254,3.1,3.111111111111111
490255,4.4,3.0
490256,3.3,2.2222222222222223
