game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
745444,,,,
746175,,0.6666666666666666,,0.6666666666666666
745039,,,,
745116,,,,
745283,,,,
745445,1.1,,1.1,
745687,,,,
746089,,,,
746165,1.8,,1.8,
746335,,,,
746418,,,,
746737,,,,
746821,,,,
747060,,,,
747224,,,,
745117,0.3333333333333333,5.0,0.3333333333333333,5.0
745276,,7.0,,7.0
745435,1.4,2.0,1.4,2.0
745604,,,,
745682,2.0,,2.0,
745848,,,,
746091,1.5,2.0,1.5,2.0
746167,2.0,2.5,2.0,2.5
746412,1.6666666666666667,,1.6666666666666667,
747223,3.0,3.5,3.0,3.5
745037,1.25,0.8,1.25,0.8
745119,0.5,3.0,0.5,3.0
745278,7.0,3.6666666666666665,7.0,3.6666666666666665
745436,1.6363636363636365,2.0,1.6363636363636365,2.0
745599,1.0,7.0,1.0,7.0
745684,1.1666666666666667,2.0,1.1666666666666667,2.0
745850,3.0,2.0,3.0,2.0
746087,2.4285714285714284,3.0,2.4285714285714284,3.0
746168,2.1666666666666665,5.0,2.1666666666666665,5.0
746333,1.5,1.0,1.5,1.0
746410,1.1428571428571428,1.3333333333333333,1.1428571428571428,1.3333333333333333
746736,,,,
746818,3.0,,3.0,
747063,1.0,0.75,1.0,0.75
747221,6.0,1.6,6.0,1.6
745035,1.4,1.1428571428571428,1.4,1.1428571428571428
745115,1.0,2.6666666666666665,1.0,2.6666666666666665
745279,4.0,4.0,4.0,4.0
745438,1.8333333333333333,1.2,1.8333333333333333,1.2
745602,1.0,3.3333333333333335,1.0,3.3333333333333335
745683,1.3333333333333333,4.666666666666667,1.3333333333333333,4.666666666666667
745845,4.5,7.0,4.5,7.0
746090,2.3333333333333335,4.0,2.3333333333333335,4.0
746166,2.25,3.8,2.25,3.8
746332,1.25,2.3333333333333335,1.25,2.3333333333333335
746413,1.4,2.0,1.4,2.0
746739,6.0,4.5,6.0,4.5
746815,3.0,3.3333333333333335,3.0,3.3333333333333335
747062,2.3333333333333335,1.4,2.3333333333333335,1.4
747222,2.2,0.9090909090909091,2.2,0.9090909090909091
744875,4.0,5.25,4.0,5.25
745109,1.0714285714285714,1.0,1.0714285714285714,1.0
745277,3.5,2.8333333333333335,3.5,2.8333333333333335
745437,3.0,3.142857142857143,1.9230769230769231,3.142857142857143
745600,2.0,3.2,2.0,3.2
745675,1.4,3.6,1.4,3.6
745842,3.0,3.5,3.0,3.5
746085,2.3333333333333335,1.2857142857142858,2.3333333333333335,1.2857142857142858
746170,2.2,1.3333333333333333,2.5,1.3333333333333333
746409,1.9090909090909092,1.6,1.9090909090909092,1.6
746817,2.4,3.0,2.4,3.0
746899,1.875,1.0909090909090908,1.875,1.0909090909090908
747058,2.0,1.4,2.0,1.4
747218,2.8,1.8,2.8,1.8
745111,0.9411764705882353,1.3333333333333333,0.9411764705882353,1.3333333333333333
745273,4.5,2.4,4.5,2.4
745439,4.0,3.2857142857142856,2.066666666666667,3.2857142857142856
745598,2.090909090909091,3.142857142857143,2.090909090909091,3.142857142857143
745680,1.6153846153846154,4.2,1.6153846153846154,4.2
746009,12.0,2.6,12.0,2.6
746086,1.9375,1.4444444444444444,1.9375,1.4444444444444444
746169,3.1666666666666665,1.6,2.5454545454545454,1.6
746411,1.9090909090909092,1.2857142857142858,1.9090909090909092,1.2857142857142858
746814,2.142857142857143,3.4,2.142857142857143,3.4
746898,1.6666666666666667,1.1666666666666667,1.6666666666666667,1.1666666666666667
747057,2.4,1.8,2.4,1.8
747220,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.6666666666666667
744869,2.142857142857143,4.5,2.142857142857143,4.5
745114,1.4166666666666667,1.3846153846153846,1.0555555555555556,1.3846153846153846
745275,5.0,2.0833333333333335,5.5,2.25
745440,2.25,3.5,1.7777777777777777,3.25
745603,2.4545454545454546,2.5555555555555554,2.4545454545454546,2.5555555555555554
745678,1.9230769230769231,3.142857142857143,1.9333333333333333,3.625
746008,4.0,2.125,4.0,2.125
746083,2.090909090909091,1.4,1.8823529411764706,1.4
746163,3.0,1.6666666666666667,2.6153846153846154,1.6923076923076923
