game_pk,home_bp_era_rolling_5,away_bp_era_rolling_5,home_bp_era_rolling_10,away_bp_era_rolling_10
745444,,,,
746175,0.0,5.062531640822755,0.0,5.062531640822755
745039,,,,
745116,,,,
745283,,,,
745445,6.942896816553237,,6.942896816553237,
745687,,,,
746089,,,,
746165,6.75,,6.75,
746335,,,,
746418,,,,
746737,,,,
746821,,,,
747060,,,,
747224,,,,
745117,5.400054000540005,0.0,5.400054000540005,0.0
745276,4.5,4.5,4.5,4.5
745435,6.893646355941939,18.0,6.893646355941939,18.0
745604,,,,
745682,3.1764519032240988,0.0,3.1764519032240988,0.0
745848,,,,
746091,3.857142857142857,0.0,3.857142857142857,0.0
746167,5.4,4.909046281397441,5.4,4.909046281397441
746412,4.153878106754667,0.0,4.153878106754667,0.0
747223,0.0,9.529355709672297,0.0,9.529355709672297
745037,2.25,3.6,2.25,3.6
745119,4.263180332528067,4.5,4.263180332528067,4.5
745278,2.8421202216853776,3.0,2.8421202216853776,3.0
745436,7.578987257827673,9.0,7.578987257827673,9.0
745599,27.0,2.25,27.0,2.25
745684,2.793093816917873,1.2857142857142858,2.793093816917873,1.2857142857142858
745850,2.0769390533773335,0.0,2.0769390533773335,0.0
746087,3.857142857142857,0.8181818181818182,3.857142857142857,0.8181818181818182
746168,6.0,4.263113019862948,6.0,4.263113019862948
746333,6.0,0.0,6.0,0.0
746410,8.590948140673365,0.0,8.590948140673365,0.0
746736,6.0,2.25,6.0,2.25
746818,0.0,0.0,0.0,0.0
747063,3.0,8.526360665056131,3.0,8.526360665056131
747221,2.8421202216853776,8.307660355152482,2.8421202216853776,8.307660355152482
745035,1.125,7.714313265404519,1.125,7.714313265404519
745115,3.8571566327022597,4.655156361529787,3.8571566327022597,4.655156361529787
745279,2.8928674745266947,2.8928674745266947,2.8928674745266947,2.8928674745266947
745438,8.48576277578729,11.0,8.48576277578729,11.0
745602,16.434711153429767,1.459463403955146,16.434711153429767,1.459463403955146
745683,4.8,0.75,4.8,0.75
745845,2.16000864003456,4.5,2.16000864003456,4.5
746090,5.2105263157894735,0.6279084369963651,5.2105263157894735,0.6279084369963651
746166,6.260869565217392,5.837806282128204,6.260869565217392,5.837806282128204
746332,10.5,0.0,10.5,0.0
746413,8.027048721753301,0.0,8.027048721753301,0.0
746739,8.590948140673365,3.1153726331821807,8.590948140673365,3.1153726331821807
746815,2.25,0.0,2.25,0.0
747062,6.0,12.535759056282343,6.0,12.535759056282343
747222,4.764719896234989,5.538461538461538,4.764719896234989,5.538461538461538
744875,4.378354711596153,0.8852473528645128,4.378354711596153,0.8852473528645128
745109,5.711549445287394,3.3750084375210934,5.711549445287394,3.3750084375210934
745277,2.700006750016875,1.2,2.700006750016875,1.2
745437,8.217427032291445,6.599956000293331,7.623565287366058,6.599956000293331
745600,11.571395510298544,7.147079844352483,11.571395510298544,7.147079844352483
745675,4.764705882352941,2.0250050625126566,4.764705882352941,2.0250050625126566
745842,2.700006750016875,0.7105244459883001,2.700006750016875,0.7105244459883001
746085,5.25,8.775021937554843,5.25,8.775021937554843
746170,6.260869565217392,9.0,5.333333333333333,9.0
746409,6.893646355941939,3.767424337561221,6.893646355941939,3.767424337561221
746817,2.1891951059327184,3.0,2.1891951059327184,3.0
746899,5.02326749597092,4.5,5.02326749597092,4.5
747058,4.0,7.875,4.0,7.875
747218,3.5217467864060574,0.0,3.5217467864060574,0.0
745111,6.0967938606253576,2.8125,6.0967938606253576,2.8125
745273,2.6470588235294117,0.9152526860123966,2.6470588235294117,0.9152526860123966
745439,7.0615601894159665,5.823495155910848,7.020028080112319,5.823495155910848
745598,9.71998056003888,5.0625,9.71998056003888,5.0625
745680,3.85714836735481,1.6530645980910164,3.85714836735481,1.6530645980910164
746009,3.0,1.4594515705320512,3.0,1.4594515705320512
