game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
630851,,,,
631377,,,,
630941,,,,
630966,,,,
630989,,,,
631091,,,,
631121,,,,
631182,,,,
631242,,,,
631378,,0.75,,0.75
631438,,,,
631514,,,,
631563,,,,
631589,,,,
631641,,,,
631664,,,,
630899,,,,
630942,2.5,,2.5,
630967,3.5,1.0,3.5,1.0
630992,,,,
631092,,1.0,,1.0
631108,1.0,1.0,1.0,1.0
631181,1.0,0.7142857142857143,1.0,0.7142857142857143
631241,7.0,,7.0,
631382,6.0,0.6666666666666666,6.0,0.6666666666666666
631453,,1.0,,1.0
631515,3.0,3.5,3.0,3.5
631565,4.0,0.3333333333333333,4.0,0.3333333333333333
631603,4.0,1.0,4.0,1.0
631642,,,,
631666,,1.0,,1.0
630856,4.0,,4.0,
630943,2.0,1.6666666666666667,2.0,1.6666666666666667
630968,3.6666666666666665,1.0,3.6666666666666665,1.0
630993,2.0,6.0,2.0,6.0
631097,,1.25,,1.25
631126,1.6666666666666667,0.75,1.6666666666666667,0.75
631165,1.5,0.75,1.5,0.75
631240,12.0,,12.0,
631384,7.5,1.0,7.5,1.0
631441,,1.0,,1.0
631517,2.5,3.75,2.5,3.75
631566,2.5,1.8,2.5,1.8
631591,10.0,1.0,10.0,1.0
631643,3.0,3.5,3.0,3.5
631668,,2.25,,2.25
630861,2.0,1.0909090909090908,2.0,1.0909090909090908
630969,3.4,12.0,3.4,12.0
631098,2.75,1.25,2.75,1.25
631130,14.0,4.0,14.0,4.0
631168,2.5,1.1,2.5,1.1
631442,4.0,2.1666666666666665,4.0,2.1666666666666665
631489,2.0,1.75,2.0,1.75
631592,3.25,1.2,3.25,1.2
631669,2.2,5.666666666666667,2.2,5.666666666666667
630866,1.6666666666666667,1.2307692307692308,1.6666666666666667,1.2307692307692308
630944,1.875,1.3571428571428572,1.875,1.3571428571428572
630970,5.4,7.0,5.4,7.0
631014,1.3333333333333333,2.5,1.3333333333333333,2.5
631132,4.6,3.4285714285714284,4.6,3.4285714285714284
631171,2.8333333333333335,2.6666666666666665,2.8333333333333335,2.6666666666666665
631269,2.375,1.6666666666666667,2.375,1.6666666666666667
631387,1.4545454545454546,1.875,1.4545454545454546,1.875
631443,5.0,4.0,5.0,4.0
631490,1.4,1.8333333333333333,1.4,1.8333333333333333
631567,3.3333333333333335,2.8333333333333335,3.3333333333333335,2.8333333333333335
631573,4.333333333333333,2.857142857142857,4.333333333333333,2.857142857142857
631593,4.6,0.9230769230769231,4.6,0.9230769230769231
631663,3.6666666666666665,4.5,3.6666666666666665,4.5
630272,8.666666666666666,5.0,8.666666666666666,5.0
630495,2.75,3.3333333333333335,2.75,3.3333333333333335
630916,1.5714285714285714,1.75,1.5714285714285714,1.75
630940,1.8,1.6428571428571428,1.8,1.6428571428571428
631033,1.6666666666666667,2.857142857142857,1.6666666666666667,2.857142857142857
631137,2.3636363636363638,3.5,2.3636363636363638,3.5
631172,3.4285714285714284,4.333333333333333,3.4285714285714284,4.333333333333333
631239,5.25,3.5,5.25,3.5
631270,3.0,2.6666666666666665,3.0,2.6666666666666665
631389,1.9166666666666667,1.5,1.9166666666666667,1.5
631444,2.5555555555555554,3.142857142857143,2.5555555555555554,3.142857142857143
631492,2.0,1.6666666666666667,2.0,1.6666666666666667
631569,4.5,2.7,4.5,2.7
631594,4.142857142857143,1.3571428571428572,4.142857142857143,1.3571428571428572
630145,1.4,2.3333333333333335,1.3157894736842106,2.6666666666666665
630346,7.25,3.875,7.5,3.8
630496,2.2857142857142856,2.6,2.2857142857142856,2.6
630917,1.9166666666666667,2.5,1.6470588235294117,2.5
631018,1.5833333333333333,2.375,1.375,2.75
631238,3.0,3.2,3.5714285714285716,3.6
631271,3.875,3.5,3.875,3.6
631390,2.3333333333333335,1.9090909090909092,1.625,1.7142857142857142
631494,2.25,2.1538461538461537,2.0,1.8125
630201,1.3846153846153846,2.3333333333333335,1.3333333333333333,2.6153846153846154
630275,6.25,2.375,8.0,3.4444444444444446
630592,2.6666666666666665,3.2222222222222223,2.6666666666666665,3.3333333333333335
631019,2.5555555555555554,2.2,1.6111111111111112,2.2
631066,2.1,4.333333333333333,1.7333333333333334,3.2222222222222223
631222,2.7142857142857144,3.090909090909091,2.7142857142857144,3.727272727272727
631272,2.7777777777777777,4.666666666666667,2.909090909090909,3.8
631391,2.090909090909091,2.272727272727273,1.5263157894736843,2.5454545454545454
631410,2.1666666666666665,2.7777777777777777,2.0588235294117645,2.8181818181818183
631480,3.8,3.111111111111111,2.4,3.2
631539,4.0,1.9090909090909092,4.0,2.4545454545454546
631647,1.2,2.3076923076923075,1.2,2.4615384615384617
630100,1.9,1.4,1.5454545454545454,2.1176470588235294
630278,4.5,2.0,5.571428571428571,2.8461538461538463
630492,4.142857142857143,3.111111111111111,3.0,3.2142857142857144
631020,3.25,1.9090909090909092,2.0,2.0
631067,1.1818181818181819,3.857142857142857,1.5294117647058822,3.0
631224,3.0,4.857142857142857,3.0,3.75
631273,2.625,4.0,3.0,3.6666666666666665
631392,1.6923076923076923,1.368421052631579,1.434782608695652,1.736842105263158
631413,2.5,3.7142857142857144,2.1666666666666665,3.272727272727273
631540,3.5,1.8888888888888888,3.5,2.1538461538461537
631622,1.0555555555555556,1.6875,1.25,1.9411764705882353
630101,2.111111111111111,1.8461538461538463,1.6521739130434783,2.3529411764705883
630280,4.0,2.6666666666666665,5.0,3.230769230769231
630493,3.1,2.1818181818181817,2.857142857142857,3.1875
631021,3.25,1.4,2.1,1.5263157894736843
631068,1.4166666666666667,3.2222222222222223,1.6,3.0
631210,2.5454545454545454,3.625,3.0,3.642857142857143
631274,3.6666666666666665,3.3333333333333335,2.9285714285714284,3.8333333333333335
631393,1.6428571428571428,1.4444444444444444,1.56,1.8095238095238095
631415,2.75,5.2,2.2,3.909090909090909
