balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
51913,776320,2025-09-14,120,134,WSH,PIT,Washington Nationals,Pittsburgh Pirates,Nationals,Pirates,0,0,regular,regular,2025,2025,153,151,29,31,4,3,7,5,3,1,0,1,0,0,3,2,10,8,3,7,10,9,0,1,0.244,0.231,0.307,0.305,0.389,0.349,0.696,0.654,1,0,0,1,5.28,3.86,9.0,8.0,5,7,3,3,0,0,7,3,9,10,0.161,0.241,1.43,1.22,1,1,2025-09-14
51911,776334,2025-09-14,143,118,PHI,KC,Philadelphia Phillies,Kansas City Royals,Phillies,Royals,0,0,regular,regular,2025,2025,153,153,30,39,3,10,5,12,0,3,0,1,3,3,3,10,14,26,2,4,7,7,0,0,0.261,0.244,0.331,0.305,0.432,0.391,0.763,0.696,0,1,1,0,3.83,3.73,9.0,9.0,12,5,10,3,3,3,4,2,7,7,0.307,0.166,1.24,1.25,1,0,2025-09-14
51910,776329,2025-09-14,144,117,ATL,HOU,Atlanta Braves,Houston Astros,Braves,Astros,0,0,regular,regular,2025,2025,153,150,36,35,8,3,11,9,1,1,0,0,2,1,8,3,18,13,6,2,7,11,2,1,0.242,0.252,0.316,0.318,0.391,0.4,0.707,0.718,1,0,0,1,4.46,3.85,9.0,8.0,9,11,3,8,1,2,2,6,11,7,0.257,0.305,1.32,1.22,0,1,2025-09-14
51907,776322,2025-09-14,141,110,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,Blue Jays,Orioles,0,0,regular,regular,2025,2025,151,155,38,32,11,2,14,7,7,0,0,0,1,2,11,2,24,13,2,2,8,8,0,0,0.27,0.239,0.338,0.306,0.433,0.399,0.771,0.705,1,0,0,1,4.16,4.62,9.0,8.0,7,14,2,11,2,1,2,2,8,8,0.218,0.368,1.26,1.38,0,0,2025-09-14
51914,776335,2025-09-14,121,140,NYM,TEX,New York Mets,Texas Rangers,Mets,Rangers,0,0,regular,regular,2025,2025,153,150,34,34,5,2,7,8,1,1,0,0,2,0,5,2,14,9,5,4,9,8,1,1,0.249,0.237,0.327,0.306,0.426,0.387,0.753,0.693,1,0,0,1,4.01,3.42,10.0,9.0,8,7,2,4,0,2,4,5,8,9,0.235,0.205,1.34,1.17,0,0,2025-09-14
51908,776331,2025-09-14,114,145,CLE,CWS,Cleveland Guardians,Chicago White Sox,Guardians,White Sox,0,0,regular,regular,2025,2025,155,152,29,32,3,2,6,5,2,1,0,0,1,1,3,2,11,9,4,1,6,11,1,0,0.225,0.234,0.296,0.303,0.37,0.375,0.666,0.678,1,0,0,1,3.79,4.21,9.0,8.0,5,6,2,3,1,1,1,4,11,6,0.156,0.206,1.29,1.36,0,0,2025-09-14
51909,776332,2025-09-14,146,116,MIA,DET,Miami Marlins,Detroit Tigers,Marlins,Tigers,0,0,regular,regular,2025,2025,151,154,34,31,0,2,7,4,0,1,0,0,0,0,0,1,7,5,2,4,8,7,0,0,0.25,0.249,0.314,0.318,0.393,0.42,0.707,0.738,0,1,1,0,4.68,3.91,9.0,9.0,4,7,0,0,0,0,4,2,7,8,0.129,0.205,1.31,1.24,3,0,2025-09-14
51915,776324,2025-09-14,142,109,MIN,AZ,Minnesota Twins,Arizona Diamondbacks,Twins,D-backs,0,0,regular,regular,2025,2025,152,151,37,35,4,6,7,10,0,3,0,0,2,1,3,6,13,16,2,2,8,13,3,2,0.239,0.25,0.313,0.323,0.399,0.434,0.712,0.757,0,1,1,0,4.61,4.47,9.0,9.0,10,7,6,2,1,2,2,2,13,8,0.285,0.189,1.33,1.32,0,3,2025-09-14
51916,776326,2025-09-14,158,138,MIL,STL,Milwaukee Brewers,St. Louis Cardinals,Brewers,Cardinals,0,0,regular,regular,2025,2025,153,156,35,31,2,3,8,6,1,1,0,0,2,0,2,3,15,7,2,5,9,12,0,2,0.26,0.245,0.333,0.314,0.408,0.378,0.741,0.692,0,1,1,0,3.63,4.27,9.0,9.0,6,8,3,2,0,2,5,2,12,9,0.193,0.228,1.23,1.32,0,0,2025-09-14
51917,776321,2025-09-14,112,139,CHC,TB,Chicago Cubs,Tampa Bay Rays,Cubs,Rays,0,0,regular,regular,2025,2025,151,149,32,35,4,3,10,9,2,1,0,0,1,2,4,3,15,16,3,3,4,13,0,1,0.249,0.252,0.32,0.313,0.427,0.405,0.747,0.718,1,0,0,1,3.86,3.89,9.0,8.0,9,10,3,4,2,1,3,3,13,4,0.257,0.312,1.19,1.21,0,0,2025-09-14
